isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,cohort,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_total_x_src,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_fin_year,pre_ipo_years_available,pat_yr3_src,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src
INE006I01046,Astral Poly Technik Ltd.,MB,ASTRAL,532830.0,2007-02-14,2007-02-22,2007-03-20,115.0,34.17,Fixed Price,"BSE, NSE",Karvy Investor Services,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,115.0,chittorgarh,115.0,chittorgarh,100.2,chittorgarh,104.55,chittorgarh,Factory Land | New Factory Building | Plant & Machinery | Working Capital | Issue Expenses | Contingency,chittorgarh,34.0,chittorgarh
INE669E01016,Idea Cellular Ltd.,MB,IDEA,532822.0,2007-02-12,2007-02-15,2007-03-09,75.0,2443.75,Bookbuilding,"BSE, NSE",Citigroup Global,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2444.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,92.4,chittorgarh,94.25,chittorgarh,84.0,chittorgarh,85.55,chittorgarh,"Building, strengthening and expanding our network and related services in the New Circles | Entry Fee and capital expenditure for NLD operations | Roll out for services in Mumbai Circle | Redemption of Preference Shares | Issue Expenses",chittorgarh,2444.0,chittorgarh
INE961H01010,Evinix Accessories Ltd.,MB,EVINIX,532818.0,2007-02-12,2007-02-15,2007-03-07,120.0,42.0,Bookbuilding,"BSE, NSE",Almondz Global,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,110.0,chittorgarh,128.0,chittorgarh,70.25,chittorgarh,73.75,chittorgarh,"Acquisition of Garment Manufacturing Facility at NSEZ, Noida | Expansion at Acquired unit at NSEZ, Noida | Expansion at existing unit at Faridabad | Long Term Working Capital Requirement | Setting up retail business activities and general corporate purposes including repayment of loans | Public Issue Expenses | Contingencies",chittorgarh,42.0,chittorgarh
INE025I01012,Indus Fila Ltd.,MB,INDUSFILA,532821.0,2007-02-12,2007-02-14,2007-03-08,170.0,82.34,Bookbuilding,"BSE, NSE",Anand Rathi Advisors,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,160.0,chittorgarh,160.0,chittorgarh,117.4,chittorgarh,132.15,chittorgarh,"Part funding the capital expenditure for the expansion project - Weaving | Part funding the capital expenditure for the expansion project - Yarn Dyeing and Setting up of ""Centre of Excellence"" | Part funding the capital expenditure for the expansion project - Processing | Part funding the capital expenditure for the expansion project - Garmenting | Working Capital requirement for the expansion project | Pre-operative expenses and contingencies | Issue related expenses",chittorgarh,82.0,chittorgarh
INE018I01017,MindTree Consulting Ltd.,MB,MINDTREE,532819.0,2007-02-09,2007-02-14,2007-03-07,425.0,237.72,Bookbuilding,"BSE, NSE",JP Morgan,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,599.0,chittorgarh,678.8,chittorgarh,575.2,chittorgarh,620.3,chittorgarh,Fund a new development centre in Chennai | Prepay certain loans | General corporate purposes,chittorgarh,238.0,chittorgarh
INE698H01018,Broadcast Initiatives Ltd.,MB,BROADCAST,532816.0,2007-02-09,2007-02-14,2007-03-07,120.0,102.6,Bookbuilding,"BSE, NSE",Almondz Global,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,117.0,chittorgarh,118.0,chittorgarh,66.6,chittorgarh,69.4,chittorgarh,"Purchase of Land & Construction of Studio | Purchase of Production, Post Production & Broadcasting Equipments | Prepayment of loans | General Corporate purpose | Issue Expenses",chittorgarh,103.0,chittorgarh
INE119G01025,Vijayeswari Textiles Ltd. FPO,MB,VTXIND,532824.0,2007-02-08,2007-02-19,2007-03-09,100.0,90.0,Bookbuilding,BSE,IDBI Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,90.05,chittorgarh,90.05,chittorgarh,65.0,chittorgarh,68.95,chittorgarh,Land and Site Development | Building and other amenities | Plant & Machinery: a. Imported | Plant & Machinery: b. Indigenous | Cost of Wind Mill | Assets to be acquired from Promoter Group | Provision for Contingencies | Pre-operative expenses | Issue expenses | Margin for Working Capital,chittorgarh,90.0,chittorgarh
INE311H01018,Mudra Lifestyle Ltd.,MB,ELAND,532820.0,2007-02-08,2007-02-14,2007-03-09,90.0,86.22,Bookbuilding,"BSE, NSE",SBICAP,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,94.8,chittorgarh,95.0,chittorgarh,62.05,chittorgarh,63.8,chittorgarh,Proposed expansion at facilities at Bangalore and Tarapur | General Corporate Purpose/Acquisitions | Issue Expenses,chittorgarh,86.0,chittorgarh
INE998H01012,Oriental Trimex Ltd.,MB,ORIENTALTL,532817.0,2007-02-08,2007-02-14,2007-03-07,48.0,44.7,Bookbuilding,"BSE, NSE",Almondz Global,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,chittorgarh,3.0,chittorgarh,6.7,chittorgarh,,,42.0,chittorgarh,47.0,chittorgarh,28.2,chittorgarh,29.45,chittorgarh,Expansion of capacity of marble processing at its Greater Noida processing unit | Setting up of a new marble processing unit at Kolkatta | Setting up of a new marble-processing unit at Bangalore | Setting up of a new granite/decorative stones processing unit at Balasore (Orissa) | Acquiring additional mining equipments for granite quarries in Orissa | Setting up of retail marketing outlet at Delhi and installation of equipments at Chennai outlet | Long term working capital requirement | Public Issue expenses | Pre-operative and Preliminary Expenses | Contingency provision,chittorgarh,45.0,chittorgarh
INE649H01011,Euro Ceramics Ltd.,MB,EUROCERA,532823.0,2007-02-07,2007-02-13,2007-03-09,165.0,92.75,Bookbuilding,"BSE, NSE",UTI Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,151.0,chittorgarh,159.0,chittorgarh,115.25,chittorgarh,118.65,chittorgarh,Land & Site Development | Building & Civil Works | Plant & Machinery - Imported | Plant & Machinery - Indigenous | Other Assets | Pre-operative Expenses | Margin Money for Working Capital | Provision for Contingencies | General Corporate Expenses | Issue Expenses,chittorgarh,93.0,chittorgarh
INE562A01011,Indian Bank,MB,INDIANB,532814.0,2007-02-05,2007-02-09,2007-03-01,91.0,782.15,Bookbuilding,"BSE, NSE",Axis Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,105.0,chittorgarh,105.0,chittorgarh,77.0,chittorgarh,98.3,chittorgarh,"Augment the capital base to meet the future capital requirements arising out of the implementation of the Basel II standards and the growth in the assets, primarily the loan and investment portfolio due to the growth of the Indian economy and for other general corporate purposes | Issue expenses",chittorgarh,782.0,chittorgarh
INE874H01015,C & C Constructions Ltd.,MB,CANDC,532813.0,2007-02-05,2007-02-09,2007-02-26,291.0,124.28,Bookbuilding,"BSE, NSE",Edelweiss Financial,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,350.0,chittorgarh,350.0,chittorgarh,229.15,chittorgarh,239.9,chittorgarh,Investment in Capital equipment | Investment in BOT projects | Augmenting working capital requirement | Issue Expenses,chittorgarh,124.0,chittorgarh
INE812G01025,SMS Pharmaceuticals Ltd.,MB,SMSPHARMA,532815.0,2007-02-05,2007-02-08,2007-02-28,380.0,98.01,Bookbuilding,"BSE, NSE",UTI Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,349.9,chittorgarh,390.0,chittorgarh,285.3,chittorgarh,357.85,chittorgarh,"Setting up of facilities for manufacturing Active Pharmaceuticals Ingredients (APIs) at Kandivalsa Village, Vizianagaram District, Andhra Pradesh | Net Working Capital | Public Issue Expenses & Others",chittorgarh,98.0,chittorgarh
INE976H01018,Lawreshwar Polymers Ltd.,MB,,532829.0,2007-02-05,2007-02-08,2007-03-19,16.0,13.94,Fixed Price,BSE,Ashika Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,chittorgarh,4.0,chittorgarh,28.6,chittorgarh,,,15.9,chittorgarh,17.75,chittorgarh,13.55,chittorgarh,14.0,chittorgarh,Land & Building | Plant & machinery/Moulds/Equipments | Working Capital Requirements | Preliminary/ Public Issue Expenses,chittorgarh,14.0,chittorgarh
INE134E01011,Power Finance Corp.Ltd.,MB,PFC,532810.0,2007-01-31,2007-02-06,2007-02-23,85.0,997.19,Bookbuilding,"BSE, NSE",Axis Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,104.0,chittorgarh,117.0,chittorgarh,103.5,chittorgarh,111.55,chittorgarh,"Augment the capital base to meet the future capital requirements arising out of growth in 9,646.72 the business and for other general corporate purposes | Estimated Issue expenses",chittorgarh,997.0,chittorgarh
INE684F01012,Firstsource Solutions Ltd.,MB,FSL,532809.0,2007-01-29,2007-02-02,2007-02-22,64.0,443.52,Bookbuilding,"BSE, NSE",Deutsche Equities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,chittorgarh,60.0,chittorgarh,13.5,chittorgarh,,,75.1,chittorgarh,88.9,chittorgarh,75.1,chittorgarh,79.6,chittorgarh,Acquisitions | Setting up of new facilities | Repayment of a loan of the Company | General corporate purposes,chittorgarh,444.0,chittorgarh
INE804H01012,Transwarranty Finance Ltd.,MB,TFL,532812.0,2007-01-23,2007-02-02,2007-02-26,52.0,31.2,Bookbuilding,"BSE, NSE",IDBI Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,60.0,chittorgarh,63.0,chittorgarh,46.1,chittorgarh,47.25,chittorgarh,Expansion of office premises for increasing the scale of operations | Strategic investments or acquisition of companies engaged in the business of financial services and banking | Geographic expansion through opening of regional offices and Overseas Branches | Transwarranty Capital Pvt. Ltd-Technology up-gradation | Transwarranty Capital Pvt. Ltd-Working capital | Transwarranty Forex & Commodities Pvt. Ltd.-Acquisition and activation of NCDEX membership | Transwarranty Forex & Commodities Pvt. Ltd.-Merger of the foreign exchange broking firm-Trans Warrantyy Forex & Derivatives Company | Transwarranty Credit Care Pvt. Ltd.-Activation of Private Equity/Venture Fund registration with SEBI | Transwarranty Forex & Commodities DMCC-UAE-Acquisition and activation of membership in the Dubai Gold & Commodities Exchange | IPO Expenses | Total,chittorgarh,31.0,chittorgarh
INE891D01026,Redington (India) Ltd.,MB,REDINGTON,532805.0,2007-01-22,2007-01-25,2007-02-15,113.0,149.51,Bookbuilding,"BSE, NSE",Axis Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,140.0,chittorgarh,174.45,chittorgarh,125.0,chittorgarh,163.25,chittorgarh,"Establishment of ADCs in India | Establishment of SRCs in India | Investment in the wholly owned subsidiary, Cadensworth (India) Private Limited: (a) establishment of an SRC for LCD repairs | Investment in the wholly owned subsidiary, Cadensworth (India) Private Limited: (b) upgradation of capacities of existing SRCs for processors and motherboards | Investment in the wholly owned subsidiary, Cadensworth (India) Private Limited: (c) establishment of an SRC for networking products | Investment in the  subsidiary, Redington Gulf FZE: (a) Establishment of an ADC in Dubai | Investment in the subsidiary, Redington Gulf FZE: (b) Installation of an ERP system for Redington Gulf | General corporate purposes, including meeting incremental working capital requirements for domestic and overseas operations",chittorgarh,150.0,chittorgarh
INE704H01022,Cinemax India Ltd.,MB,CINELINE,532807.0,2007-01-18,2007-01-24,2007-02-14,155.0,138.26,Bookbuilding,"BSE, NSE",Edelweiss Financial,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,chittorgarh,30.0,chittorgarh,21.7,chittorgarh,,,175.0,chittorgarh,178.9,chittorgarh,145.0,chittorgarh,152.35,chittorgarh,Setting up of new Theatres | General Corporate Expenses including Acquisitions and Capital Expenditures | Issue Expenses,chittorgarh,138.0,chittorgarh
INE545H01011,Technocraft Industries (India) Ltd.,MB,TIIL,532804.0,2007-01-18,2007-01-23,2007-02-12,105.0,87.36,Bookbuilding,"BSE, NSE",Anand Rathi Advisors,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,125.0,chittorgarh,130.0,chittorgarh,97.35,chittorgarh,100.9,chittorgarh,Drum Closure Division | Pipe Division | Yarn Division | 15 MW Power Plant | Issue Expenses | Total,chittorgarh,87.0,chittorgarh
INE940H01022,House of Pearl Fashions Ltd.,MB,PGIL,532808.0,2007-01-16,2007-01-23,2007-02-15,550.0,362.84,Bookbuilding,"BSE, NSE",JM Morgan Stanley,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,chittorgarh,67.0,chittorgarh,18.5,chittorgarh,,,500.0,chittorgarh,580.25,chittorgarh,445.05,chittorgarh,469.4,chittorgarh,"Establishment of a new woven manufacturing facility by Pearl Global at SIPCOT Industrial Park, Irungattukottai, India | Establishment of a new wovens and knits manufacturing facility by Pearl Global at Narsingpur, Gurgaon, Haryana, India | Acquisition of an existing knitted garment manufacturing facility by Pearl Global in Khandsa, Gurgaon, Haryana, India | Establishment of a new knits manufacturing facility by Mor Knitt in Dhaka, Bangladesh | Investment in Pearl Global for establishment of a design centre and corporate office in Gurgaon | Setting up an integrated information technology system | Pre-payment of certain term loans availed by the Company and its Subsidiaries | Investment in its subsidiary company, Multinational Textiles, for payment of purchase consideration to SACB Holdings Limited and Pallas Holdings Limited as part of the group reorganisation | Setting up a domestic branded apparel retail business | Acquisition of an existing brand in the U.K. or the U.S. for retail outside India | General corporate purposes",chittorgarh,363.0,chittorgarh
INE703H01016,Akruti Nirman Ltd.,MB,HUBTOWN,532799.0,2007-01-15,2007-01-19,2007-02-07,540.0,361.8,Bookbuilding,"BSE, NSE",Axis Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,701.35,chittorgarh,729.0,chittorgarh,552.35,chittorgarh,564.0,chittorgarh,Acquisition of lands / rights in lands or development rights | Development and construction costs for projects under development and planned projects | Repayment of loans of the Company | General Corporate Purposes | Issue Related Expenses | Total,chittorgarh,362.0,chittorgarh
INE886H01027,Global Broadcast News Ltd.,MB,TV18BRDCST,532800.0,2007-01-15,2007-01-18,2007-02-08,250.0,105.0,Bookbuilding,"BSE, NSE",ICICI Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,417.1,chittorgarh,524.0,chittorgarh,381.25,chittorgarh,510.1,chittorgarh,Issue expenses | Further investment for expansion into Hindi news genre by investment in BK Fincap Private Limited | Repayment of a loan of the company | General Corporate Purposes,chittorgarh,105.0,chittorgarh
INE332G01032,Pochiraju Industries Ltd.,MB,POCHIRAJU,532803.0,2007-01-15,2007-01-18,2007-02-09,30.0,37.6,Bookbuilding,"BSE, NSE",Allahabad Bank,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,chittorgarh,3.0,chittorgarh,7.9,chittorgarh,,,45.0,chittorgarh,64.0,chittorgarh,35.05,chittorgarh,49.15,chittorgarh,Bio tech Division (*) | Pharma Division (**),chittorgarh,38.0,chittorgarh
INE718H01014,Autoline Industries Ltd.,MB,AUTOIND,532797.0,2007-01-08,2007-01-12,2007-01-31,225.0,75.0,Bookbuilding,"BSE, NSE",BOB Capital Markets,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,261.15,chittorgarh,282.0,chittorgarh,252.25,chittorgarh,257.95,chittorgarh,Up gradation of facilities at existing unit at Chakan (Unit-I) | Setting up of New Unit at Chakan (Unit-II) | Relocation/consolidation of existing facilities at a new location | Corporate/Marketing Office at Bhosari | UAE Joint Venture Operations – Setting up manufacturing facility | Acquisitions | Modern Commercial Tool Room | Design Engineering Software Services | Contingencies | Augmentation of Long Term Working Capital Resources | Issue Expenses,chittorgarh,75.0,chittorgarh
INE773I01017,Alkali Metals Ltd.,MB,ALKALI,533029.0,2008-10-07,2008-10-15,2008-11-06,103.0,26.27,Bookbuilding,"BSE, NSE",Saffron Capital,2008,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,90.0,chittorgarh,179.3,chittorgarh,90.5,chittorgarh,173.15,chittorgarh,Setting up of an API plant at Visakhapatnam | Public Issue Expenses,chittorgarh,26.0,chittorgarh
INE213J01012,Chemcel Bio-tech Ltd.,MB,,533026.0,2008-09-09,2008-09-12,2008-10-13,16.0,24.64,Fixed Price,BSE,Allahabad Bank,2008,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,chittorgarh,3.0,chittorgarh,12.0,chittorgarh,,,16.0,chittorgarh,16.25,chittorgarh,4.75,chittorgarh,5.25,chittorgarh,To set up Bio-Diesel Manufacturing Unit | To meet the additional Working Capital requirement on account ofincreased operations for the Agrochemical & Bio Fertilizer division | o repay the short term loan  limit of Rs 120.00 lakhs  availed of from unionBank of Inida for partially meeting the expenses related to setting up of Biodiesel plant and  issue expenses | To partially repay  the working capital loan facility availed of  from UnionBank  of India for meeting the working capital requirements of the agrochemical division.  At present the  company is availing a  limit of Rs 430 lakhsfrom union Bank of India | To meet the public issue expenses | To achieve the  benefits of listing the Company’s shares on Bombay StockExchange Limited,chittorgarh,25.0,chittorgarh
INE144J01027,20 Microns Ltd.,MB,20MICRONS,533022.0,2008-09-08,2008-09-11,2008-09-06,55.0,23.93,Bookbuilding,"BSE, NSE",Keynote Financial,2008,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,chittorgarh,15.0,chittorgarh,62.5,chittorgarh,,,50.0,chittorgarh,96.25,chittorgarh,31.5,chittorgarh,33.3,chittorgarh,Building | Plant & Machinery | Electricals | Issue Expenses | General Corporate Purposes | Total,chittorgarh,24.0,chittorgarh
INE774I01031,Resurgere Mines & Minerals India Ltd.,MB,RMMIL,533017.0,2008-08-11,2008-08-13,2008-09-01,270.0,120.15,Bookbuilding,"BSE, NSE",Motilal Oswal Investment,2008,2006-2019,,,,,,,,403.0,,,108.0,,,64.0,,,,,,55.0,,,361.0,,,-51.0,,,227.0,403.0,64.0,15.88,28.19,0.24,Mar 2008,1.0,screener,,,120.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,272.05,chittorgarh,562.8,chittorgarh,272.05,chittorgarh,524.35,chittorgarh,Purchase of Plant and Machineries at Nuagoan Mine | Purchase of Plant and Machineries at Maharajpur Mine | Purchase of Plant and Machineries at Jharkhand Mine | Purchase of 6 railway rakes | Provision for Contingencies and Pre Operative Expenses | General Corporate Purposes | Issue expenses,chittorgarh,120.0,chittorgarh
INE455J01019,Austral Coke & Projects Ltd.,MB,AUSTRAL,533016.0,2008-08-07,2008-08-13,2008-09-04,196.0,142.3,Bookbuilding,"BSE, NSE",Allahabad Bank,2008,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,206.0,chittorgarh,308.8,chittorgarh,206.0,chittorgarh,225.2,chittorgarh,"Captive Power Plant (CPP) | Setting up of 1,50,000 MTPA of Low Ash Metallurgical Coke (LAM Coke) | To acquire coal mines in India / Internationally and to acquire more prospecting mining licenses and also to start mining in acquired licenses, the cost is estimated of US$ 10 million | Prepayment of High Cost debt | General Corporate Purpose",chittorgarh,142.0,chittorgarh
INE318J01027,Nu Tek India Ltd.,MB,NUTEK,533015.0,2008-07-29,2008-08-01,2008-08-27,192.0,86.4,Bookbuilding,"BSE, NSE",SPA Capital,2008,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,chittorgarh,19.0,chittorgarh,22.1,chittorgarh,,,201.1,chittorgarh,225.0,chittorgarh,194.0,chittorgarh,199.3,chittorgarh,Capital Expenditure | Overseas Acquisitions | Augmenting Long Term Working Capital resources | General Corporate Purposes | Expenses related to Fresh Issue,chittorgarh,86.0,chittorgarh
INE108J01014,Vishal Information Technologies Ltd.,MB,VITLINFO,533011.0,2008-07-21,2008-07-24,2008-08-11,150.0,41.86,Bookbuilding,"BSE, NSE",Keynote Financial,2008,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,chittorgarh,15.0,chittorgarh,35.7,chittorgarh,,,150.0,chittorgarh,197.2,chittorgarh,145.0,chittorgarh,194.15,chittorgarh,Facilities expansion at Chennai | Setting up of Quality Assurance Center and Marketing office in Mumbai | Setting up a subsidiaries in United Kingdom and United States of America | General Corporate Purposes,chittorgarh,42.0,chittorgarh
