isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,cohort,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_total_x_src,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_fin_year,pre_ipo_years_available,pat_yr3_src,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src
INE056I01025,Refex Refrigerants Ltd.,MB,REFEX,532884.0,2007-07-23,2007-07-26,2007-08-20,65.0,24.7,Fixed Price,BSE,Keynote Financial,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,69.1,chittorgarh,73.8,chittorgarh,61.05,chittorgarh,62.0,chittorgarh,"Part finance the Project of Expansion of the present installed capacity of cylinders 2909.00 from 480 MT per annum to 3,000 MT per annum | Meet the margin money requirement for working capital | Meet the issue expenses | Meet the expenses towards brand building",chittorgarh,25.0,chittorgarh
INE414I01018,IVR Prime Urban Developers Ltd.,MB,IVRPRIME,532881.0,2007-07-23,2007-07-26,2007-08-16,550.0,778.25,Bookbuilding,"BSE, NSE",Axis Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,500.0,chittorgarh,500.0,chittorgarh,388.0,chittorgarh,418.15,chittorgarh,Development and construction costs for the project at Jigani | Development and construction costs for the IT Park and mall to be constructed at Gachibowli | Repayment of loan to our Parent Company | Repayment of the loan taken from Karnataka Bank Limited | Repayment of the development right costs to our Parent Company | General Corporate purposes,chittorgarh,778.0,chittorgarh
INE225I01026,Zylog Systems Ltd.,MB,ZYLOG,532883.0,2007-07-20,2007-07-25,2007-08-17,350.0,126.0,Bookbuilding,"BSE, NSE",Motilal Oswal Investment,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,525.0,chittorgarh,525.0,chittorgarh,356.2,chittorgarh,431.1,chittorgarh,To set up two state of the art Offshore Development Centres (ODCs) | To fund acquisition(s) / strategic investments | To meet the increasing working capital requirement | To meet the issue expenses,chittorgarh,126.0,chittorgarh
INE810H01019,Omnitech InfoSolutions Ltd.,MB,OMNITECH,532882.0,2007-07-19,2007-07-25,2007-08-14,105.0,35.0,Bookbuilding,"BSE, NSE",UTI Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,183.75,chittorgarh,183.75,chittorgarh,155.0,chittorgarh,164.55,chittorgarh,To fund acquisition(s) / strategic investments and/or to alternatively set up new technology center; | To set up overseas offices for business expansion | To enhance our existing facilities | To set up new technology centrre(s) | To meet issues expenses | Contingencies | Total,chittorgarh,35.0,chittorgarh
INE800H01010,Omaxe Ltd.,MB,OMAXE,532880.0,2007-07-17,2007-07-20,2007-08-09,310.0,605.94,Bookbuilding,"BSE, NSE",Citigroup Global,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,400.0,chittorgarh,410.0,chittorgarh,341.5,chittorgarh,349.95,chittorgarh,Payments related to Land | Repayment of Loan | Development and Construction Cost | General Corporate Expenses/Working Capital Requirement,chittorgarh,606.0,chittorgarh
INE385I01010,Alpa Laboratories Ltd.,MB,ALPA,532878.0,2007-07-12,2007-07-17,2007-08-06,68.0,61.07,Bookbuilding,"BSE, NSE",Almondz Global,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,60.0,chittorgarh,65.0,chittorgarh,54.0,chittorgarh,55.6,chittorgarh,"Setting up a new plant at Pigdamber, Indore for increasing our production & testing capacities | Meeting Margin money working capital requirements | General Corporate Purposes and | Meeting Issue Expenses",chittorgarh,61.0,chittorgarh
INE898F01018,Simplex Projects Ltd.,MB,SIMPLEX,532877.0,2007-07-10,2007-07-13,2007-08-03,185.0,55.51,Bookbuilding,"BSE, NSE",UBS Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,323.75,chittorgarh,323.75,chittorgarh,266.7,chittorgarh,272.05,chittorgarh,Augment Long Term Working Capital Requirement | Acquire Plant & Machineries | Investment in Subsidiary: (a) For Purchase of Design and Technology for Semi and Fully Automated Multi Level Car Parking Systems. b) For Development of Designs and Setting up of Fabrication Unit. c) For meeting the expenses of Marketing and Promotion of Parking Systems. | Meeting the Public Issue Expenses | General Corporate Purposes,chittorgarh,56.0,chittorgarh
INE678H01010,Everonn Systems India Ltd.,MB,EVERONN,532876.0,2007-07-05,2007-07-11,2007-08-01,140.0,50.02,Bookbuilding,"BSE, NSE",Centrum Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,245.0,chittorgarh,560.0,chittorgarh,245.0,chittorgarh,478.45,chittorgarh,Institutional Education and IT Infrastructure Service(CAPEX) | Virtual & Tech Enabled Learning Solutions (CAPEX) | Working Capital | Mergers & Acquisitions | Investment in Subsidiary | Brand Building | Issue Expenses,chittorgarh,50.0,chittorgarh
INE102I01027,Allied Digital Services Ltd.,MB,ADSL,532875.0,2007-07-02,2007-07-05,2007-07-25,190.0,85.93,Bookbuilding,"BSE, NSE",Anand Rathi Advisors,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,332.5,chittorgarh,370.5,chittorgarh,309.5,chittorgarh,331.8,chittorgarh,Setting up of a Global Service Delivery Centre | Upgradation and Expansion of Existing Infrastructure | Setting up of new Strategic Business Units | Strategic Acquisition | Financing Working Capital Requirements | Meet Public Issue Expenses,chittorgarh,86.0,chittorgarh
INE191I01012,Housing Development & Infrastructure Ltd.,MB,HDIL,532873.0,2007-06-28,2007-07-03,2007-07-24,500.0,1707.75,Bookbuilding,"BSE, NSE",Kotak Mahindra Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,567.5,chittorgarh,617.5,chittorgarh,473.5,chittorgarh,558.6,chittorgarh,Acquisition of land and land development rights for our Ongoing and Planned projects | Construction of our Ongoing projects | General corporate purposes,chittorgarh,1708.0,chittorgarh
INE258A01024,Bharat Earth Movers Ltd. FPO,MB,BEML,500048.0,2007-06-27,2007-07-03,2007-07-17,1075.0,526.75,Bookbuilding,"BSE, NSE",ICICI Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,1199.0,chittorgarh,1230.05,chittorgarh,1171.05,chittorgarh,1196.6,chittorgarh,Expansion of Metro Coach Manufacturing Facility at Bangalore | Capital Expenditure including upgradation of current facilities | Voluntary Retirement Scheme (“VRS”) for Employees | Setting up of 5MW Wind Mill for captive consumption | Contribution for setting up R&D Centre of Excellence for Metro Coaches | Issue Expenses | General Corporate Purposes,chittorgarh,527.0,chittorgarh
INE274I01016,Suryachakra Power Corp.Ltd.,MB,SURYACHAKRA,532874.0,2007-06-25,2007-06-29,2007-07-23,20.0,68.0,Bookbuilding,BSE,Karvy Investor Services,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,30.0,chittorgarh,30.0,chittorgarh,21.0,chittorgarh,22.35,chittorgarh,Equity Investment in MSM Energy Limited for setting up two 10MW bio-mass power plants | To meet working capital requirement for Power Trading | Additional Working Capital for its operations | General Corporate Purposes | Issue expenses,chittorgarh,68.0,chittorgarh
INE684H01018,Spice Communications Ltd.,MB,SPICETELE,532863.0,2007-06-25,2007-06-27,2007-07-19,46.0,520.31,Bookbuilding,BSE,Axis Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,,,,,,,,,"Part repayment of long term debt | Payment of License fee for NLD and ILD and related capital expenditures, etc. | Payment to vendor(s) for network equipments and other capital expenditures | General Corporate Purposes | Issue Expenses",chittorgarh,520.0,chittorgarh
INE090A01021,ICICI Bank Ltd. FPO,MB,ICICIBANK,532174.0,2007-06-19,2007-06-22,2007-07-06,940.0,10062.5,Bookbuilding,"BSE, NSE",BOFA Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10062.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,995.0,chittorgarh,995.0,chittorgarh,962.0,chittorgarh,981.55,chittorgarh,Augment capital base to meet future capital adequacy requirements arising out of growth in our businesses and for other general corporate purposes | Estimated Issue expenses | Total,chittorgarh,10062.0,chittorgarh
INE221I01017,Celestial Labs Ltd.,MB,CELESTIAL,532871.0,2007-06-18,2007-06-22,2007-07-17,60.0,30.0,Fixed Price,"BSE, NSE",Chartered Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,70.0,chittorgarh,75.0,chittorgarh,66.15,chittorgarh,67.2,chittorgarh,Setting up infrastructure for Manufacturing of Enzymes | Enhancing existing infrastructure for Bioinformatics and Drug molecule development and related services | Marketing and liaison office at USA | Incremental working capital | Public issue expenses,chittorgarh,30.0,chittorgarh
INE106I01010,Ankit Metal & Power Ltd.,MB,ANKITMETAL,532870.0,2007-06-18,2007-06-22,2007-07-10,36.0,42.84,Bookbuilding,BSE,Chartered Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,chittorgarh,8.0,chittorgarh,18.6,chittorgarh,,,37.9,chittorgarh,38.4,chittorgarh,36.5,chittorgarh,36.95,chittorgarh,"The proceeds from the Issue of shares are intended to be deployed for: Sponge Iron Plant, Steel Melting Shop including Induction furnaces & 4 MW AFBC based Captive Concaster, Re-rolling Mill, and 8.5 MW Waste Heat Power Plant Recovery based Captive Power Plant. | To utilise funds for general corporate purposes. The general corporate purpose also includes capital expenses for iron ore and coal mining, the repayment of any unsecured loans raised and internal accrual, if any, for the purpose of the proposed project. | To meet the Public Issue Expenses. | Total",chittorgarh,43.0,chittorgarh
INE924H01018,Roman Tarmat Ltd.,MB,TARMAT,532869.0,2007-06-12,2007-06-19,2007-07-09,175.0,50.78,Bookbuilding,"BSE, NSE",Almondz Global,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,295.0,chittorgarh,376.25,chittorgarh,295.0,chittorgarh,319.85,chittorgarh,Investment in capital equipment | Funding long term working capital requirements | General Corporate Purposes | Meeting the issue expenses,chittorgarh,51.0,chittorgarh
INE271C01023,DLF Ltd.,MB,DLF,532868.0,2007-06-11,2007-06-14,2007-07-05,525.0,9187.5,Bookbuilding,"BSE, NSE",Citigroup Global,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9188.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,582.0,chittorgarh,714.25,chittorgarh,505.6,chittorgarh,570.05,chittorgarh,Acquisition of land and development right | Development and construction costs for existing projects | Prepayment of loans of our Company,chittorgarh,9188.0,chittorgarh
INE945H01021,Vishal Retail Ltd.,MB,V2RETAIL,532867.0,2007-06-11,2007-06-13,2007-07-04,270.0,110.0,Bookbuilding,"BSE, NSE",Axis Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,472.5,chittorgarh,809.0,chittorgarh,423.25,chittorgarh,752.2,chittorgarh,Expenditure on establishment of new retail stores | Issue Expenses,chittorgarh,110.0,chittorgarh
INE189I01024,Nelcast Ltd.,MB,NELCAST,532864.0,2007-06-04,2007-06-08,2007-06-27,219.0,95.27,Bookbuilding,"BSE, NSE",Karvy Investor Services,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,252.05,chittorgarh,284.7,chittorgarh,203.1,chittorgarh,206.25,chittorgarh,Expansion/ Modernisation of the existing production facilities | Incremental working capital requirement | Issue expenses | General Corporate Purposes,chittorgarh,95.0,chittorgarh
INE974H01013,Meghmani Organics Ltd.,MB,MEGH,532865.0,2007-06-04,2007-06-07,2007-06-28,19.0,102.0,Bookbuilding,"BSE, NSE",Edelweiss Financial,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,33.25,chittorgarh,34.0,chittorgarh,26.15,chittorgarh,26.65,chittorgarh,"To finance setting up of a new high performance pigment plant (""HPP"") at GIDC Industrial Estate, Vatva, Ahmedabad | New Technical grade Pesticide /Formulation plant at Panoli | Investment in our subsidiary, Meghmani Energy Limited to finance setting up of 3 MW Captive Power Plant at Chharodi | Inorganic growth opportunities/diversification opportunities / general corporate purpose | Financing working capital needs | Issue expenses",chittorgarh,102.0,chittorgarh
INE172I01012,Decolight Ceramics Ltd.,MB,DECOLIGHT,532858.0,2007-05-24,2007-05-29,2007-06-19,54.0,43.46,Bookbuilding,"BSE, NSE",IDBI Capital,2007,2006-2019,,,,,,,40.0,51.0,,9.0,12.0,,3.0,5.0,,,,,,,,,,,1.0,12.0,,,,51.0,5.0,9.8,,,Mar 2007,2.0,screener,,,43.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,57.0,chittorgarh,65.9,chittorgarh,43.5,chittorgarh,44.5,chittorgarh,"To expand the capacity of manufacture of vitrified tiles from 6000 sq.meters 1265.00 per day to 12000 sq. meters per day | To establish manufacturing facilities of aluminum composite panels(ACP) | To set up 4.6 MW wind turbine generators (WTG) | Additional office & factory buildings and godowns | Other fixed assets / GEB Deposit & Line charges, extra space etc | Margin money for Working capital requirements | To meet the issue expenses",chittorgarh,43.0,chittorgarh
INE508G01029,Time Technoplast Ltd.,MB,TIMETECHNO,532856.0,2007-05-18,2007-05-23,2007-06-13,315.0,123.53,Bookbuilding,"BSE, NSE",HSBC InvestDirect Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,415.55,chittorgarh,498.0,chittorgarh,415.55,chittorgarh,480.35,chittorgarh,Setting up of new project at Thane (H.P.) for Disposable Medical Devices | Setting up integrated injection moulding facilities at Silvassa (U.T.) for augmenting production capacity for plastic Pails and Auto Components | Setting up of new project in Mid East (Sharjah – UAE) for Packaging (Plastic drums & containers and coni Pails) and Life Style Products (Garden Furniture) | Setting up production facilities in Europe (Poland) for Auto Components (Anti Spray Devices) and Life Style Products (Entrance Matting and Turf) | To acquire entire 49% holding of Time Securities Services Pvt. Ltd. in the Singapore based Joint Venture Mauser Holding Asia Pte. Ltd. with Mauser Holding Netherlands B.V. holding remaining 51% | General corporate purpose | Issue Expenses,chittorgarh,124.0,chittorgarh
INE489H01020,Nitin Fire Protection Industries Ltd.,MB,NITINFIRE,532854.0,2007-05-15,2007-05-18,2007-06-05,190.0,64.47,Bookbuilding,"BSE, NSE",Karvy Investor Services,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,332.5,chittorgarh,502.7,chittorgarh,332.5,chittorgarh,484.1,chittorgarh,"Investment in our wholly owned subsidiary, Nitin Cylinders Limited for Setting-up of a high-pressure seamless cylinder plant at Visakhapatnam Special Economic Zone(including Bank Term Loan) | Public Issue Expenses",chittorgarh,64.0,chittorgarh
INE228I01012,Asahi Songwon Colors Ltd.,MB,ASAHISONG,532853.0,2007-05-09,2007-05-15,2007-06-04,90.0,33.5,Bookbuilding,BSE,Fortune Financial,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,93.0,chittorgarh,134.7,chittorgarh,87.65,chittorgarh,89.95,chittorgarh,Land and Land Development | Buildings | Process Equipments | Pipes & Pipe fittings | Erection/Piping/Paints | Insulation | Electrical cables/Panel boards/Motors | Instrumentation | R&D Centre (Equips.) | Misc. Fixed Assets | P&P expenses incl. Issue expenses | Contingency @ 2% | Working Capital Margin,chittorgarh,33.0,chittorgarh
INE408H01012,Glory Polyfilms Ltd.,MB,GLORY,532857.0,2007-05-09,2007-05-15,2007-06-18,48.0,39.46,Fixed Price,"BSE, NSE",Srei Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,50.0,chittorgarh,84.0,chittorgarh,50.0,chittorgarh,61.85,chittorgarh,"Proposed expansion of Multilayer film producing capacity by 11652 MTPA, printing capacity by 4956 MTPA and lamination capacity by 3500 MTPA | Working capital margin requirements for the proposed expansion | Expenses of the public Issue | General Corporate Purposes",chittorgarh,39.0,chittorgarh
INE070I01018,Insecticides (India) Ltd.,MB,INSECTICID,532851.0,2007-05-07,2007-05-11,2007-05-30,115.0,36.92,Bookbuilding,"BSE, NSE",UTI Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,105.0,chittorgarh,117.0,chittorgarh,101.15,chittorgarh,109.5,chittorgarh,,,37.0,chittorgarh
INE042H01019,Binani Cement Ltd.,MB,BINANICEM,532849.0,2007-05-07,2007-05-10,2007-05-28,75.0,153.75,Bookbuilding,"BSE, NSE",ICICI Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,chittorgarh,100.0,chittorgarh,,,79.0,chittorgarh,79.0,chittorgarh,67.45,chittorgarh,68.65,chittorgarh,"To achieve the benefits of listing on the Stock Exchanges and to carry out the sale of 20,500,000 Equity Shares by the Selling Shareholder",chittorgarh,154.0,chittorgarh
INE287C01037,MIC Electronics Ltd.,MB,MICEL,532850.0,2007-04-30,2007-05-08,2007-05-30,150.0,76.5,Bookbuilding,"BSE, NSE",Edelweiss Financial,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,210.25,chittorgarh,367.8,chittorgarh,210.25,chittorgarh,335.65,chittorgarh,"Setting up additional facility for manufacture of LED boards | LED video display systems to be used for rental / leasing | Products Up-gradation / Development | Design & Development of 3D Stereoscopic Displays | Market Development – Domestic & Overseas | Acquisition of Infostep Inc., USA | Augment working capital requirements | Meet the expenses of the issue",chittorgarh,77.0,chittorgarh
INE797H01018,Bhagwati Banquets & Hotels Ltd.,MB,TGBHOTELS,532845.0,2007-04-18,2007-04-25,2007-05-17,40.0,92.0,Bookbuilding,"BSE, NSE",Chartered Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,chittorgarh,18.0,chittorgarh,19.6,chittorgarh,,,46.35,chittorgarh,57.2,chittorgarh,45.35,chittorgarh,50.65,chittorgarh,Capital Expenditure for starting Hotel at Surat | General Corporate Purposes | Meeting Issue Expenses,chittorgarh,92.0,chittorgarh
INE788H01017,Hilton Metal Forging Ltd.,MB,HILTON,532847.0,2007-04-18,2007-04-24,2007-05-24,70.0,38.15,Fixed Price,"BSE, NSE",Centrum Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,75.0,chittorgarh,80.0,chittorgarh,66.0,chittorgarh,67.6,chittorgarh,"Land | Site Development of Plot No. 1, 2, 3 & 15 | Construction of Factory Building | Plant & Machineries | Balancing Equipements | Office Equipements | Furniture & Fixtures | Contingences | Preliminary & pre-operative expenses | Margin For Working Capital",chittorgarh,38.0,chittorgarh
INE061F01013,Fortis Healthcare Ltd.,MB,FORTIS,532843.0,2007-04-16,2007-04-20,2007-05-09,108.0,496.76,Bookbuilding,"BSE, NSE",Citigroup Global,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.0,chittorgarh,3.0,chittorgarh,0.6,chittorgarh,,,105.0,chittorgarh,109.1,chittorgarh,97.9,chittorgarh,100.0,chittorgarh,"Construction and development of the 2,000.00 2,000.00 - 1,000.00 1,000.00 (1) planned hospital to be located at Shalimar Bagh, New Delhi by OBPL. | Refinancing of funds availed for the acquisition of EHIRCL | Prepayment of short term loans of the Company. | General corporate purposes including strategic initiatives | Issue expenses",chittorgarh,497.0,chittorgarh
INE517H01028,Advanta India Ltd.,MB,ADVANTA,532840.0,2007-03-26,2007-03-30,2007-04-19,640.0,216.32,Bookbuilding,"BSE, NSE",Dam Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,640.0,chittorgarh,992.9,chittorgarh,591.0,chittorgarh,850.05,chittorgarh,"Investment in our Subsidiary, Advanta Holdings B.V. | General corporate purpose | Total",chittorgarh,216.0,chittorgarh
INE725G01011,ICRA Ltd.,MB,ICRA,532835.0,2007-03-20,2007-03-23,2007-04-13,330.0,85.18,Bookbuilding,"BSE, NSE",Kotak Mahindra Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,chittorgarh,100.0,chittorgarh,,,525.0,chittorgarh,880.1,chittorgarh,525.0,chittorgarh,797.6,chittorgarh,"To achieve the benefits of listing on the Stock Exchanges and to carry out the sale of up to 2,581,100 Equity Shares by our Selling Shareholders",chittorgarh,85.0,chittorgarh
INE628H01015,Orbit Corp.Ltd.,MB,ORBITCORP,532837.0,2007-03-20,2007-03-23,2007-04-12,110.0,100.1,Bookbuilding,"BSE, NSE",Edelweiss Financial,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,90.0,chittorgarh,137.0,chittorgarh,90.0,chittorgarh,127.95,chittorgarh,Advances towards acquisition cost of new projects | Project Development cost for the current projects | Investment in wholly owned subsidiaries | Issue expenses,chittorgarh,100.0,chittorgarh
INE391H01010,Gremach Infrastructure Equipments & Projects Ltd.,MB,GREMACH,532836.0,2007-03-08,2007-03-19,2007-04-11,86.0,59.0,Bookbuilding,"BSE, NSE",RR Investors Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,92.0,chittorgarh,100.0,chittorgarh,80.7,chittorgarh,83.95,chittorgarh,Purchase of Construction Equipment | General Corporate Purpose | Public Issue Expenses,chittorgarh,59.0,chittorgarh
INE761H01022,Page Industries Ltd.,MB,PAGEIND,532827.0,2007-02-23,2007-02-27,2007-03-16,360.0,100.94,Bookbuilding,"BSE, NSE",HSBC InvestDirect Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,chittorgarh,50.0,chittorgarh,49.5,chittorgarh,,,341.9,chittorgarh,341.9,chittorgarh,272.0,chittorgarh,282.1,chittorgarh,"Brand Building | Expansion of garment manufacturing capacity at the existing location | Setting up a new manufacturing facility at Bommasandra, Bangalore | Expansion of Elastic manufacturing facility | Expansion of Socks manufacturing facility | Purchase of Corporate office premises | Implementation of new generation ERP software (SAP) | Modernisation of production process | General Corporate purposes | Issue Expenses",chittorgarh,101.0,chittorgarh
INE004I01017,Abhishek Mills Ltd.,MB,ABHISHEK,532831.0,2007-02-20,2007-03-01,2007-03-19,100.0,41.0,Bookbuilding,"BSE, NSE",UTI Securities,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,94.0,chittorgarh,100.45,chittorgarh,79.4,chittorgarh,91.15,chittorgarh,Capital expenditure for setting up expansion project | Margin money for working capital requirement for the expansion project in the first year of operation | Issue related expenses,chittorgarh,41.0,chittorgarh
INE702H01018,Jagjanani Textiles Ltd.,MB,,532825.0,2007-02-15,2007-02-23,2007-03-19,25.0,20.25,Fixed Price,BSE,Centrum Capital,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,22.4,chittorgarh,24.9,chittorgarh,20.1,chittorgarh,23.15,chittorgarh,Imported Machinery | Indigenous Machinery | Factory Building | Contingencies | Margin Money for Working Capital | Preliminary & Pre Operative Expenses | Total,chittorgarh,20.0,chittorgarh
INE005I01014,AMD Metplast Ltd.,MB,AMDIND,532828.0,2007-02-15,2007-02-23,2007-03-19,75.0,76.25,Bookbuilding,"BSE, NSE",Chartered Capital,2007,2006-2019,,,,,,,,70.0,,,12.0,,,4.0,,,,,,46.0,,,93.0,,,8.0,,,31.0,70.0,4.0,5.71,12.9,1.48,Mar 2006,1.0,screener,,,68.0,chittorgarh,8.0,chittorgarh,10.5,chittorgarh,,,65.1,chittorgarh,82.55,chittorgarh,64.65,chittorgarh,78.3,chittorgarh,Capital Expenditure | Long Term Working Capital Requirements | Prepayment/Repayment of Debt | Issue Expenses | General Corporate Purposes,chittorgarh,76.0,chittorgarh
INE952H01027,Raj Television Network Ltd.,MB,RAJTV,532826.0,2007-02-14,2007-02-23,2007-03-16,257.0,91.78,Bookbuilding,"BSE, NSE",Vivro Financial,2007,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,chittorgarh,33.0,chittorgarh,35.9,chittorgarh,,,275.0,chittorgarh,275.0,chittorgarh,207.1,chittorgarh,225.95,chittorgarh,"Strengthen facilities, enhancement of content base and content acquisition | Launch of New Television Channel | Overseas Broadcasting of our Channels | Production of Short-films/ Tele-films | New Studio | Acquisition and Export of films broadcasting rights | General Corporate Purposes | Issue Expenses",chittorgarh,92.0,chittorgarh
