isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src,ticker_ns,ticker_bo,confidence,confidence_reason,isin_xchg_check,ticker_needs_review,name_at_ipo,official_isin_name,name_isin_check
INE0W5Q01017,Justo Realfintech Ltd.,SME,,544542.0,2025-09-24,2025-09-26,2025-10-01,127.0,63.0,Bookbuilding,BSE SME,Vivro Financial,2025,Rikhav Securities Ltd.,chittorgarh,60.0,chittorgarh,3.0,chittorgarh,4.8,chittorgarh,17.91,chittorgarh,126.9,chittorgarh,127.0,chittorgarh,121.1,chittorgarh,126.75,chittorgarh,Utilization towards working capital requirements of the Company | Funding investment in IT infrastructure and development of technological platform | Repayment of a portion of certain outstanding borrowings availed by the Company | General Corporate Purposes,chittorgarh,63.0,chittorgarh,7.2,5.3,2.1,4.3,86.3,64.44,44.02,194.75,16.54,51.87,38.18,120.0,True,2000.0,254000.0,10.9,15.0,81.0,11.7,70.0,59.0,81.0,23.0,11.0,22.0,15.0,7.0,15.0,13.7,6.0,11.0,20.0,27.0,52.0,2.0,2.0,4.0,33.0,42.0,76.0,1.0,5.0,-9.0,18.52,28.85,0.08,81.0,15.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,,544542.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Justo Realfintech Ltd.,Justo Realfintech Ltd,match
INE1KLZ01011,Systematic Industries Ltd.,SME,,544541.0,2025-09-24,2025-09-26,2025-10-01,195.0,115.6,Bookbuilding,BSE SME,Hem Securities,2025,Hem Finlease Pvt.Ltd.,chittorgarh,102.0,chittorgarh,8.0,chittorgarh,6.9,chittorgarh,32.91,chittorgarh,193.8,chittorgarh,199.0,chittorgarh,186.0,chittorgarh,196.45,chittorgarh,"Repayment and/or pre-payment, in full or part, of borrowing availed by the Company | General Corporate Purpose",chittorgarh,116.0,chittorgarh,9.9,6.1,3.4,5.8,216.25,136.5,129.14,481.9,5.13,99.95,73.41,185.0,True,1200.0,234000.0,9.7,18.0,447.0,20.1,320.0,370.0,447.0,15.0,27.0,37.0,6.0,12.0,18.0,5.6,7.4,10.7,50.0,62.0,81.0,17.0,21.0,26.0,130.0,162.0,200.0,-7.0,15.0,9.0,4.03,22.22,0.32,447.0,18.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,,544541.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Systematic Industries Ltd.,Systematic Industries Ltd,match
INE0SLP01017,NSB BPO Solutions Ltd.,SME,,544571.0,2025-09-23,2025-10-07,2025-10-10,121.0,64.13,Bookbuilding,BSE SME,Inventure Merchant Banker,2025,Alacrity Securities Ltd.,chittorgarh,61.0,chittorgarh,3.0,chittorgarh,4.7,chittorgarh,,,121.45,chittorgarh,127.5,chittorgarh,121.15,chittorgarh,121.3,chittorgarh,"Re-payment/pre-payment, in full or in part, of certain borrowings availed by the Company | Funding Capital expenditure for new project | Additional Working Capital requirements for the existing business | Long-Term Working Capital requirements for the new project",chittorgarh,64.0,chittorgarh,25.5,0.8,0.2,0.8,18.91,31.07,7.2,57.18,,45.78,33.63,121.0,True,2000.0,280000.0,18.7,9.0,138.0,7.5,285.0,128.0,138.0,12.0,13.0,19.0,2.0,5.0,9.0,4.2,5.7,7.5,102.0,106.0,140.0,17.0,7.0,4.0,208.0,146.0,173.0,28.0,9.0,-7.0,6.52,6.43,0.03,138.0,9.0,Mar 2025,3.0,sharescart,sharescart,,sharescart,,544571.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,NSB BPO Solutions Ltd.,NSB BPO Solutions Ltd,match
INE0VBS01016,Ecoline Exim Ltd.,SME,ECOLINE,,2025-09-23,2025-09-25,2025-09-30,141.0,76.42,Bookbuilding,NSE SME,Hem Securities,2025,Hem Finlease Pvt.Ltd.,chittorgarh,57.0,chittorgarh,15.0,chittorgarh,19.7,chittorgarh,21.76,chittorgarh,140.85,chittorgarh,141.0,chittorgarh,133.8,chittorgarh,140.5,chittorgarh,"Funding the capital expenditure towards construction of building, mechanical and electrical works and procurement of plant and machinery for setting up a new manufacturing facility at Ahmedabad (“Proposed Factory V”) | General Corporate Purpose.",chittorgarh,76.0,chittorgarh,0.0,0.0,0.0,0.0,138.11,62.76,111.02,311.89,3.55,100.0,73.58,134.0,True,2000.0,282000.0,12.2,19.0,269.0,11.6,304.0,272.0,269.0,30.0,34.0,30.0,17.0,22.0,19.0,10.7,13.5,11.6,48.0,70.0,88.0,8.0,3.0,0.0,103.0,126.0,146.0,9.0,19.0,-5.0,7.06,21.59,0.0,269.0,19.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,ECOLINE.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Ecoline Exim Ltd.,Ecoline Exim Limited,match
INE132901013,Matrix Geo Solutions Ltd.,SME,MGSL,,2025-09-23,2025-09-25,2025-09-30,104.0,40.2,Bookbuilding,NSE SME,Narnolia Financial,2025,Prabhat Financial Services Ltd.,chittorgarh,38.0,chittorgarh,2.0,chittorgarh,5.0,chittorgarh,11.34,chittorgarh,103.9,chittorgarh,103.9,chittorgarh,98.7,chittorgarh,99.15,chittorgarh,Purchase of New drones | Purchase of Survey Equipment and Technologies | Capital expenditure | Funding the Working Capital requirement | General Corporate Purposes,chittorgarh,40.0,chittorgarh,0.0,0.0,0.0,0.0,95.01,53.02,58.91,206.93,9.62,91.52,67.26,98.0,True,2400.0,249600.0,18.2,6.0,22.0,5.7,9.0,14.0,22.0,2.0,5.0,8.0,1.0,3.0,6.0,1.1,3.3,5.5,8.0,11.0,22.0,2.0,2.0,2.0,14.0,16.0,30.0,0.0,2.0,2.0,27.27,27.27,0.09,22.0,6.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,MGSL.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Matrix Geo Solutions Ltd.,Matrix Geo Solutions Limited,match
INE1LDV01015,True Colors Ltd.,SME,,544531.0,2025-09-23,2025-09-25,2025-09-30,191.0,127.96,Bookbuilding,BSE SME,GYR Capital,2025,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,102.0,chittorgarh,19.0,chittorgarh,14.8,chittorgarh,36.4,chittorgarh,191.0,chittorgarh,191.0,chittorgarh,181.45,chittorgarh,183.05,chittorgarh,Funding working capital requirements of the company | Repayment/prepayment of all or certain of our borrowings availed of by the Company | General corporate purposes,chittorgarh,128.0,chittorgarh,43.4,37.7,44.5,42.4,1053.62,931.56,1893.21,3878.4,18.32,94.86,68.87,181.0,True,1200.0,229200.0,13.8,25.0,234.0,13.8,81.0,160.0,234.0,6.0,15.0,42.0,4.0,8.0,25.0,4.4,9.2,13.0,6.0,15.0,55.0,10.0,23.0,23.0,46.0,106.0,155.0,-20.0,9.0,6.0,10.68,45.45,0.42,234.0,25.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,,544531.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,True Colors Ltd.,True Colors Ltd,match
INE15XJ01010,Aptus Pharma Ltd.,SME,,544529.0,2025-09-23,2025-09-25,2025-09-30,70.0,13.02,Bookbuilding,BSE SME,Interactive Financial,2025,Market-Hub Stock Broking Pvt.Ltd.,chittorgarh,12.0,chittorgarh,1.0,chittorgarh,7.7,chittorgarh,3.7,chittorgarh,80.8,chittorgarh,84.84,chittorgarh,80.8,chittorgarh,84.84,chittorgarh,Capital Expenditure for Office Premises with furniture and Industrial Racks | Working Capital | General corporate purposes,chittorgarh,13.0,chittorgarh,1.2,21.5,31.5,20.8,3.05,54.19,136.64,193.89,10.0,100.0,72.88,65.0,True,4000.0,280000.0,10.9,3.0,25.0,6.4,14.0,18.0,25.0,1.0,2.0,5.0,0.0,1.0,3.0,0.5,2.1,0.5,1.0,2.0,7.0,2.0,4.0,3.0,6.0,10.0,22.0,-0.0,-2.0,-2.0,12.0,42.86,0.43,25.0,3.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,,544529.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Aptus Pharma Ltd.,Aptus Pharma Ltd,match
INE0QMV01017,BharatRohan Airborne Innovations Ltd.,SME,,544535.0,2025-09-23,2025-09-25,2025-09-30,85.0,45.04,Bookbuilding,BSE SME,Smart Horizon Capital,2025,Rikhav Securities Ltd.,chittorgarh,43.0,chittorgarh,2.0,chittorgarh,4.4,chittorgarh,12.54,chittorgarh,90.0,chittorgarh,94.5,chittorgarh,90.0,chittorgarh,91.99,chittorgarh,Funding of Capital Expenditure requirements for purchase of new Equipment by the Company | Purchase of Commercial Vehicle | Funding Working Capital Requirement of the Company; | General Corporate Purpose,chittorgarh,45.0,chittorgarh,8.3,12.1,8.5,9.5,70.04,106.75,130.4,307.18,5.88,54.86,40.26,80.0,True,3200.0,272000.0,15.5,8.0,28.0,5.5,,19.0,28.0,,6.0,8.0,,5.0,8.0,,4.0,5.2,,15.0,37.0,,2.0,0.0,,20.0,41.0,,-8.0,-4.0,28.57,21.62,0.0,28.0,8.0,Mar 2025,2.0,sharescart,sharescart,investorgain,sharescart,,544535.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,BharatRohan Airborne Innovations Ltd.,Bharatrohan Airborne Innovations Ltd,match
INE1IIQ01028,Solvex Edibles Ltd.,SME,,544539.0,2025-09-22,2025-09-26,2025-10-01,72.0,18.87,Fixed Price,BSE SME,Corporate Makers,2025,JSK Securities & Services Pvt.Ltd.,chittorgarh,18.0,chittorgarh,1.0,chittorgarh,5.3,chittorgarh,,,68.0,chittorgarh,68.0,chittorgarh,64.6,chittorgarh,64.6,chittorgarh,"To finance the Capital expenditure towards acquisition of new Plant and Machinery at existing plant of the Company | Repayment in full or in part, of certain of the outstanding borrowings | To meet General corporate purposes",chittorgarh,19.0,chittorgarh,0.0,0.0,0.0,0.0,,,,,,100.0,70.72,,False,3200.0,0.0,,4.0,135.0,6.3,,72.0,135.0,,3.0,13.0,,1.0,4.0,,1.7,6.5,,14.0,20.0,,24.0,18.0,,89.0,92.0,,-8.0,1.0,2.96,20.0,0.9,135.0,4.0,Mar 2025,2.0,sharescart,sharescart,,sharescart,,544539.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Solvex Edibles Ltd.,Solvex Edibles Ltd,match
INE0CQA01020,Prime Cable Industries Ltd.,SME,PRIMECAB,,2025-09-22,2025-09-24,2025-09-29,83.0,40.04,Bookbuilding,NSE SME,Indorient Financial,2025,Alacrity Securities Ltd.,chittorgarh,33.0,chittorgarh,5.0,chittorgarh,12.5,chittorgarh,11.39,chittorgarh,81.0,chittorgarh,81.0,chittorgarh,76.95,chittorgarh,78.3,chittorgarh,Capital Expenditure toward of the civil construction and purchase of the plant and machinery | Repayment of the Term loan of the certain debt Facilities | Working Capital Requirement | General Corporate Purposes,chittorgarh,40.0,chittorgarh,0.0,0.0,0.0,0.0,75.27,55.56,91.66,222.49,2.41,92.92,68.23,78.0,True,3200.0,265600.0,15.1,8.0,141.0,5.5,74.0,83.0,141.0,3.0,5.0,15.0,0.0,2.0,8.0,0.1,1.3,5.5,5.0,7.0,15.0,6.0,13.0,14.0,39.0,49.0,92.0,-1.0,1.0,3.0,5.67,53.33,0.93,141.0,8.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,PRIMECAB.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Prime Cable Industries Ltd.,Prime Cable Industries Limited,match
INE0SVO01019,Siddhi Cotspin Ltd.,SME,SIDDHICOTS,,2025-09-19,2025-09-23,2025-09-26,108.0,69.85,Bookbuilding,NSE SME,Swastika Investmart,2025,Jevin Stock Broker Pvt.Ltd.,chittorgarh,50.0,chittorgarh,16.0,chittorgarh,22.9,chittorgarh,,,86.4,chittorgarh,86.4,chittorgarh,82.1,chittorgarh,82.1,chittorgarh,Funding the working capital requirements of our Company | Repayment or prepayment of all or a portion of certain outstanding borrowings | General Corporate Purposes,chittorgarh,70.0,chittorgarh,0.0,0.0,0.0,0.0,116.34,89.16,62.67,268.18,,85.57,,102.0,True,2400.0,259200.0,16.1,13.0,725.0,6.7,199.0,581.0,725.0,26.0,35.0,33.0,6.0,12.0,13.0,3.3,6.3,6.7,54.0,66.0,79.0,69.0,39.0,23.0,184.0,181.0,183.0,28.0,19.0,29.0,1.79,16.46,0.29,725.0,13.0,Mar 2025,3.0,sharescart,sharescart,,,SIDDHICOTS.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Siddhi Cotspin Ltd.,Siddhi Cotspin Limited,match
INE14VP01014,JD Cables Ltd.,SME,,544524.0,2025-09-18,2025-09-22,2025-09-25,152.0,95.99,Bookbuilding,BSE SME,GYR Capital,2025,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,80.0,chittorgarh,12.0,chittorgarh,12.5,chittorgarh,27.06,chittorgarh,160.0,chittorgarh,160.0,chittorgarh,152.0,chittorgarh,157.9,chittorgarh,Funding working capital requirements of our company; | Repayment/prepayment of all or certain of our borrowings availed of by our Company | General corporate purposes,chittorgarh,96.0,chittorgarh,125.4,133.3,106.9,118.9,2283.49,2485.63,3430.21,8199.33,13.82,97.35,70.0,144.0,True,1600.0,243200.0,0.0,22.0,251.0,4405.0,41.0,101.0,251.0,1.0,7.0,34.0,0.0,5.0,22.0,0.3,2.8,13.3,1.0,8.0,30.0,0.0,0.0,1.0,18.0,45.0,115.0,1.0,-13.0,-18.0,8.76,73.33,0.03,251.0,22.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,,544524.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,JD Cables Ltd.,JD Cables Ltd,match
INE10XS01012,Sampat Aluminium Ltd.,SME,,544520.0,2025-09-17,2025-09-19,2025-09-24,120.0,30.53,Bookbuilding,BSE SME,Marwadi Chandarana Intermediaries,2025,Globalworth Securities Ltd.,chittorgarh,29.0,chittorgarh,2.0,chittorgarh,6.5,chittorgarh,8.51,chittorgarh,120.0,chittorgarh,120.0,chittorgarh,114.0,chittorgarh,115.15,chittorgarh,"Setting up a new manufacturing facility located at Borisana, Mehsana in Gujarat (“Proposed facility | General Corporate Purposes",chittorgarh,31.0,chittorgarh,87.0,201.4,161.9,153.8,496.24,1267.46,1622.65,3386.35,15.0,90.96,63.67,114.0,True,2400.0,288000.0,10.2,7.0,133.0,11.8,129.0,147.0,133.0,3.0,10.0,12.0,1.0,6.0,7.0,2.6,11.8,11.7,4.0,13.0,22.0,8.0,12.0,9.0,37.0,52.0,70.0,-6.0,-3.0,-3.0,5.26,31.82,0.41,133.0,7.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,,544520.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Sampat Aluminium Ltd.,Sampat Aluminium Ltd,match
INE0Y5H01014,TechD Cybersecurity Ltd.,SME,TECHD,,2025-09-15,2025-09-17,2025-09-22,193.0,38.99,Bookbuilding,NSE SME,GYR Capital,2025,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,37.0,chittorgarh,2.0,chittorgarh,5.1,chittorgarh,11.09,chittorgarh,366.7,chittorgarh,385.0,chittorgarh,366.7,chittorgarh,385.0,chittorgarh,Investment in Human resources | Capital Expenditure for setting up Global Security Operation Centre (GSOC) at Ahmedabad | General Corporate Purpose,chittorgarh,39.0,chittorgarh,0.0,0.0,0.0,0.0,2106.05,7111.31,9416.72,18634.08,51.81,86.61,63.22,183.0,True,1200.0,231600.0,11.8,8.0,30.0,16.4,8.0,15.0,30.0,1.0,5.0,12.0,1.0,3.0,8.0,2.0,6.8,15.4,2.0,5.0,22.0,1.0,0.0,0.0,7.0,9.0,29.0,0.0,-1.0,-2.0,26.67,36.36,0.0,30.0,8.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,TECHD.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,TechD Cybersecurity Ltd.,TechD Cybersecurity Limited,match
INE0TJ801010,L.T.Elevator Ltd.,SME,,544518.0,2025-09-12,2025-09-16,2025-09-19,78.0,39.37,Bookbuilding,BSE SME,Horizon Management,2025,Rainbow Securities Pvt.Ltd.,chittorgarh,37.0,chittorgarh,2.0,chittorgarh,5.1,chittorgarh,11.21,chittorgarh,136.1,chittorgarh,142.9,chittorgarh,131.15,chittorgarh,142.9,chittorgarh,"Working Capital Requirements | Investment in subsidiary Park Smart Solutions Limited, for funding of its working capital requirement | General corporate purposes",chittorgarh,39.0,chittorgarh,95.1,263.9,158.9,170.2,712.08,2002.19,2080.19,4794.47,57.69,85.14,62.71,76.0,True,3200.0,249600.0,11.8,7.0,55.0,6.6,34.0,40.0,55.0,4.0,7.0,13.0,1.0,3.0,7.0,1.4,3.4,3.3,8.0,11.0,45.0,3.0,1.0,1.0,42.0,42.0,87.0,3.0,-3.0,0.0,12.73,15.56,0.02,55.0,7.0,Mar 2025,3.0,sharescart,sharescart,investorgain,sharescart,,544518.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,L.T.Elevator Ltd.,L. T. Elevator Ltd,match
INE0XBS01012,Airfloa Rail Technology Ltd.,SME,,544516.0,2025-09-11,2025-09-15,2025-09-18,140.0,91.1,Bookbuilding,BSE SME,GYR Capital,2025,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,87.0,chittorgarh,4.0,chittorgarh,4.4,chittorgarh,25.93,chittorgarh,266.0,chittorgarh,279.3,chittorgarh,266.0,chittorgarh,279.3,chittorgarh,Capital expenditure towards purchase of machinery and equipmen | Repayment of a portion of certain outstanding borrowing availed by the company | Funding working capital requirements | General corporate purposes,chittorgarh,91.0,chittorgarh,214.7,259.4,331.5,281.0,3711.3,4561.58,10042.62,18315.5,125.0,74.4,54.2,133.0,True,2000.0,280000.0,9.0,26.0,192.0,15.6,,,192.0,,,49.0,,,26.0,,,14.6,,,111.0,,,1.0,,,257.0,,,-4.0,13.54,23.42,0.01,192.0,26.0,Mar 2025,1.0,sharescart,sharescart,investorgain,sharescart,,544516.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Airfloa Rail Technology Ltd.,Airfloa Rail Technology Ltd,match
INE09A801015,Galaxy Medicare Ltd.,SME,GML,,2025-09-10,2025-09-12,2025-09-17,54.0,22.31,Bookbuilding,NSE SME,Affinity Global,2025,Prabhat Financial Services Ltd.,chittorgarh,17.0,chittorgarh,4.0,chittorgarh,18.2,chittorgarh,,,54.0,chittorgarh,54.0,chittorgarh,51.3,chittorgarh,51.3,chittorgarh,". Funding Capital Expenditure requirement towards purchase of machinery for the existing manufacturing facility at Bhubaneshwar, Odisha | Funding the working capital requirements | General Corporate Purposes | To meet the offer related expenses",chittorgarh,22.0,chittorgarh,0.0,0.0,0.0,0.0,0.43,13.36,26.16,39.95,1.85,99.57,72.43,51.0,True,4000.0,216000.0,19.3,3.0,39.0,2.8,31.0,36.0,39.0,3.0,6.0,6.0,2.0,4.0,3.0,1.3,3.1,2.8,18.0,21.0,24.0,3.0,2.0,0.0,32.0,32.0,31.0,4.0,3.0,4.0,7.69,12.5,0.0,39.0,3.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,GML.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Galaxy Medicare Ltd.,Galaxy Medicare Limited,match
INE1DRH01011,Jay Ambe Supermarkets Ltd.,SME,,544514.0,2025-09-10,2025-09-12,2025-09-17,78.0,18.45,Bookbuilding,BSE SME,Beeline Capital,2025,Spread X Securities Pvt.Ltd.,chittorgarh,18.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,5.24,chittorgarh,79.0,chittorgarh,82.95,chittorgarh,79.0,chittorgarh,82.95,chittorgarh,"Purchase of existing store of the company located at Nana Chiloda, Ahmedabad | Purchase of fit-outs for Three (3) new stores | To Meet Working Capital Requirements | General Corporate Purposes",chittorgarh,18.0,chittorgarh,16.8,81.9,71.7,59.8,58.89,291.25,439.94,790.08,12.82,71.51,52.46,74.0,True,3200.0,249600.0,17.3,3.0,47.0,4.5,33.0,33.0,47.0,1.0,3.0,5.0,0.0,2.0,3.0,0.7,2.6,4.2,3.0,8.0,14.0,0.0,0.0,0.0,17.0,22.0,27.0,-3.0,-2.0,-3.0,6.38,21.43,0.0,47.0,3.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,,544514.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Jay Ambe Supermarkets Ltd.,Jay Ambe Supermarkets Ltd,match
INE0XWS01018,Taurian MPS Ltd.,SME,TAURIAN,,2025-09-09,2025-09-11,2025-09-16,171.0,42.53,Bookbuilding,NSE SME,Gretex Corporate,2025,Gretex Share Broking Pvt.Ltd. NNM Securities Pvt.Ltd.,chittorgarh,37.0,chittorgarh,6.0,chittorgarh,14.0,chittorgarh,11.2,chittorgarh,210.0,chittorgarh,220.5,chittorgarh,210.0,chittorgarh,220.5,chittorgarh,Acquisition of machineries and equipment’s at existing production facility | Acquisition of equipment’s to improve the Research and Development facilities to promote innovation | To meet Working Capital Requirements | General Corporate Purposes,chittorgarh,43.0,chittorgarh,0.0,0.0,0.0,0.0,118.67,103.02,89.93,311.63,8.77,88.61,63.79,162.0,True,1600.0,273600.0,11.3,9.0,74.0,15.1,11.0,38.0,74.0,2.0,15.0,15.0,0.0,11.0,9.0,0.4,18.9,14.8,8.0,19.0,34.0,2.0,0.0,0.0,29.0,39.0,73.0,-1.0,1.0,0.0,12.16,26.47,0.0,74.0,9.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,TAURIAN.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Taurian MPS Ltd.,Taurian MPS Limited,match
INE0V8A01016,Karbonsteel Engineering Ltd.,SME,,544511.0,2025-09-09,2025-09-11,2025-09-16,159.0,59.3,Bookbuilding,BSE SME,Seren Capital,2025,SS Corporate Securities Ltd. Rikhav Securities Ltd.,chittorgarh,45.0,chittorgarh,11.0,chittorgarh,18.6,chittorgarh,16.87,chittorgarh,185.1,chittorgarh,194.35,chittorgarh,185.1,chittorgarh,194.35,chittorgarh,Funding of capital expenditure towards expansion of existing Umbergaon facility through construction of new sheds | Repayment of a portion of certain borrowings availed by the Company | To meet the Working Capital requirements | General Corporate Purpose,chittorgarh,59.0,chittorgarh,121.6,63.8,46.9,71.3,1368.96,731.45,923.83,3024.24,9.43,72.17,51.78,151.0,True,1600.0,254400.0,12.4,14.0,273.0,12.8,156.0,218.0,273.0,17.0,27.0,39.0,5.0,9.0,14.0,5.1,8.8,12.8,29.0,44.0,60.0,22.0,19.0,16.0,144.0,176.0,233.0,13.0,6.0,5.0,5.13,23.33,0.27,273.0,14.0,Mar 2025,3.0,sharescart,sharescart,ipowatch,sharescart,,544511.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Karbonsteel Engineering Ltd.,Karbonsteel Engineering Ltd,match
INE346R01013,Nilachal Carbo Metalicks Ltd.,SME,,544510.0,2025-09-08,2025-09-11,2025-09-16,85.0,56.1,Fixed Price,BSE SME,Sun Capital,2025,NNM Securities Pvt.Ltd.,chittorgarh,19.0,chittorgarh,34.0,chittorgarh,60.7,chittorgarh,,,68.0,chittorgarh,71.4,chittorgarh,64.6,chittorgarh,71.4,chittorgarh,Funding Capital expenditure for installing One Coke Oven Plant for expansion of capacity. | Funding modernization of existing plant | General corporate purposes,chittorgarh,56.0,chittorgarh,0.0,0.0,0.0,0.0,,,,,,99.99,73.52,,False,3200.0,0.0,,14.0,202.0,6.3,266.0,265.0,202.0,22.0,25.0,27.0,15.0,16.0,14.0,6.6,7.1,6.3,48.0,64.0,78.0,7.0,6.0,4.0,93.0,114.0,123.0,-16.0,0.0,3.0,6.93,17.95,0.05,202.0,14.0,Mar 2025,3.0,sharescart,sharescart,,sharescart,,544510.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Nilachal Carbo Metalicks Ltd.,Nilachal Carbo Metalicks Ltd,match
INE0XZB01017,Krupalu Metals Ltd.,SME,,544509.0,2025-09-08,2025-09-11,2025-09-16,72.0,13.48,Fixed Price,BSE SME,Finshore Management,2025,Anant Securities,chittorgarh,13.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,57.6,chittorgarh,60.48,chittorgarh,54.72,chittorgarh,60.48,chittorgarh,Funding Capital Expenditure towards purchase of additional plant and machinery | Working Capital Requirements | General Corporate Expenses | Total,chittorgarh,13.0,chittorgarh,0.0,0.0,0.0,0.0,,,,,,100.0,68.12,,False,3200.0,0.0,,2.0,48.0,5.4,34.0,37.0,48.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,3.9,5.4,3.0,4.0,6.0,3.0,2.0,1.0,15.0,19.0,20.0,1.0,-1.0,2.0,4.17,33.33,0.17,48.0,2.0,Mar 2025,3.0,sharescart,sharescart,,sharescart,,544509.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Krupalu Metals Ltd.,Krupalu Metals Ltd,match
INE0WRP01016,Vashishtha Luxury Fashion Ltd.,SME,,544508.0,2025-09-05,2025-09-10,2025-09-15,111.0,8.87,Bookbuilding,BSE SME,Expert Global,2025,Nirman Share Brokers Pvt.Ltd.,chittorgarh,8.0,chittorgarh,1.0,chittorgarh,11.1,chittorgarh,,,118.0,chittorgarh,123.0,chittorgarh,112.1,chittorgarh,121.75,chittorgarh,Funding capital expenditure requirement of the Company towards purchase of Embroidery Machines for expansion | Prepayment or repayment of all or a portion of certain outstanding borrowings availed by the company | General Corporate Purposes,chittorgarh,9.0,chittorgarh,1.3,2.3,2.2,2.1,1.07,7.73,9.99,18.78,5.41,100.0,66.08,109.0,True,2400.0,266400.0,10.2,2.0,11.0,10.9,,,11.0,,,3.0,,,2.0,,,9.8,,,5.0,,,0.0,,,8.0,,,-1.0,18.18,40.0,0.0,11.0,2.0,Mar 2025,1.0,sharescart,sharescart,ipowatch,sharescart,,544508.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Vashishtha Luxury Fashion Ltd.,Vashishtha Luxury Fashion Ltd,match
