isin,company_name,type,issue_price,issue_price_adj,listing_date,listing_open,listing_close,listing_gain_open,listing_gain_close,return_from_issue_1d,return_from_listing_1d,alpha_1d,alpha_sc_1d,return_from_issue_1w,return_from_listing_1w,alpha_1w,alpha_sc_1w,return_from_issue_1m,return_from_listing_1m,alpha_1m,alpha_sc_1m,return_from_issue_3m,return_from_listing_3m,alpha_3m,alpha_sc_3m,return_from_issue_6m,return_from_listing_6m,alpha_6m,alpha_sc_6m,return_from_issue_1y,return_from_listing_1y,alpha_1y,alpha_sc_1y,return_from_issue_2y,return_from_listing_2y,alpha_2y,alpha_sc_2y,return_from_issue_3y,return_from_listing_3y,alpha_3y,alpha_sc_3y,return_from_issue_5y,return_from_listing_5y,alpha_5y,alpha_sc_5y,return_from_issue_10y,return_from_listing_10y,alpha_10y,alpha_sc_10y,mfe_1m,mae_1m,mfe_lst_1m,mae_lst_1m,mfe_3m,mae_3m,mfe_lst_3m,mae_lst_3m,mfe_6m,mae_6m,mfe_lst_6m,mae_lst_6m,mfe_1y,mae_1y,mfe_lst_1y,mae_lst_1y,mfe_3y,mae_3y,mfe_lst_3y,mae_lst_3y,mfe_5y,mae_5y,mfe_lst_5y,mae_lst_5y,days_to_mfe_1m,days_to_mae_1m,days_to_breakeven_1m,days_to_mfe_3m,days_to_mae_3m,days_to_breakeven_3m,days_to_mfe_6m,days_to_mae_6m,days_to_breakeven_6m,days_to_mfe_1y,days_to_mae_1y,days_to_breakeven_1y,days_to_mfe_3y,days_to_mae_3y,days_to_breakeven_3y,days_to_mfe_5y,days_to_mae_5y,days_to_breakeven_5y,max_gain_pct,max_drawdown_pct,max_drawdown_duration_days,all_time_high,all_time_low,current_price,current_return_from_issue,outcome_class,volatility_annual,median_daily_turnover_inr,circuit_lock_frac,liquidity_flag,delisted,delist_reason,n_days_history,listing_metrics_status,price_source
INE0SMW01011,Paradeep Parivahan Ltd.,SME,98.0,98.0,2025-03-24,78.4,82.32,-0.2,-0.16,-0.118061,0.049927,0.049492,0.063437,-0.133163,0.031948,0.037824,0.050682,-0.017347,0.169825,0.14148,0.135341,0.154592,0.374514,0.318992,0.266955,0.42449,0.695821,0.630559,0.568908,0.585204,0.887148,0.918678,0.940301,,,,,,,,,,,,,,,,,0.015306,-0.24,0.208698,-0.095238,0.473469,-0.24,0.75413,-0.095238,0.494898,-0.24,0.77964,-0.095238,0.885204,-0.24,1.244291,-0.095238,,,,,,,,,28,0,28,60,0,28,179,0,28,316,0,28,,,,,,,0.885204,-0.258073,54,184.75,74.48,157.95,0.611735,winner,0.489872,3431610.0,0.030822,ok,False,,292,ok,bhavcopy_daily
INE0SMX01019,CKK Retail Mart Ltd.,SME,163.0,163.0,2026-02-06,163.0,171.15,0.0,0.05,0.05,0.0,0.0,0.0,0.339264,0.275489,0.284153,0.267686,0.181595,0.125329,0.173716,0.153209,-0.268712,-0.303535,-0.244472,-0.402687,,,,,,,,,,,,,,,,,,,,,,,,,0.627301,0.0,0.54981,-0.047619,0.627301,-0.305521,0.54981,-0.338592,,,,,,,,,,,,,,,,,13,0,0,13,47,0,,,,,,,,,,,,,0.627301,-0.563242,84,265.25,112.2,147.0,-0.09816,flat,0.692345,6861120.0,0.151899,ok,False,,79,ok,bhavcopy_daily
INE0SMY01017,Jay Bee Laminations Ltd.,SME,146.0,146.0,2024-09-03,277.4,291.25,0.9,0.994863,1.094521,0.049957,0.053167,0.046875,1.262329,0.134077,0.143522,0.127578,0.673973,-0.160858,-0.159682,-0.156199,1.885616,0.446524,0.479067,0.460584,0.475342,-0.260429,-0.133957,-0.022249,0.477397,-0.259399,-0.237057,-0.18903,,,,,,,,,,,,,,,,,1.424315,0.65411,0.215279,-0.170815,2.123288,0.541096,0.565665,-0.227468,2.123288,0.468493,0.565665,-0.263863,2.123288,0.219521,0.565665,-0.38867,,,,,,,,,6,30,0,91,34,0,91,182,0,91,260,0,,,,,,,2.123288,-0.831378,457,456.0,70.0,89.4,-0.387671,loser,0.684983,10461750.0,0.009238,ok,False,,433,ok,bhavcopy_daily
INE0SN801015,Silky Overseas Ltd.,SME,161.0,161.0,2025-07-07,171.0,162.45,0.062112,0.009006,-0.041304,-0.049861,-0.052265,-0.047518,-0.111491,-0.119421,-0.104536,-0.124064,-0.241615,-0.248384,-0.213543,-0.194439,-0.279503,-0.285934,-0.270866,-0.246659,-0.124224,-0.132041,-0.163029,-0.082228,,,,,,,,,,,,,,,,,,,,,0.062112,-0.360248,0.052632,-0.365959,0.062112,-0.360248,0.052632,-0.365959,0.062112,-0.360248,0.052632,-0.365959,,,,,,,,,,,,,0,22,0,0,22,0,0,22,0,,,,,,,,,,0.062112,-0.339797,326,171.0,103.0,120.4,-0.252174,loser,0.69752,784000.0,0.196532,low,False,,173,ok,bhavcopy_daily
INE0SOY01013,TAC Infosec Ltd.,SME,106.0,53.0,2024-04-05,145.0,152.25,1.735849,1.872642,1.872642,0.0,0.0,0.0,1.636792,-0.082102,-0.082355,-0.086952,4.912736,1.058292,1.059973,1.022544,4.20283,0.811166,0.730764,0.649566,5.820755,1.374384,1.263301,1.192497,10.670283,3.062562,3.045205,3.093234,8.100943,2.168144,2.159288,2.202493,,,,,,,,,,,,,4.933019,1.463208,1.065353,-0.142529,6.169811,1.463208,1.495895,-0.142529,7.490566,1.463208,1.955665,-0.142529,15.009434,1.463208,4.573071,-0.142529,,,,,,,,,28,5,0,33,5,0,154,5,0,294,5,0,,,,,,,15.974528,-0.575756,212,899.65,130.55,378.35,6.138679,multibagger,0.668653,25616250.0,0.136961,ok,False,,533,ok,bhavcopy_daily
INE0SPJ01011,Dhillon Freight Carrier Ltd.,SME,72.0,72.0,2025-10-07,57.6,54.72,-0.2,-0.24,-0.277917,-0.04989,-0.047415,-0.044476,-0.411528,-0.225694,-0.227176,-0.21775,-0.40625,-0.21875,-0.234737,-0.219492,-0.444444,-0.269006,-0.311637,-0.253911,-0.576389,-0.442617,-0.363573,-0.316632,,,,,,,,,,,,,,,,,,,,,-0.2,-0.561111,0.052632,-0.422515,-0.2,-0.576389,0.052632,-0.442617,-0.2,-0.625,0.052632,-0.506579,,,,,,,,,,,,,0,16,,0,43,,0,174,,,,,,,,,,,-0.2,-0.499269,171,57.6,27.0,35.1,-0.5125,loser,0.974047,177600.0,0.353535,low,False,,99,ok,bhavcopy_daily
INE0SQH01013,Bikewo Green Tech Ltd.,SME,62.0,62.0,2024-09-27,45.0,47.25,-0.274194,-0.237903,-0.237903,0.0,0.0,0.0,-0.378226,-0.184127,-0.13965,-0.163572,-0.462097,-0.29418,-0.217853,-0.215712,-0.531452,-0.385185,-0.294824,-0.347976,-0.767742,-0.695238,-0.593645,-0.516117,-0.742742,-0.662434,-0.60421,-0.569131,,,,,,,,,,,,,,,,,-0.237903,-0.51371,0.0,-0.361905,-0.237903,-0.554839,0.0,-0.415873,-0.237903,-0.767742,0.0,-0.695238,-0.237903,-0.774194,0.0,-0.703704,,,,,,,,,0,25,,0,52,,0,182,,0,186,,,,,,,,-0.237903,-0.697354,371,47.25,13.65,27.35,-0.558871,loser,0.499307,414450.0,0.115578,low,False,,398,ok,bhavcopy_daily
INE0SQY01018,GSM Foils Ltd.,SME,32.0,32.0,2024-05-31,32.0,33.6,0.0,0.05,0.05,0.0,0.0,0.0,0.125,0.071429,0.037721,0.041137,0.573438,0.498512,0.432828,0.40352,1.328125,1.217262,1.097195,1.054489,1.98125,1.839286,1.768254,1.705553,3.6875,3.464286,3.365753,3.387084,5.301563,5.001488,4.956347,4.914109,,,,,,,,,,,,,1.040625,-0.046875,0.943452,-0.092262,1.46875,-0.046875,1.35119,-0.092262,2.10625,-0.046875,1.958333,-0.092262,4.125,-0.046875,3.880952,-0.092262,,,,,,,,,20,0,0,89,0,0,161,0,0,355,0,0,,,,,,,6.973438,-0.344895,203,255.15,30.5,207.6,5.4875,multibagger,0.536128,3612000.0,0.12963,ok,False,,486,ok,bhavcopy_daily
INE0SQZ01015,Flywings Simulator Training Centre Ltd.,SME,191.0,191.0,2025-12-12,195.0,204.75,0.020942,0.07199,0.07199,0.0,0.0,0.0,0.237435,0.154335,0.157427,0.153673,0.112565,0.037851,0.051812,0.04928,-0.068063,-0.130647,-0.019469,-0.036766,,,,,,,,,,,,,,,,,,,,,,,,,0.298429,-0.026178,0.211233,-0.091575,0.298429,-0.099476,0.211233,-0.159951,,,,,,,,,,,,,,,,,6,0,0,6,87,0,,,,,,,,,,,,,0.298429,-0.36883,155,248.0,145.0,170.0,-0.109948,flat,0.668576,2375550.0,0.136364,ok,False,,88,ok,bhavcopy_daily
INE0SRI01019,Veritaas Advertising Ltd.,SME,114.0,114.0,2024-05-21,275.0,261.25,1.412281,1.291667,1.177193,-0.049952,-0.053004,-0.048648,1.068421,-0.097416,-0.113356,-0.091448,0.312281,-0.427368,-0.47344,-0.502127,0.192982,-0.479426,-0.575737,-0.596944,0.114474,-0.513684,-0.557603,-0.575287,-0.329825,-0.70756,-0.808958,-0.743441,-0.578947,-0.816268,-0.866232,-0.874786,,,,,,,,,,,,,1.532895,0.096491,0.105263,-0.521531,1.532895,0.096491,0.105263,-0.521531,1.532895,0.096491,0.105263,-0.521531,1.532895,-0.425877,0.105263,-0.749474,,,,,,,,,0,16,0,0,16,0,0,16,0,0,352,0,,,,,,,1.532895,-0.855502,675,288.75,35.9,45.6,-0.6,loser,0.643964,321600.0,0.401993,low,False,,301,ok,bhavcopy_daily
INE0SRP01014,Telge Projects Ltd.,SME,105.0,105.0,2025-10-03,108.1,110.45,0.029524,0.051905,0.051905,0.0,0.0,0.0,0.11,0.055229,0.039518,0.049501,0.12381,0.068357,0.035102,0.050808,0.028571,-0.022182,-0.079798,-0.009279,-0.080952,-0.126301,-0.038685,0.008333,,,,,,,,,,,,,,,,,,,,,0.222857,-0.015238,0.162517,-0.06383,0.222857,-0.038095,0.162517,-0.085559,0.222857,-0.26619,0.162517,-0.302399,,,,,,,,,,,,,11,27,0,11,66,0,11,165,0,,,,,,,,,,0.222857,-0.261953,136,128.4,77.05,103.9,-0.010476,flat,0.464076,770400.0,0.13986,low,False,,143,ok,bhavcopy_daily
INE0STM01017,Aluwind Architectural Ltd.,SME,45.0,45.0,2024-04-09,45.0,47.25,0.0,0.05,0.007778,-0.040212,-0.045116,-0.046168,-0.082222,-0.125926,-0.104071,-0.118753,0.154444,0.099471,0.129734,0.11824,0.478889,0.408466,0.329392,0.250603,0.377778,0.312169,0.207482,0.142851,0.155556,0.100529,0.111288,0.162497,0.327778,0.26455,0.214541,0.250796,,,,,,,,,,,,,0.311111,-0.122222,0.248677,-0.164021,0.831111,-0.122222,0.743915,-0.164021,0.831111,-0.122222,0.743915,-0.164021,0.831111,-0.122222,0.743915,-0.164021,,,,,,,,,28,9,0,76,9,0,76,9,0,76,9,0,,,,,,,1.128889,-0.483415,223,95.8,39.5,51.7,0.148889,flat,0.53051,1440675.0,0.068627,ok,False,,510,ok,bhavcopy_daily
INE0STN01015,Silkflex Polymers (India) Ltd.,SME,52.0,52.0,2024-05-15,60.0,58.7,0.153846,0.128846,0.081731,-0.041738,-0.050895,-0.049161,0.011538,-0.103918,-0.121812,-0.130867,0.026923,-0.09029,-0.147272,-0.181945,0.548077,0.37138,0.283851,0.264522,0.538462,0.362862,0.30167,0.28256,0.827885,0.61925,0.490355,0.57207,3.160577,2.68569,2.620694,2.601983,,,,,,,,,,,,,0.211538,-0.113462,0.073254,-0.214651,0.884615,-0.113462,0.669506,-0.214651,1.201923,-0.113462,0.950596,-0.214651,1.201923,-0.113462,0.950596,-0.214651,,,,,,,,,0,23,0,76,23,0,124,23,0,124,23,0,,,,,,,3.417308,-0.518519,167,229.7,46.1,182.75,2.514423,multibagger,0.63543,1001400.0,0.20241,ok,False,,415,ok,bhavcopy_daily
INE0SUH01015,Envirotech Systems Ltd.,SME,56.0,56.0,2024-09-24,106.4,111.7,0.9,0.994643,1.09375,0.049687,0.047229,0.053195,1.208036,0.106983,0.112515,0.109754,0.702679,-0.146374,-0.086969,-0.080127,1.308929,0.157565,0.242866,0.206579,0.825,-0.085049,0.002527,0.097849,1.820536,0.414056,0.448114,0.490533,,,,,,,,,,,,,,,,,1.589286,0.590179,0.29812,-0.202775,1.767857,0.590179,0.387645,-0.202775,1.767857,0.590179,0.387645,-0.202775,2.089286,0.590179,0.548791,-0.202775,,,,,,,,,15,28,0,87,28,0,87,28,0,352,28,0,,,,,,,2.089286,-0.515455,257,173.0,77.25,80.95,0.445536,winner,0.668315,4087075.0,0.021739,ok,False,,414,ok,bhavcopy_daily
INE0SUM01015,DSM Fresh Foods Ltd.,SME,100.0,100.0,2025-10-09,120.0,126.0,0.2,0.26,0.323,0.05,0.045888,0.043829,0.5804,0.254286,0.238262,0.247853,0.8585,0.475,0.46267,0.47428,0.2845,0.019444,-0.008157,0.049945,0.1115,-0.117857,-0.061995,-0.029424,,,,,,,,,,,,,,,,,,,,,1.0,0.2,0.587302,-0.047619,1.08,0.2,0.650794,-0.047619,1.08,-0.1895,0.650794,-0.356746,,,,,,,,,,,,,20,0,0,42,0,0,42,172,0,,,,,,,,,,1.08,-0.613856,193,208.0,73.65,81.84,-0.1816,flat,0.639329,10279566.0,0.0125,ok,False,,160,ok,bhavcopy_daily
INE0SUN01013,Nephro Care India Ltd.,SME,90.0,90.0,2024-07-05,171.0,179.55,0.9,0.995,0.995,0.0,0.0,0.0,1.544444,0.275411,0.26808,0.27728,2.517222,0.763019,0.746827,0.764975,1.457222,0.23169,0.203292,0.214225,1.144444,0.074909,0.088028,0.060188,0.316111,-0.340295,-0.387046,-0.343112,,,,,,,,,,,,,,,,,3.208889,0.9,1.109719,-0.047619,3.208889,0.9,1.109719,-0.047619,3.208889,0.9,1.109719,-0.047619,3.208889,0.277778,1.109719,-0.35951,,,,,,,,,26,0,0,26,0,0,26,0,0,26,364,0,,,,,,,3.208889,-0.856569,608,378.8,50.05,73.9,-0.178889,flat,0.630025,2334140.0,0.059322,ok,False,,472,ok,bhavcopy_daily
INE0SVO01019,Siddhi Cotspin Ltd.,SME,108.0,108.0,2025-09-26,86.4,82.1,-0.2,-0.239815,-0.239815,0.0,0.0,0.0,-0.380556,-0.18514,-0.194856,-0.205052,-0.686574,-0.587698,-0.633955,-0.61982,-0.72037,-0.632156,-0.688437,-0.628017,-0.738889,-0.656516,-0.582084,-0.534971,,,,,,,,,,,,,,,,,,,,,-0.2,-0.689815,0.052375,-0.591961,-0.2,-0.748611,0.052375,-0.669306,-0.2,-0.752778,0.052375,-0.674787,,,,,,,,,,,,,0,28,,0,70,,0,159,,,,,,,,,,,-0.2,-0.669306,250,86.4,26.7,28.0,-0.740741,loser,0.376637,809070.0,0.084337,low,False,,166,ok,bhavcopy_daily
INE0SVY01018,Kataria Industries Ltd.,SME,96.0,96.0,2024-07-24,182.4,191.5,0.9,0.994792,1.094271,0.049869,0.050173,0.052659,1.535417,0.271018,0.248996,0.247331,0.972917,-0.010966,-0.027746,-0.037993,1.158333,0.081984,0.081083,0.086348,0.410937,-0.292689,-0.241154,-0.217866,0.089063,-0.454047,-0.480614,-0.465568,,,,,,,,,,,,,,,,,1.572917,0.9,0.289817,-0.04752,1.572917,0.746354,0.289817,-0.124543,1.572917,0.229167,0.289817,-0.383812,1.572917,-0.057292,0.289817,-0.527415,,,,,,,,,8,0,0,8,37,0,8,173,0,8,251,0,,,,,,,1.572917,-0.648726,496,247.0,85.5,97.7,0.017708,flat,0.485073,1328100.0,0.037946,ok,False,,448,ok,bhavcopy_daily
INE0SVZ01015,Safecure Services Ltd.,SME,102.0,102.0,2025-11-06,81.6,77.55,-0.2,-0.239706,-0.277451,-0.049645,-0.048963,-0.047216,-0.410784,-0.225016,-0.239499,-0.224404,-0.64049,-0.527144,-0.553673,-0.493935,-0.690392,-0.592779,-0.597996,-0.525824,-0.720098,-0.63185,-0.585474,-0.652218,,,,,,,,,,,,,,,,,,,,,-0.2,-0.65049,0.052224,-0.540297,-0.2,-0.705882,0.052224,-0.613153,-0.2,-0.754804,0.052224,-0.677498,,,,,,,,,,,,,0,28,,0,90,,0,144,,,,,,,,,,,-0.2,-0.676983,144,81.6,25.01,25.95,-0.745588,loser,0.727477,330270.0,0.149254,low,False,,134,ok,bhavcopy_daily
INE0SWN01019,Trust Fintech Ltd.,SME,101.0,101.0,2024-04-04,143.25,150.4,0.418317,0.489109,0.563366,0.049867,0.049909,0.043999,0.808911,0.214761,0.204139,0.199902,1.417822,0.62367,0.625394,0.581844,1.131188,0.431184,0.351791,0.270707,1.027228,0.36137,0.239873,0.162155,-0.121782,-0.410239,-0.427553,-0.385255,-0.688119,-0.790559,-0.799373,-0.761876,,,,,,,,,,,,,1.70297,0.348515,0.81516,-0.094415,2.128713,0.348515,1.101064,-0.094415,2.128713,0.348515,1.101064,-0.094415,2.128713,-0.276733,1.101064,-0.514295,,,,,,,,,21,0,0,36,0,0,36,0,0,36,358,0,,,,,,,2.128713,-0.907018,687,316.0,27.55,31.55,-0.687624,loser,0.604146,2141100.0,0.114447,ok,False,,533,ok,bhavcopy_daily
INE0SYV01018,Trom Industries Ltd.,SME,115.0,115.0,2024-08-01,218.5,229.4,0.9,0.994783,1.094348,0.049913,0.061636,0.058182,1.027391,0.016347,0.052087,0.049946,1.397826,0.202049,0.193053,0.182683,1.162609,0.084133,0.11634,0.088276,0.862609,-0.06626,0.004165,0.059356,-0.128696,-0.563208,-0.545394,-0.509251,,,,,,,,,,,,,,,,,1.877826,0.9,0.442677,-0.047515,1.877826,0.695652,0.442677,-0.149956,1.877826,0.695652,0.442677,-0.149956,1.877826,-0.156087,0.442677,-0.57694,,,,,,,,,20,0,0,20,68,0,20,68,0,20,364,0,,,,,,,1.877826,-0.860808,585,330.95,42.9,57.0,-0.504348,loser,0.671721,1414350.0,0.044843,ok,False,,446,ok,bhavcopy_daily
INE0SZ301012,Bulkcorp International Ltd.,SME,105.0,105.0,2024-08-06,130.0,136.5,0.238095,0.3,0.235238,-0.049817,-0.062527,-0.073706,0.169524,-0.100366,-0.10647,-0.118476,0.067143,-0.179121,-0.227159,-0.275346,0.0,-0.230769,-0.23997,-0.279537,-0.12381,-0.326007,-0.31545,-0.265795,-0.247619,-0.421245,-0.445488,-0.415215,,,,,,,,,,,,,,,,,0.377619,0.064762,0.059707,-0.180952,0.377619,-0.047619,0.059707,-0.267399,0.377619,-0.177619,0.059707,-0.367399,0.377619,-0.518571,0.059707,-0.62967,,,,,,,,,15,29,0,15,38,0,15,176,0,15,272,0,,,,,,,0.377619,-0.714286,659,144.65,38.05,41.0,-0.609524,loser,0.698382,254040.0,0.355422,low,False,,332,ok,bhavcopy_daily
INE0T0L01014,Kalana Ispat Ltd.,SME,66.0,66.0,2024-09-26,45.15,47.4,-0.315909,-0.281818,-0.246212,0.049578,0.050993,0.051482,-0.315152,-0.046414,-0.009568,-0.03254,-0.402273,-0.167722,-0.090088,-0.087499,-0.325758,-0.061181,0.032877,-0.019549,-0.284091,-0.003165,0.096931,0.177107,-0.477273,-0.272152,-0.212595,-0.177123,,,,,,,,,,,,,,,,,-0.209091,-0.416667,0.101266,-0.187764,-0.209091,-0.506061,0.101266,-0.312236,-0.166667,-0.506061,0.160338,-0.312236,-0.166667,-0.543939,0.160338,-0.364979,,,,,,,,,4,29,,4,64,,179,64,,179,362,,,,,,,,-0.166667,-0.716543,337,55.0,15.1,21.0,-0.681818,loser,0.600186,501000.0,0.148438,low,False,,384,ok,bhavcopy_daily
INE0T1301023,Kasturi Metal Composite Ltd.,SME,64.0,64.0,2026-02-03,64.0,63.16,0.0,-0.013125,0.024375,0.037999,0.036116,0.030375,0.019219,0.032774,0.024705,0.008536,0.015625,0.029132,0.066511,0.060249,-0.054531,-0.041957,0.023916,-0.102458,,,,,,,,,,,,,,,,,,,,,,,,,0.153125,-0.2375,0.168461,-0.227359,0.153125,-0.309375,0.168461,-0.30019,,,,,,,,,,,,,,,,,20,29,0,20,52,0,,,,,,,,,,,,,0.153125,-0.335824,49,73.8,44.2,50.0,-0.21875,loser,0.962724,912480.0,0.190476,low,False,,63,ok,bhavcopy_daily
INE0T1501010,NFP Sampoorna Foods Ltd.,SME,55.0,55.0,2026-05-25,54.5,51.8,-0.009091,-0.058182,-0.104545,-0.049228,-0.044318,-0.051181,-0.190909,-0.140927,-0.120789,-0.141851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009091,-0.299228,11,54.5,36.3,36.3,-0.34,loser,0.004099,300550.0,0.875,low,False,,8,ok,bhavcopy_daily
INE0T3401029,Aelea Commodities Ltd.,SME,95.0,95.0,2024-07-22,165.0,173.25,0.736842,0.823684,0.914842,0.049986,0.051218,0.05604,1.082211,0.14176,0.128425,0.111758,1.046842,0.122367,0.11172,0.087098,0.879474,0.030592,0.0195,-0.005171,1.826316,0.549784,0.597296,0.577248,0.882105,0.032035,0.009527,0.002454,,,,,,,,,,,,,,,,,1.167895,0.65,0.188745,-0.095238,1.621053,0.65,0.437229,-0.095238,2.621053,0.65,0.98557,-0.095238,2.621053,0.560526,0.98557,-0.1443,,,,,,,,,8,0,0,32,0,0,172,0,0,172,312,0,,,,,,,2.621053,-0.652057,444,344.0,106.0,154.05,0.621579,winner,0.580966,5904720.0,0.00432,ok,False,,463,ok,bhavcopy_daily
INE0T4V01015,Apex Ecotech Ltd.,SME,73.0,73.0,2024-12-04,138.7,145.6,0.9,0.994521,0.895205,-0.049794,-0.059642,-0.054581,0.703425,-0.145948,-0.153074,-0.16574,0.980822,-0.006868,0.012043,0.002529,0.430822,-0.282624,-0.195563,-0.070289,0.65274,-0.17136,-0.177603,-0.111683,0.863014,-0.065934,-0.12995,0.020083,,,,,,,,,,,,,,,,,1.175342,0.618493,0.090659,-0.18853,1.315068,0.342466,0.160714,-0.326923,1.315068,0.0,0.160714,-0.498626,1.315068,0.0,0.160714,-0.498626,,,,,,,,,30,8,0,42,91,0,42,103,0,42,103,0,,,,,,,1.882877,-0.536287,61,210.45,73.0,188.0,1.575342,multibagger,0.660306,1757120.0,0.091413,ok,False,,361,ok,bhavcopy_daily
INE0T7B01010,Shivalic Power Control Ltd.,SME,100.0,100.0,2024-07-01,311.0,326.55,2.11,2.2655,2.4285,0.049916,0.050666,0.051545,2.691,0.130302,0.122904,0.113138,1.7935,-0.144541,-0.17806,-0.177957,1.116,-0.352013,-0.421142,-0.412071,1.3445,-0.28204,-0.261451,-0.297614,0.268,-0.611698,-0.669682,-0.634404,,,,,,,,,,,,,,,,,2.9675,1.6705,0.214975,-0.182208,2.9675,1.1,0.214975,-0.356913,2.9675,0.9,0.214975,-0.41816,2.9675,0.039,0.214975,-0.681825,,,,,,,,,4,30,0,4,91,0,4,98,0,4,260,0,,,,,,,2.9675,-0.846075,633,396.75,59.0,70.2,-0.298,loser,0.552424,4557600.0,0.037736,ok,False,,477,ok,bhavcopy_daily
INE0T8T01010,Accretion Pharmaceuticals Ltd.,SME,101.0,101.0,2025-05-21,79.0,82.95,-0.217822,-0.178713,-0.219802,-0.05003,-0.041819,-0.049991,-0.307921,-0.157324,-0.154865,-0.173704,-0.285644,-0.130199,-0.142247,-0.159392,-0.417822,-0.291139,-0.300695,-0.329309,-0.185644,-0.008439,-0.058379,-0.039691,0.139604,0.387583,0.434281,0.36573,,,,,,,,,,,,,,,,,-0.178713,-0.380693,0.0,-0.245931,-0.178713,-0.422277,0.0,-0.296564,-0.077228,-0.467327,0.123568,-0.351417,0.257426,-0.467327,0.531043,-0.351417,,,,,,,,,0,15,,0,91,,182,146,,356,146,191,,,,,,,0.444059,-0.376051,115,145.85,53.8,144.9,0.434653,winner,0.587041,1260000.0,0.071146,ok,False,,253,ok,bhavcopy_daily
INE0T9I01011,Ideal Technoplast Industries Ltd.,SME,121.0,121.0,2024-08-28,132.1,138.7,0.091736,0.146281,0.203306,0.049748,0.045772,0.055427,-0.001653,-0.129056,-0.134897,-0.136773,-0.198347,-0.300649,-0.345619,-0.312725,-0.132231,-0.24297,-0.211937,-0.208447,0.132231,-0.012257,0.087726,0.193384,0.811983,0.58075,0.602762,0.669893,,,,,,,,,,,,,,,,,0.203306,-0.214876,0.049748,-0.315068,0.203306,-0.272727,0.049748,-0.365537,0.247934,-0.272727,0.088681,-0.365537,0.822314,-0.272727,0.589762,-0.365537,,,,,,,,,1,27,0,1,75,0,156,75,0,365,75,0,,,,,,,1.147107,-0.378434,74,259.8,88.0,190.0,0.570248,winner,0.636548,604750.0,0.248485,low,False,,330,ok,bhavcopy_daily
INE0TBQ01014,Marc Loire Fashions Ltd.,SME,100.0,100.0,2025-07-07,80.0,76.0,-0.2,-0.24,-0.2709,-0.040658,-0.043062,-0.038314,-0.2745,-0.045395,-0.030509,-0.050038,-0.464,-0.294737,-0.259896,-0.240792,-0.4441,-0.268553,-0.253485,-0.229278,-0.5595,-0.420395,-0.451383,-0.370582,,,,,,,,,,,,,,,,,,,,,-0.2,-0.4699,0.052632,-0.3025,-0.2,-0.48,0.052632,-0.315789,-0.17,-0.5875,0.092105,-0.457237,,,,,,,,,,,,,0,30,,0,91,,108,168,,,,,,,,,,,-0.17,-0.519518,99,83.0,34.0,39.38,-0.6062,loser,0.766129,383568.0,0.143564,low,False,,202,ok,bhavcopy_daily
INE0TD101011,Identical Brains Studios Ltd.,SME,54.0,54.0,2024-12-26,95.0,99.75,0.759259,0.847222,0.755556,-0.049624,-0.052285,-0.052327,0.431481,-0.225063,-0.243524,-0.244335,-0.046296,-0.483709,-0.456004,-0.389426,-0.201852,-0.56792,-0.561257,-0.423258,-0.240741,-0.588972,-0.664711,-0.579523,-0.568519,-0.766416,-0.862925,-0.706792,,,,,,,,,,,,,,,,,0.847222,-0.046296,0.0,-0.483709,0.847222,-0.296296,0.0,-0.619048,0.847222,-0.296296,0.0,-0.619048,0.847222,-0.574074,0.0,-0.769424,,,,,,,,,0,29,0,0,55,0,0,55,0,0,361,0,,,,,,,0.847222,-0.846115,456,99.75,14.1,17.3,-0.67963,loser,0.649128,391000.0,0.193452,low,False,,336,ok,bhavcopy_daily
INE0TD301017,Shanmuga Hospital Ltd.,SME,54.0,54.0,2025-02-21,54.0,51.3,0.0,-0.05,-0.05,0.0,0.0,0.0,-0.225926,-0.185185,-0.155741,-0.128056,-0.34963,-0.3154,-0.339724,-0.353463,-0.273148,-0.234893,-0.325139,-0.360855,-0.093519,-0.045809,-0.136799,-0.207008,-0.246296,-0.206628,-0.328375,-0.293488,,,,,,,,,,,,,,,,,0.0,-0.406481,0.052632,-0.375244,0.0,-0.425926,0.052632,-0.395712,0.0,-0.425926,0.052632,-0.395712,0.051111,-0.425926,0.106433,-0.395712,,,,,,,,,0,18,0,0,45,0,0,45,0,291,45,0,,,,,,,0.051111,-0.384016,45,56.76,31.0,38.41,-0.288704,loser,0.643078,375920.0,0.205128,low,False,,273,ok,bhavcopy_daily
INE0TD401015,MARC Technocrats Ltd.,SME,93.0,93.0,2025-12-24,74.4,70.7,-0.2,-0.239785,-0.239785,0.0,0.0,0.0,-0.37957,-0.183876,-0.183397,-0.186279,-0.472043,-0.305516,-0.263689,-0.225602,-0.305376,-0.08628,0.022191,0.016308,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,-0.561828,0.052334,-0.423621,-0.2,-0.561828,0.052334,-0.423621,,,,,,,,,,,,,,,,,0,19,,0,19,,,,,,,,,,,,,,0.010753,-0.412306,16,94.0,40.75,78.25,-0.158602,flat,0.698675,1529820.0,0.115385,ok,False,,104,ok,bhavcopy_daily
