isin,company_name,type,issue_price,issue_price_adj,listing_date,listing_open,listing_close,listing_gain_open,listing_gain_close,return_from_issue_1d,return_from_listing_1d,alpha_1d,alpha_sc_1d,return_from_issue_1w,return_from_listing_1w,alpha_1w,alpha_sc_1w,return_from_issue_1m,return_from_listing_1m,alpha_1m,alpha_sc_1m,return_from_issue_3m,return_from_listing_3m,alpha_3m,alpha_sc_3m,return_from_issue_6m,return_from_listing_6m,alpha_6m,alpha_sc_6m,return_from_issue_1y,return_from_listing_1y,alpha_1y,alpha_sc_1y,return_from_issue_2y,return_from_listing_2y,alpha_2y,alpha_sc_2y,return_from_issue_3y,return_from_listing_3y,alpha_3y,alpha_sc_3y,return_from_issue_5y,return_from_listing_5y,alpha_5y,alpha_sc_5y,return_from_issue_10y,return_from_listing_10y,alpha_10y,alpha_sc_10y,mfe_1m,mae_1m,mfe_lst_1m,mae_lst_1m,mfe_3m,mae_3m,mfe_lst_3m,mae_lst_3m,mfe_6m,mae_6m,mfe_lst_6m,mae_lst_6m,mfe_1y,mae_1y,mfe_lst_1y,mae_lst_1y,mfe_3y,mae_3y,mfe_lst_3y,mae_lst_3y,mfe_5y,mae_5y,mfe_lst_5y,mae_lst_5y,days_to_mfe_1m,days_to_mae_1m,days_to_breakeven_1m,days_to_mfe_3m,days_to_mae_3m,days_to_breakeven_3m,days_to_mfe_6m,days_to_mae_6m,days_to_breakeven_6m,days_to_mfe_1y,days_to_mae_1y,days_to_breakeven_1y,days_to_mfe_3y,days_to_mae_3y,days_to_breakeven_3y,days_to_mfe_5y,days_to_mae_5y,days_to_breakeven_5y,max_gain_pct,max_drawdown_pct,max_drawdown_duration_days,all_time_high,all_time_low,current_price,current_return_from_issue,outcome_class,volatility_annual,median_daily_turnover_inr,circuit_lock_frac,liquidity_flag,delisted,delist_reason,n_days_history,listing_metrics_status,price_source
INE02EE01019,Integrated Personnel Services Ltd.,SME,59.0,59.0,2022-11-11,66.5,69.8,0.127119,0.183051,0.183051,0.0,0.0,0.0,0.283898,0.085244,0.087535,0.089247,0.339831,0.132521,0.124516,0.101567,0.25678,0.062321,0.089199,0.078027,0.440678,0.217765,0.219667,0.195169,1.922881,1.47063,1.412011,1.134573,4.237288,3.426934,3.110934,2.549172,4.084746,3.297994,2.904274,2.485715,,,,,,,,,0.618644,0.101695,0.368195,-0.068768,0.660169,0.101695,0.403295,-0.068768,0.660169,0.101695,0.403295,-0.068768,2.135593,0.101695,1.65043,-0.068768,5.745763,0.101695,4.702006,-0.068768,,,,,14,0,0,40,0,0,40,0,0,354,0,0,815,0,0,,,,5.745763,-0.506494,252,398.0,65.0,254.65,3.316102,multibagger,0.962238,621800.0,0.295181,low,False,,498,ok,bhavcopy_daily
INE02EZ01022,Axita Cotton Ltd.,SME,60.0,3.068183,2019-01-10,3.11932,3.17557,0.016667,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12222,1.346051,0.35514,-0.376377,,,,,,,,,,,,,,,,,,,,,,,,,12.833333,1.834167,3.556684,-0.066429,,,,,,,,,,,,,,,,1569,1258,1258,12.833333,-0.824957,937,42.443203,7.263636,7.88,1.568295,multibagger,0.455363,21603220.0,0.014359,ok,False,,975,recovered_bhavcopy,bhavcopy_daily
INE02GA01012,Anand Rayons Ltd.,SME,27.0,27.0,2019-07-02,28.25,27.2,0.046296,0.007407,0.0,-0.007353,-0.007894,-0.010097,0.037037,0.029412,0.059168,0.056892,0.101852,0.09375,0.171859,0.216481,0.2,0.191176,0.237389,0.299459,0.407407,0.397059,0.375384,0.455045,0.224074,0.215074,0.339357,0.420828,0.268519,0.259191,-0.057316,-0.389653,1.111111,1.095588,0.773031,0.523658,0.701481,0.688971,-0.326982,-1.62944,,,,,0.148148,-0.018519,0.139706,-0.025735,0.888889,-0.018519,0.875,-0.025735,0.888889,-0.018519,0.875,-0.025735,0.888889,-0.103704,0.875,-0.110294,10.37037,-0.103704,10.286765,-0.110294,10.37037,-0.103704,10.286765,-0.110294,22,6,0,85,6,0,85,6,0,85,258,0,918,258,0,918,258,0,16.407407,-0.910829,219,470.0,24.2,41.42,0.534074,winner,0.561552,570837.3,0.166881,low,False,,1552,ok,bhavcopy_daily
INE02H701025,Nova AgriTech Ltd.,MB,41.0,41.0,2024-01-31,55.0,57.75,0.341463,0.408537,0.478049,0.049351,0.050651,0.047976,0.793902,0.273593,0.264166,0.251888,0.54878,0.099567,0.071349,0.09971,0.256098,-0.108225,-0.148691,-0.159335,1.033171,0.443463,0.295001,0.251974,0.488537,0.056797,-0.013342,0.022113,-0.174878,-0.414199,-0.579669,-0.460666,,,,,,,,,,,,,0.882927,0.341463,0.336797,-0.047619,0.882927,0.22561,0.336797,-0.12987,1.292683,0.097561,0.627706,-0.220779,1.292683,0.097561,0.627706,-0.220779,,,,,,,,,8,0,0,8,56,0,176,125,0,176,125,0,,,,,,,1.292683,-0.796171,613,94.0,18.12,26.91,-0.343659,loser,0.510605,10137065.4,0.010399,ok,False,,577,ok,bhavcopy_daily
INE02IJ01035,Azad Engineering Ltd.,MB,524.0,524.0,2023-12-28,720.0,677.5,0.374046,0.292939,0.320706,0.021476,0.023648,0.015404,0.261641,-0.024207,-0.018692,-0.047834,0.290363,-0.001993,0.017572,-0.04407,1.610401,1.018967,0.993795,0.992173,2.631489,1.808708,1.704671,1.590675,2.207824,1.481033,1.387607,1.211722,2.140267,1.428782,1.233013,1.23837,,,,,,,,,,,,,0.387405,0.225954,0.073063,-0.051808,1.795802,0.225954,1.162362,-0.051808,2.969466,0.225954,2.070111,-0.051808,2.969466,0.225954,2.070111,-0.051808,,,,,,,,,0,20,0,68,20,0,175,20,0,175,20,0,,,,,,,3.484733,-0.396332,244,2350.0,642.4,2207.7,3.213168,multibagger,0.470793,264231196.6,0.0,ok,False,,599,ok,bhavcopy_daily
INE02KC01010,Jainam Ferro Alloys (I) Ltd.,SME,70.0,70.0,2021-10-08,73.0,73.1,0.042857,0.044286,0.044286,0.0,0.0,0.0,0.003571,-0.038988,-0.063762,-0.064409,0.042857,-0.001368,-0.002575,-0.001254,0.214286,0.162791,0.167401,0.122352,1.704286,1.589603,1.595798,1.563811,1.345714,1.246238,1.27868,1.273863,0.94,0.857729,0.759474,0.585988,1.222143,1.127907,0.742298,0.319483,,,,,,,,,0.095,-0.014286,0.048564,-0.056088,0.539286,-0.014286,0.474008,-0.056088,1.828571,-0.014286,1.708618,-0.056088,2.122857,-0.014286,1.990424,-0.056088,2.122857,-0.014286,1.990424,-0.056088,,,,,0,14,0,40,14,0,137,14,0,186,14,0,186,14,0,,,,3.612143,-0.510086,458,322.85,69.0,251.0,2.585714,multibagger,0.614761,857500.0,0.275229,low,False,,872,ok,bhavcopy_daily
INE02M801018,Kalahridhaan Trendz Ltd.,SME,45.0,45.0,2024-02-23,47.15,49.5,0.047778,0.1,0.1,0.0,0.0,0.0,0.007778,-0.083838,-0.089513,-0.076709,-0.048889,-0.135354,-0.130134,-0.068898,0.026667,-0.066667,-0.100179,-0.112558,-0.15,-0.227273,-0.344793,-0.414296,-0.672222,-0.70202,-0.728275,-0.669976,,,,,,,,,,,,,,,,,0.1,-0.211111,0.0,-0.282828,0.297778,-0.211111,0.179798,-0.282828,0.598889,-0.211111,0.453535,-0.282828,0.598889,-0.672222,0.453535,-0.70202,,,,,,,,,0,19,0,41,19,0,173,19,0,173,364,0,,,,,,,0.598889,-0.930511,440,71.95,4.15,4.85,-0.892222,loser,0.717982,392550.0,0.317881,low,False,,302,ok,bhavcopy_daily
INE02NC01014,Fino Payments Bank Ltd.,MB,577.0,577.0,2021-11-12,544.35,543.9,-0.056586,-0.057366,-0.057366,0.0,0.0,0.0,-0.220451,-0.17301,-0.154341,-0.156847,-0.305633,-0.263376,-0.230704,-0.269235,-0.356672,-0.317522,-0.277307,-0.298864,-0.549913,-0.522523,-0.394332,-0.369904,-0.662825,-0.642306,-0.655947,-0.602678,-0.518544,-0.489244,-0.562305,-0.772357,-0.376516,-0.338573,-0.672144,-1.120413,,,,,,,,,0.010312,-0.365425,0.071796,-0.326806,0.010312,-0.365425,0.071796,-0.326806,0.010312,-0.635962,0.071796,-0.613808,0.010312,-0.674437,0.071796,-0.654624,0.010312,-0.687695,0.071796,-0.668689,,,,,0,10,0,0,10,0,0,108,0,0,333,0,0,368,0,,,,0.010312,-0.793234,1593,582.95,110.03,132.78,-0.769879,loser,0.502779,39606126.95,0.0,ok,False,,1125,ok,bhavcopy_daily
INE02OY01016,Rachana Infrastructure Ltd.,SME,135.0,135.0,2022-06-10,138.0,138.55,0.022222,0.026296,0.026296,0.0,0.0,0.0,0.08,0.052328,0.108389,0.123346,0.638889,0.596896,0.595736,0.616892,2.565926,2.474558,2.373856,2.348219,7.165926,6.956694,6.815056,6.818583,0.268889,0.236377,0.090615,0.041553,-0.778519,-0.784193,-1.221697,-1.676775,-0.652222,-0.661133,-1.210541,-1.720068,,,,,,,,,0.807407,0.022222,0.761097,-0.00397,2.622222,0.022222,2.529412,-0.00397,8.259259,0.022222,8.022014,-0.00397,8.259259,0.022222,8.022014,-0.00397,8.259259,-0.810741,8.022014,-0.81559,,,,,17,0,0,90,0,0,139,0,0,139,0,0,139,997,0,,,,8.259259,-0.978264,860,1250.0,25.55,37.75,-0.72037,loser,0.59493,1058625.0,0.089535,ok,False,,860,ok,bhavcopy_daily
INE02PC01027,Humming Bird Education Ltd.,SME,132.0,132.0,2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.888405,564,120.4,12.8,23.04,,,0.664203,117500.0,0.601156,low,False,,173,unreliable_coverage,bhavcopy_daily
INE02RE01045,Brainbees Solutions Ltd.,MB,465.0,465.0,2024-08-13,651.0,679.1,0.4,0.46043,0.380538,-0.054705,-0.054902,-0.049043,0.359355,-0.069209,-0.092402,-0.101525,0.402903,-0.03939,-0.09117,-0.1095,0.140538,-0.21904,-0.208453,-0.220146,-0.100323,-0.383964,-0.339753,-0.266341,-0.193763,-0.447946,-0.467845,-0.421778,,,,,,,,,,,,,,,,,0.521935,0.263656,0.042115,-0.134737,0.578495,0.114731,0.080842,-0.23671,0.578495,-0.124086,0.080842,-0.400236,0.578495,-0.384839,0.080842,-0.578781,,,,,,,,,0,27,0,63,91,0,63,182,0,63,237,0,,,,,,,0.578495,-0.71176,531,734.0,207.05,221.14,-0.52443,loser,0.506845,314515745.05,0.0,ok,False,,447,ok,bhavcopy_daily
INE02S501018,Shree OSFM E-Mobility Ltd.,SME,65.0,65.0,2023-12-21,65.0,68.25,0.0,0.05,0.102308,0.049817,0.045378,0.039599,0.274615,0.213919,0.189283,0.191649,0.381538,0.315751,0.298468,0.250118,0.842308,0.754579,0.718968,0.725661,1.773846,1.641758,1.532986,1.39261,1.053846,0.956044,0.846308,0.660043,0.192308,0.135531,-0.086127,-0.066278,,,,,,,,,,,,,0.599231,-0.030769,0.523077,-0.076923,0.846154,-0.030769,0.758242,-0.076923,1.844615,-0.030769,1.709158,-0.076923,2.307692,-0.030769,2.150183,-0.076923,,,,,,,,,19,0,0,91,0,0,176,0,0,246,0,0,,,,,,,2.307692,-0.74643,651,215.0,50.6,52.0,-0.2,flat,0.650918,1869000.0,0.044444,ok,False,,585,ok,bhavcopy_daily
INE02WG01024,Wonder Fibromats Ltd.,SME,89.0,5.5625,2019-08-06,5.8125,5.8125,0.044944,0.044944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.494382,2.99437,1.736685,0.047453,,,,,,,,,,,,,,,,,,,,,,,,,22.009438,2.289888,3.96952,-0.289458,,,,,,,,,,,,,,,,1728,1331,1247,34.955056,-0.607983,424,200.0,18.3,94.54,15.995955,multibagger,0.6286,9131030.565,0.012,ok,False,,750,recovered_bhavcopy,bhavcopy_daily
INE02YR01019,Electronics Mart India Ltd.,MB,59.0,59.0,2022-10-17,90.0,84.5,0.525424,0.432203,0.575424,0.1,0.089883,0.091947,0.45339,0.014793,-0.009407,0.000176,0.444915,0.008876,-0.054541,-0.009345,0.436441,0.002959,-0.030721,-0.017822,0.267797,-0.114793,-0.137613,-0.10154,1.852542,0.991716,0.847323,0.635502,2.712203,1.591953,1.149509,0.588982,1.482881,0.733609,0.255698,-0.119052,,,,,,,,,0.75678,0.408475,0.226627,-0.016568,0.75678,0.326271,0.226627,-0.073964,0.75678,0.044068,0.226627,-0.271006,1.852542,0.044068,0.991716,-0.271006,3.440678,0.044068,2.100592,-0.271006,,,,,3,0,0,3,37,0,3,162,0,365,162,0,631,162,0,,,,3.440678,-0.647456,649,262.0,61.6,111.44,0.888814,winner,0.463013,84073700.8,0.001117,ok,False,,895,ok,bhavcopy_daily
INE02ZQ01018,Corona Remedies Ltd.,MB,1062.0,1062.0,2025-12-15,1470.0,1438.4,0.384181,0.354426,0.356968,0.001877,0.008301,0.009607,0.275424,-0.058329,-0.063904,-0.065029,0.389077,0.025584,0.039481,0.036027,0.463936,0.080854,0.18146,0.18117,,,,,,,,,,,,,,,,,,,,,,,,,0.435028,0.258569,0.059511,-0.070773,0.599812,0.258569,0.181174,-0.070773,,,,,,,,,,,,,,,,,21,8,0,85,8,0,,,,,,,,,,,,,0.835593,-0.100333,17,1949.4,1336.6,1725.0,0.624294,winner,0.348126,57086500.0,0.0,ok,False,,115,ok,bhavcopy_daily
INE030P01017,Alacrity Securities Ltd.,SME,15.0,4.743083,2013-08-14,4.0,4.86,-0.156667,0.02465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.528542,0.49177,-0.485792,,1.319167,1.263374,-1.119991,,,,,,,,,,,,,,,,,,,,,,-0.266667,-0.733333,1.263374,-0.176955,,,,,,,,,,,,,,,,1615,1240,,38.636667,-0.751229,378,188.0,4.0,68.72,13.488467,multibagger,0.892427,869608.6,0.191465,low,False,,867,inferred_split,bhavcopy_daily
INE030T01027,Tejnaksh Healthcare Ltd.,SME,80.0,80.0,2015-10-27,80.0,76.0,0.0,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.785125,-0.493219,-2.626398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5375,-0.685425,968,37.0,10.65,14.67,-0.816625,loser,0.434462,264017.905,0.0,low,False,,708,recovered_bhavcopy,bhavcopy_daily
INE030U01025,Khemani Distributors & Marketing Ltd.,SME,100.0,25.0,2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.042,0.12,0.679276,-0.078947,2.92,0.12,2.223684,-0.078947,2.92,0.12,2.223684,-0.078947,,,,,,,,,,352,323,309,898,323,309,898,323,309,,-0.806122,1140,157.6,19.0,119.6,,,1.113416,168600.0,0.745819,low,False,,299,unreliable_coverage,bhavcopy_daily
INE031A01017,Housing & Urban Development Corp.Ltd.,MB,60.0,60.0,2017-05-19,73.0,72.55,0.216667,0.209167,0.209167,0.0,0.0,0.0,0.215833,0.005513,-0.012221,0.017005,0.1425,-0.055134,-0.072121,-0.078541,0.335833,0.104755,0.06132,0.102247,0.370833,0.133701,0.042938,0.018506,-0.043333,-0.208822,-0.332762,-0.259861,-0.356667,-0.467953,-0.677889,-0.313852,-0.62,-0.685734,-0.6216,-0.246278,-0.439167,-0.536182,-1.258761,-0.985353,,,,,0.2975,0.106667,0.073053,-0.084769,0.705,0.1,0.410062,-0.090283,0.705,0.1,0.410062,-0.090283,0.705,-0.09,0.410062,-0.247416,0.705,-0.7,0.410062,-0.751895,0.705,-0.7,0.410062,-0.751895,0,5,0,56,40,0,56,40,0,56,362,0,56,1040,0,56,1040,0,4.895,-0.807062,986,353.7,18.0,205.93,2.432167,multibagger,0.440252,139249912.7,0.0,ok,False,,2233,ok,bhavcopy_daily
INE032G01012,Varun Industries Ltd.,MB,60.0,60.0,2007-11-22,105.0,112.2,0.75,0.87,0.745,-0.066845,-0.083015,,0.47,-0.213904,-0.234785,,0.78,-0.048128,-0.092907,,0.464167,-0.217023,-0.157677,,0.2725,-0.319519,-0.230034,,-0.596667,-0.784314,-0.272315,,1.575833,0.377451,0.462044,,2.609167,0.930036,0.862827,,-0.631667,-0.80303,-0.812488,,,,,,1.333333,0.4375,0.247772,-0.231283,1.748333,0.25,0.469697,-0.331551,1.748333,-0.1325,0.469697,-0.536096,1.748333,-0.614167,0.469697,-0.793672,3.113333,-0.675,1.199643,-0.826203,3.9225,-0.7125,1.632353,-0.846257,0,8,0,47,83,0,47,123,0,47,340,0,1071,496,0,1386,1744,0,3.9225,-0.980612,773,295.35,5.15,0.0,-1.0,wipeout,0.668351,2426915.6,0.037367,ok,True,Delisting - Liquidation,1686,ok,bhavcopy_daily
INE032Z01020,Bombay Super Hybrid Seeds Ltd.,SME,60.0,3.750001,2018-04-25,3.750001,3.937501,0.0,0.05,0.101667,0.049206,0.044736,0.047577,0.219167,0.161111,0.147157,0.155842,0.75,0.666667,0.663393,0.716466,1.05,0.952381,0.899266,1.069351,1.175,1.071429,1.104142,1.330416,1.15,1.047619,0.946276,1.229706,1.182,1.078095,1.212067,1.546917,2.515999,2.348571,1.991844,2.2851,95.386643,90.796802,90.118233,90.406202,,,,,0.75,-0.05,0.666667,-0.095238,1.416667,-0.05,1.301587,-0.095238,1.475,-0.05,1.357143,-0.095238,1.5,-0.05,1.380952,-0.095238,2.990666,-0.05,2.800634,-0.095238,176.519956,-0.05,168.066624,-0.095238,30,0,0,65,0,0,113,0,0,258,0,0,999,0,0,1748,0,0,176.519956,-0.904259,1151,665.7,3.562501,96.6,24.759994,multibagger,0.514442,1120255.715,0.184,ok,False,,2000,recovered_bhavcopy,bhavcopy_daily
INE035801013,Aeroflex Neu Ltd.,MB,65.0,65.0,2023-01-12,85.0,89.25,0.307692,0.373077,0.304615,-0.04986,-0.05537,-0.052713,0.258462,-0.083473,-0.097453,-0.082145,0.252308,-0.087955,-0.08786,-0.070335,0.157692,-0.156863,-0.155172,-0.124246,0.466154,0.067787,-0.019319,-0.082164,0.924615,0.401681,0.175658,-0.144938,0.320154,-0.038543,-0.35063,-0.827542,0.100462,-0.198543,-0.636723,-0.92123,,,,,,,,,0.427692,0.223846,0.039776,-0.108683,0.427692,0.034615,0.039776,-0.246499,0.581538,0.034615,0.151821,-0.246499,1.066154,0.034615,0.504762,-0.246499,1.066154,0.030769,0.504762,-0.2493,,,,,15,27,0,15,76,0,172,76,0,358,76,0,358,768,0,,,,1.066154,-0.513425,799,134.3,63.21,87.58,0.347385,winner,0.496527,4866021.35,0.0,ok,False,,834,ok,bhavcopy_daily
INE037Z01029,Concord Enviro Systems Ltd.,MB,701.0,701.0,2024-12-27,826.0,827.1,0.178317,0.179886,0.179886,0.0,0.0,0.0,0.125892,-0.045762,-0.053798,-0.060318,-0.079957,-0.220227,-0.189942,-0.123502,-0.294151,-0.401765,-0.389417,-0.254369,-0.162696,-0.290352,-0.366964,-0.286237,-0.358417,-0.456233,-0.549831,-0.394074,,,,,,,,,,,,,,,,,0.226819,-0.098146,0.039778,-0.235643,0.226819,-0.407989,0.039778,-0.498247,0.226819,-0.407989,0.039778,-0.498247,0.226819,-0.501213,0.039778,-0.577258,,,,,,,,,0,17,0,0,62,0,0,62,0,0,347,0,,,,,,,0.226819,-0.708318,445,860.0,235.0,253.15,-0.638873,loser,0.540677,25424804.4,0.0,ok,False,,354,ok,bhavcopy_daily
INE039O01029,Jash Engineering Ltd.,SME,120.0,24.0,2017-10-11,28.8,28.8,0.2,0.2,0.223333,0.019444,0.008267,0.008407,0.394583,0.162153,0.139513,0.138764,0.525417,0.271181,0.237434,0.206355,0.8175,0.514583,0.449745,0.323006,0.177917,-0.018403,-0.061704,-0.063655,-0.258333,-0.381944,-0.406967,-0.161524,-0.147083,-0.289236,-0.421462,-0.003877,0.76625,0.471875,0.278641,0.673098,5.946667,4.788889,4.062164,4.303782,,,,,0.708333,0.108333,0.423611,-0.076389,0.89,0.108333,0.575,-0.076389,0.89,0.108333,0.575,-0.076389,0.89,-0.258333,0.575,-0.381944,0.89,-0.415,0.575,-0.5125,6.208333,-0.415,5.006944,-0.5125,22,1,0,91,1,0,91,1,0,91,365,0,91,495,0,1798,495,0,28.122917,-0.673086,404,698.95,14.04,448.9,17.704167,multibagger,0.53286,6039279.375,0.035168,ok,False,,1962,ok,bhavcopy_daily
INE03CM01014,Gleam Fabmat Ltd.,SME,10.0,10.0,2019-03-05,9.0,8.55,-0.1,-0.145,-0.187,-0.049123,-0.055089,-0.059627,-0.222,-0.090058,-0.118614,-0.129043,-0.365,-0.25731,-0.312878,-0.295881,-0.454,-0.361404,-0.455529,-0.400897,-0.675,-0.619883,-0.602632,-0.46797,-0.794,-0.759064,-0.783051,-0.672205,-0.827,-0.797661,-1.170204,-1.187828,-0.819,-0.788304,-1.266841,-1.479043,-0.819,-0.788304,-1.821419,-2.680685,,,,,-0.1,-0.5,0.052632,-0.415205,-0.1,-0.5,0.052632,-0.415205,-0.1,-0.675,0.052632,-0.619883,-0.1,-0.794,0.052632,-0.759064,-0.1,-0.835,0.052632,-0.807018,-0.1,-0.835,0.052632,-0.807018,0,21,,0,21,,0,146,,0,359,,0,384,,0,384,,0.645,-0.807018,384,16.45,1.65,16.45,0.645,winner,1.694352,89650.0,0.743243,low,False,,74,ok,bhavcopy_daily
INE03JT01014,Go Digit General Insurance Ltd.,MB,272.0,272.0,2024-05-23,286.0,306.0,0.051471,0.125,0.103676,-0.018954,-0.018495,-0.017683,0.097059,-0.024837,-0.003981,-0.003818,0.228309,0.09183,0.068604,0.018765,0.321324,0.17451,0.094229,0.042405,0.198162,0.065033,0.04839,0.010771,0.190074,0.057843,-0.024251,0.017109,0.137868,0.011438,-0.021289,-0.044552,,,,,,,,,,,,,0.367647,0.024081,0.215686,-0.089706,0.409559,0.024081,0.252941,-0.089706,0.497794,0.024081,0.331373,-0.089706,0.497794,-0.027206,0.331373,-0.135294,,,,,,,,,20,12,0,90,12,0,104,12,0,104,319,0,,,,,,,0.497794,-0.300954,102,407.4,264.6,306.6,0.127206,flat,0.338775,154731145.05,0.003976,ok,False,,503,ok,bhavcopy_daily
INE03KJ01013,Shigan Quantum Technologies Ltd.,SME,50.0,50.0,2022-03-11,61.0,64.05,0.22,0.281,0.281,0.0,0.0,0.0,0.416,0.105386,0.065905,0.086602,1.505,0.955504,0.886119,0.86448,0.832,0.430133,0.455908,0.495914,1.052,0.601874,0.529542,0.549627,0.48,0.155347,0.108298,0.154634,1.3,0.795472,0.44292,0.169801,0.66,0.295863,-0.05469,-0.27731,,,,,,,,,1.8,0.164,1.185792,-0.091335,1.8,0.164,1.185792,-0.091335,1.8,0.164,1.185792,-0.091335,1.8,0.164,1.185792,-0.091335,2.336,0.164,1.604215,-0.091335,,,,,19,0,0,19,0,0,19,0,0,19,0,0,669,0,0,,,,2.336,-0.74283,714,166.8,41.2,72.7,0.454,winner,0.686989,918000.0,0.189071,low,False,,915,ok,bhavcopy_daily
INE03NU01014,Brigade Hotel Ventures Ltd.,MB,90.0,90.0,2025-07-31,81.1,85.32,-0.098889,-0.052,-0.063333,-0.011955,-0.003759,0.004435,-0.100111,-0.05075,-0.043798,-0.027941,-0.032222,0.020863,0.03465,0.058082,-0.072444,-0.021566,-0.066361,-0.037157,-0.345222,-0.309306,-0.335572,-0.221,,,,,,,,,,,,,,,,,,,,,0.019667,-0.139667,0.075598,-0.092475,0.019667,-0.139667,0.075598,-0.092475,0.019667,-0.355333,0.075598,-0.319972,,,,,,,,,,,,,19,6,19,19,6,19,19,176,19,,,,,,,,,,0.019667,-0.387317,223,91.77,54.36,62.34,-0.307333,loser,0.260073,9793487.49,0.0,ok,False,,207,ok,bhavcopy_daily
INE03Q201024,Glenmark Life Sciences Ltd.,MB,720.0,720.0,2021-08-06,751.1,748.2,0.043194,0.039167,0.039167,0.0,0.0,0.0,0.052431,0.012764,-0.005151,0.032854,-0.063819,-0.099105,-0.165947,-0.094964,-0.12375,-0.156776,-0.26015,-0.227501,-0.210903,-0.240644,-0.319354,-0.345363,-0.374444,-0.398022,-0.469415,-0.384533,-0.117083,-0.150361,-0.35228,-0.401743,0.296389,0.247527,-0.233893,-0.625264,,,,,,,,,0.111042,-0.075625,0.069166,-0.110465,0.111042,-0.164444,0.069166,-0.195937,0.111042,-0.215278,0.069166,-0.244854,0.111042,-0.477778,0.069166,-0.497461,0.347222,-0.4875,0.296445,-0.506816,,,,,0,18,0,0,80,0,0,174,0,0,208,0,1062,565,0,,,,0.854306,-0.510423,567,1335.1,369.0,1032.5,0.434028,winner,0.324089,12466850.9,0.0,ok,False,,1191,ok,bhavcopy_daily
INE03WT01017,Roopshri Resorts Ltd.,SME,20.0,20.0,2019-04-01,20.25,20.25,0.0125,0.0125,0.0125,0.0,-0.003775,0.000874,0.0125,0.0,0.00554,0.009225,0.0125,0.0,-0.00677,0.029569,0.0125,0.0,-0.016835,0.059584,0.12,0.106173,0.122858,0.254281,0.125,0.111111,0.374318,0.528005,0.075,0.061728,-0.197206,-0.204536,0.15,0.135802,-0.360858,-0.583764,0.865,0.841975,-0.071352,-0.768031,,,,,0.0125,0.0,0.0,-0.012346,0.0125,0.0,0.0,-0.012346,0.12,0.0,0.106173,-0.012346,0.2125,0.0,0.197531,-0.012346,0.2125,0.0,0.197531,-0.012346,0.865,0.0,0.841975,-0.012346,0,8,0,0,8,0,169,8,0,204,8,0,204,8,0,1800,8,0,2.41,-0.154167,741,68.2,20.0,68.2,2.41,multibagger,0.798071,204600.0,0.894737,low,False,,57,ok,bhavcopy_daily
INE03YM01018,Chemcon Speciality Chemicals Ltd.,MB,340.0,340.0,2020-10-01,731.0,584.8,1.15,0.72,0.72,0.0,0.0,0.0,0.491324,-0.132951,-0.169533,-0.1357,0.210588,-0.29617,-0.315917,-0.283698,0.468088,-0.14646,-0.371109,-0.352163,0.216471,-0.29275,-0.594967,-0.699463,0.276324,-0.257951,-0.793567,-1.121531,0.322059,-0.231361,-0.728639,-1.056673,-0.172059,-0.518639,-1.238739,-1.945522,-0.209235,-0.540253,-1.695916,-2.852602,,,,,1.150735,0.170588,0.250427,-0.319425,1.150735,0.170588,0.250427,-0.319425,1.150735,0.170588,0.250427,-0.319425,1.150735,0.170588,0.250427,-0.319425,1.150735,-0.35,0.250427,-0.622093,1.150735,-0.529412,0.250427,-0.726402,0,28,0,0,28,0,0,28,0,0,28,0,0,908,0,0,1649,0,1.150735,-0.784679,2006,731.25,125.0,207.88,-0.388588,loser,0.403845,18741126.575,0.0,ok,False,,1400,ok,bhavcopy_daily
INE040M01013,Tree House Education & Accessories Ltd.,MB,135.0,135.0,2011-08-26,132.0,117.6,-0.022222,-0.128889,-0.128889,0.0,0.0,,-0.073704,0.06335,0.001806,,0.291481,0.482568,0.457304,,0.294074,0.485544,0.493495,,0.547407,0.776361,0.63282,,0.834815,1.106293,0.971725,,0.777778,1.040816,0.888335,,1.838148,2.258078,1.592823,,-0.742222,-0.704082,-1.526041,,-0.936667,-0.927296,-3.401842,,0.361111,-0.221111,0.5625,-0.105867,0.56963,-0.221111,0.801871,-0.105867,0.785185,-0.221111,1.04932,-0.105867,0.957778,-0.221111,1.247449,-0.105867,2.032963,-0.221111,2.481718,-0.105867,3.140741,-0.769259,3.753401,-0.735119,27,0,0,75,0,0,171,0,0,361,0,0,1043,0,0,1270,1817,0,3.140741,-0.994439,1990,559.0,2.75,6.78,-0.949778,wipeout,0.522835,879657.24,0.015106,low,False,,3641,ok,bhavcopy_daily
