isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,cohort,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_fin_year,pre_ipo_years_available,pat_yr3_src,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src
INE344S01016,InfoBeans Technologies Ltd.,SME,INFOBEAN,543644,2017-04-18,2017-04-21,2017-05-02,58.00,36.78,Fixed Price,NSE SME,Sarthi Capital Advisors,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,35,chittorgarh,2.00,chittorgarh,5.4,chittorgarh,,,69.60,chittorgarh,69.60,chittorgarh,69.60,chittorgarh,69.60,chittorgarh,Acquisitions and Other Strategic Initiatives | Technical Development | Investment in the Subsidiaries | Advertising and Sales Promotion | General Corporate Purposes | Issue Expenses,chittorgarh,37,chittorgarh
INE870V01014,KMS Medisurgi Ltd.,SME,,540468,2017-04-12,2017-04-17,2017-04-24,30.00,2.70,Fixed Price,BSE SME,Navigant Corporate,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naysaa Securities Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,30.00,chittorgarh,32.40,chittorgarh,30.00,chittorgarh,30.50,chittorgarh,To part-finance incremental working capital requirements,chittorgarh,3,chittorgarh
INE895W01019,Panache Digilife Ltd.,SME,PANACHE,,2017-04-11,2017-04-17,2017-04-25,81.00,14.58,Bookbuilding,NSE SME,Pantomath Capital,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,14,chittorgarh,1.00,chittorgarh,6.7,chittorgarh,,,84.00,chittorgarh,86.80,chittorgarh,84.00,chittorgarh,85.75,chittorgarh,Working Capital Requirement | General corporate purposes,chittorgarh,15,chittorgarh
INE112X01025,Sikko Industries Ltd.,SME,SIKKO,,2017-04-05,2017-04-07,2017-04-18,32.00,5.12,Fixed Price,NSE SME,Swastika Investmart,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,34.40,chittorgarh,35.50,chittorgarh,34.10,chittorgarh,35.20,chittorgarh,Working Capital Requirement | General Corporate Purpose | Public Issue Expenses,chittorgarh,5,chittorgarh
INE617I01024,ASL Industries Ltd.,SME,AVATAR,,2017-03-31,2017-04-07,2017-04-18,35.00,9.80,Fixed Price,NSE SME,Oneview Corporate,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,9,chittorgarh,1.00,chittorgarh,10.0,chittorgarh,,,33.10,chittorgarh,36.00,chittorgarh,32.00,chittorgarh,35.05,chittorgarh,Funding working capital requirements of the Company | General Corporate Expenses | Issue Expenses,chittorgarh,10,chittorgarh
INE964W01021,M.K.Proteins Ltd.,SME,MKPL,543919,2017-03-31,2017-04-07,2017-04-18,70.00,10.23,Fixed Price,NSE SME,Sarthi Capital Advisors,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,10,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,72.00,chittorgarh,72.05,chittorgarh,70.20,chittorgarh,72.00,chittorgarh,Working Capital Requirements | Issue Expenses,chittorgarh,10,chittorgarh
INE953W01016,Escorp Asset Management Ltd.,SME,,540455,2017-03-31,2017-04-06,2017-04-17,15.00,3.24,Fixed Price,BSE SME,BCB Brokerage,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCB Brokerage Pvt.Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,15.00,chittorgarh,15.10,chittorgarh,15.00,chittorgarh,15.10,chittorgarh,Repayment of Loans | General Corporate Expenses,chittorgarh,3,chittorgarh
INE060X01034,Dev Information Technology Ltd.,SME,DEVIT,543462,2017-03-31,2017-04-06,2017-04-17,42.00,6.25,Fixed Price,NSE SME,Hem Securities,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Finlease Pvt.Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,50.40,chittorgarh,50.40,chittorgarh,50.40,chittorgarh,50.40,chittorgarh,To Meet Working Capital Requirement | General Corporate Expenses,chittorgarh,6,chittorgarh
INE593W01028,Focus Lighting & Fixtures Ltd.,SME,FOCUS,,2017-03-30,2017-04-05,2017-04-13,45.00,4.05,Fixed Price,NSE SME,Sarthi Capital Advisors,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,54.00,chittorgarh,54.00,chittorgarh,54.00,chittorgarh,54.00,chittorgarh,Working Capital Requirements | Issue Expenses,chittorgarh,4,chittorgarh
INE985W01018,Creative Peripherals & Distribution Ltd.,SME,CREATIVE,544631,2017-03-29,2017-04-03,2017-04-12,75.00,13.50,Bookbuilding,NSE SME,Pantomath Capital,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,13,chittorgarh,1.00,chittorgarh,7.1,chittorgarh,,,75.75,chittorgarh,83.75,chittorgarh,75.75,chittorgarh,83.25,chittorgarh,Working Capital Requirement | General corporate purposes,chittorgarh,14,chittorgarh
INE802W01015,Bohra Industries Ltd.,SME,BOHRA,,2017-03-23,2017-03-27,2017-04-05,55.00,25.15,Bookbuilding,NSE SME,Pantomath Capital,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,24,chittorgarh,1.00,chittorgarh,4.0,chittorgarh,,,56.20,chittorgarh,58.40,chittorgarh,55.50,chittorgarh,57.85,chittorgarh,To Purchase of Machinery and Equipment for SSP Expansion | To meet working capital requirements | To meet general corporate purpose,chittorgarh,25,chittorgarh
INE792V01010,Relstruct Buildcon Ltd.,SME,,540426,2017-03-22,2017-03-24,2017-04-05,50.00,23.36,Fixed Price,BSE SME,Monarch Networth Capital,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monarch Networth Capital Ltd.,chittorgarh,22,chittorgarh,1.00,chittorgarh,4.3,chittorgarh,,,50.00,chittorgarh,50.00,chittorgarh,46.00,chittorgarh,46.75,chittorgarh,"To finance the development and construction related expenditures of the Green Park Project Boisar, Maharashtra and Stanza, Chembur, Mumbai & Future Projects | Purchase of Equipments | General Corporate Expenses | Issue Expenses",chittorgarh,23,chittorgarh
INE546V01010,Euro India Fresh Foods Ltd.,SME,EIFFL,,2017-03-21,2017-03-24,2017-03-31,78.00,51.26,Fixed Price,NSE SME,Pantomath Capital,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,35,chittorgarh,14,chittorgarh,27.5,chittorgarh,,,82.40,chittorgarh,92.75,chittorgarh,82.40,chittorgarh,89.85,chittorgarh,Repayment of certain unsecured borrowings availed by the Company | Working Capital Requirements | General Corporate Purposes,chittorgarh,51,chittorgarh
INE442V01012,Prime Customer Services Ltd.,SME,,540404,2017-03-20,2017-03-23,2017-03-31,60.00,7.28,Fixed Price,BSE SME,Aryaman Financial,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,2,chittorgarh,5,chittorgarh,71.4,chittorgarh,,,169.00,chittorgarh,169.00,chittorgarh,169.00,chittorgarh,169.00,chittorgarh,Long term working capital requirement | Expenditure for General Corporate Purposes,chittorgarh,7,chittorgarh
INE711V01010,Oceanic Foods Ltd.,SME,,540405,2017-03-20,2017-03-22,2017-03-31,65.00,6.50,Fixed Price,BSE SME,Pantomath Capital,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,6,chittorgarh,1.00,chittorgarh,14.3,chittorgarh,,,65.00,chittorgarh,66.80,chittorgarh,64.00,chittorgarh,65.20,chittorgarh,Working Capital Requirements | General Corporate Purpose,chittorgarh,7,chittorgarh
INE208U01019,Octaware Technologies Ltd.,SME,,540416,2017-03-17,2017-03-24,2017-04-03,90.00,8.60,Fixed Price,BSE SME,Aryaman Financial,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,4,chittorgarh,5,chittorgarh,55.6,chittorgarh,,,91.00,chittorgarh,93.00,chittorgarh,90.10,chittorgarh,90.55,chittorgarh,Investment in the subsidiary company – Octaware Technologies Gulf FZE | General Corporate Purposes,chittorgarh,9,chittorgarh
INE544W01021,Maximus International Ltd.,SME,,540401,2017-03-17,2017-03-22,2017-03-30,25.00,3.77,Fixed Price,BSE SME,Aryaman Financial,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,23.00,chittorgarh,25.55,chittorgarh,23.00,chittorgarh,25.10,chittorgarh,Funding Long Term Working Capital Requirement | Expenditure for General Corporate Purposes,chittorgarh,4,chittorgarh
INE800W01019,Manas Properties Ltd.,SME,,540402,2017-03-17,2017-03-22,2017-03-30,360.00,39.96,Fixed Price,BSE SME,Aryaman Financial,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,3,chittorgarh,35,chittorgarh,87.5,chittorgarh,,,360.55,chittorgarh,364.90,chittorgarh,360.00,chittorgarh,360.20,chittorgarh,Repayment of Loansto make the company debt free | Acquisition of property for expansion of own/lease portfolio | Expenditure for General Corporate Purposes,chittorgarh,40,chittorgarh
INE801V01019,Laxmi Cotspin Ltd.,SME,LAXMICOT,,2017-03-17,2017-03-22,2017-03-31,20.00,9.60,Fixed Price,NSE SME,Hem Securities,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Finlease Pvt.Ltd.,chittorgarh,,,9,chittorgarh,90.0,chittorgarh,,,21.00,chittorgarh,21.35,chittorgarh,19.50,chittorgarh,19.90,chittorgarh,,,10,chittorgarh
INE784W01015,Manomay Tex India Ltd.,SME,MANOMAY,540396,2017-03-15,2017-03-20,2017-03-28,30.00,11.41,Bookbuilding,BSE SME,Pantomath Capital,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,11,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,32.40,chittorgarh,32.40,chittorgarh,30.00,chittorgarh,31.95,chittorgarh,Working capital requirement | General Corporate Purpose,chittorgarh,11,chittorgarh
INE298W01016,Chemcrux Enterprises Ltd.,SME,,540395,2017-03-15,2017-03-20,2017-03-28,18.00,2.40,Fixed Price,BSE SME,Pantomath Capital,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,2,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,21.60,chittorgarh,21.60,chittorgarh,21.60,chittorgarh,21.60,chittorgarh,Working Capital Requirements | General Corporate Purpose,chittorgarh,2,chittorgarh
INE801W01017,Jash Dealmark Ltd.,SME,,540394,2017-03-15,2017-03-17,2017-03-27,40.00,5.40,Fixed Price,BSE SME,Gretex Corporate,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gretex Share Broking Pvt.Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,39.80,chittorgarh,40.10,chittorgarh,38.05,chittorgarh,38.05,chittorgarh,Working Capital Requirement | Issue Expenses,chittorgarh,5,chittorgarh
INE645W01026,Airan Ltd.,SME,AIRAN,543811,2017-03-14,2017-03-16,2017-03-24,45.00,14.85,Fixed Price,NSE SME,Swastika Investmart,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,14,chittorgarh,1.00,chittorgarh,6.7,chittorgarh,,,54.00,chittorgarh,54.00,chittorgarh,51.35,chittorgarh,53.85,chittorgarh,Working Capital Requirement | Capital Expenditure | General Corporate Purpose | Public Issue Expenses,chittorgarh,15,chittorgarh
INE017W01010,Sarthak Metals Ltd.,SME,SMLT,540393,2017-03-10,2017-03-17,2017-03-27,30.00,10.91,Fixed Price,BSE SME,Oneview Corporate,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,4,chittorgarh,6,chittorgarh,54.5,chittorgarh,,,29.45,chittorgarh,31.40,chittorgarh,27.70,chittorgarh,30.75,chittorgarh,To part repayment of existing working capital facility of the Company | General Corporate Purpose | Offer Expenses,chittorgarh,11,chittorgarh
INE714U01024,IFL Enterprises Ltd.,SME,,540377,2017-03-07,2017-03-10,2017-03-21,20.00,3.25,Fixed Price,BSE SME,Aryaman Financial,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSB E-Trade Securities Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,19.80,chittorgarh,20.05,chittorgarh,16.60,chittorgarh,20.05,chittorgarh,Repayment of Unsecured Loans from NBFC | General Corporate Expenses,chittorgarh,3,chittorgarh
INE753W01010,Sanginita Chemicals Ltd.,SME,SANGINITA,,2017-03-01,2017-03-03,2017-03-10,22.00,10.05,Fixed Price,NSE SME,Swastika Investmart,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,10,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,23.00,chittorgarh,23.45,chittorgarh,22.50,chittorgarh,22.90,chittorgarh,Working Capital Requirement | General Corporate Purpose | Public Issue Expenses,chittorgarh,10,chittorgarh
INE737W01013,Akash Infra-Projects Ltd.,SME,AKASH,,2017-02-28,2017-03-06,2017-03-15,125.00,25.50,Fixed Price,NSE SME,Tipsons Consultancy,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,14,chittorgarh,10,chittorgarh,38.5,chittorgarh,,,124.50,chittorgarh,131.60,chittorgarh,124.50,chittorgarh,128.15,chittorgarh,Long term working capital requirement | General Corporate Purpose | Company’s share of Issue related Expenses,chittorgarh,26,chittorgarh
INE655V01019,RMC Switchgears Ltd.,SME,RMC,540358,2017-02-28,2017-03-03,2017-03-14,27.00,4.15,Fixed Price,BSE SME,Hem Securities,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,2,chittorgarh,2,chittorgarh,50.0,chittorgarh,,,29.50,chittorgarh,32.40,chittorgarh,29.00,chittorgarh,32.40,chittorgarh,To Meet Working Capital Requirement | General Corporate Purpose,chittorgarh,4,chittorgarh
INE439T01012,Nitiraj Engineers Ltd.,SME,NITIRAJ,,2017-02-20,2017-03-01,2017-03-09,100.00,22.01,Fixed Price,NSE SME,Arihant Capital,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alacrity Securities Ltd.,chittorgarh,21,chittorgarh,1.00,chittorgarh,4.5,chittorgarh,,,97.00,chittorgarh,97.10,chittorgarh,87.00,chittorgarh,94.50,chittorgarh,Development of new products | Setting up manufacturing Unit for the existing and new range of products | Expansion of Marketing Network and Brand building | General Corporate Purposes | Issue Expenses,chittorgarh,22,chittorgarh
INE978V01015,Tanvi Foods (India) Ltd.,SME,,540332,2017-02-17,2017-02-22,2017-03-02,60.00,6.60,Fixed Price,BSE SME,Aryaman Financial,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,4,chittorgarh,3,chittorgarh,42.9,chittorgarh,,,65.00,chittorgarh,65.00,chittorgarh,60.10,chittorgarh,60.25,chittorgarh,Long term working capital requirement | Expenditure for General Corporate Purposes,chittorgarh,7,chittorgarh
INE291W01037,Global Education Ltd.,SME,GLOBAL,,2017-02-16,2017-02-21,2017-03-02,150.00,10.25,Bookbuilding,NSE SME,Hem Securities,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Finlease Pvt.Ltd.,chittorgarh,10,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,180.00,chittorgarh,180.00,chittorgarh,180.00,chittorgarh,180.00,chittorgarh,To Meet working capital requirement | General corporate purpose,chittorgarh,10,chittorgarh
INE506W01012,Krishana Phoschem Ltd.,SME,KRISHANA,,2017-02-13,2017-02-16,2017-02-27,30.00,19.73,Fixed Price,NSE SME,Hem Securities,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Finlease Pvt.Ltd.,chittorgarh,,,19,chittorgarh,95.0,chittorgarh,,,36.00,chittorgarh,36.00,chittorgarh,34.00,chittorgarh,36.00,chittorgarh,,,20,chittorgarh
INE395H01011,Steel City Securities Ltd.,SME,STEELCITY,,2017-02-06,2017-02-09,2017-02-17,55.00,26.99,Fixed Price,NSE SME,Keynote Financial,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keynote Capitals Ltd.,chittorgarh,14,chittorgarh,12,chittorgarh,44.4,chittorgarh,,,55.00,chittorgarh,56.00,chittorgarh,49.40,chittorgarh,50.10,chittorgarh,Investment in technology upgradation & office infrastructure for expansion of e business | Setting up of AADHAAR Enrolment centre at all the existing branches | Enhancement of the Company’s brand through advertising and other brand-building activities | Working Capital Requirements | Offer Expenses | General Corporate Purpose,chittorgarh,27,chittorgarh
INE813V01022,Madhav Copper Ltd.,SME,MCL,,2017-01-23,2017-01-27,2017-02-06,81.00,4.48,Fixed Price,NSE SME,Pantomath Capital,2017,2006-2019,,20.0,36.0,,1.0,2.0,,0.0,1.0,,0.19,0.3,,6.0,6.0,,12.0,9.0,,-3.0,2.0,,2.0,3.0,36.0,1.0,2.78,33.33,2.0,Mar 2016,2,screener,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,90.50,chittorgarh,97.20,chittorgarh,85.00,chittorgarh,93.80,chittorgarh,Working Capital Requirements | General Corporate Purpose,chittorgarh,4,chittorgarh
INE459U01018,Super Fine Knitters Ltd.,SME,,540269,2017-01-18,2017-01-24,2017-02-02,12.00,4.08,Fixed Price,BSE SME,Oneview Corporate,2017,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,12.60,chittorgarh,12.60,chittorgarh,12.60,chittorgarh,12.60,chittorgarh,"Repayment/ prepayment, in full or part, of certain indebtedness of the Company",chittorgarh,4,chittorgarh
INE02EZ01022,Axita Cotton Ltd.,SME,AXITA,542285,2018-12-27,2019-01-02,2019-01-10,60.00,10.51,Fixed Price,BSE SME,Beeline Broking,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,10,chittorgarh,1.00,chittorgarh,9.1,chittorgarh,,,61.00,chittorgarh,64.05,chittorgarh,61.00,chittorgarh,62.10,chittorgarh,Net Incremental Working Capital Requirement,chittorgarh,11,chittorgarh
INE452W01019,Deccan Health Care Ltd.,SME,,542248,2018-12-18,2018-12-20,2018-12-31,100.00,42.12,Bookbuilding,BSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,20,chittorgarh,20,chittorgarh,47.6,chittorgarh,,,108.00,chittorgarh,113.40,chittorgarh,108.00,chittorgarh,113.40,chittorgarh,Repayment/Prepayment of certain secured borrowings availed by the Company | Purchase of Plant & Machinery and related civil work | General Corporate Purposes,chittorgarh,42,chittorgarh
INE01NE01012,Shankar Lal Rampal Dye-Chem Ltd.,SME,SRD,542232,2018-12-12,2018-12-14,2018-12-24,45.00,7.29,Fixed Price,BSE SME,Finshore Management,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shilpa Stock Broker Pvt.Ltd.,chittorgarh,7,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,46.15,chittorgarh,47.10,chittorgarh,46.05,chittorgarh,46.80,chittorgarh,Working Capital Requirement | Public issue expenses,chittorgarh,7,chittorgarh
INE02CV01017,DRS Dilip Roadlines Ltd.,SME,DRSDILIP,,2018-11-27,2018-11-30,2018-12-10,75.00,31.50,Fixed Price,NSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,30,chittorgarh,2.00,chittorgarh,6.2,chittorgarh,,,75.15,chittorgarh,75.45,chittorgarh,75.10,chittorgarh,75.15,chittorgarh,Repayment Of Unsecured Loans | Setting up additional Warehouse in the state of Telangana | Acquiring Additional Branch for Expansion of business | Part repayment of the Cash Credit facilities | Part repayment of the Term Loans | General Corporate Purpose,chittorgarh,32,chittorgarh
INE01GR01018,Diksha Greens Ltd.,SME,,542155,2018-11-26,2018-11-28,2018-12-05,30.00,13.32,Fixed Price,BSE SME,Finshore Management,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikunj Stock Brokers Ltd.,chittorgarh,13,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,36.20,chittorgarh,36.20,chittorgarh,35.90,chittorgarh,35.90,chittorgarh,Working Capital Requirement | Public issue expenses,chittorgarh,13,chittorgarh
INE01Z401013,Shubhlaxmi Jewel Art Ltd.,SME,SHUBHLAXMI,,2018-11-22,2018-11-27,2018-12-04,26.00,6.51,Fixed Price,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,6,chittorgarh,1.00,chittorgarh,14.3,chittorgarh,,,27.10,chittorgarh,27.80,chittorgarh,27.10,chittorgarh,27.20,chittorgarh,Funding working capital requirements of the Company | General Corporate Purpose,chittorgarh,7,chittorgarh
INE02AP01013,Roni Households Ltd.,SME,,542145,2018-11-19,2018-11-22,2018-12-03,20.00,3.00,Fixed Price,BSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,20.05,chittorgarh,20.50,chittorgarh,20.40,chittorgarh,20.50,chittorgarh,Repayment of Unsecured Loan | Working Capital Requirements | Funding expenditure for General Corporate Purposes,chittorgarh,3,chittorgarh
INE951Z01013,Shree Krishna Infrastructure Ltd.,SME,,542146,2018-11-15,2018-11-22,2018-12-03,13.00,1.17,Fixed Price,BSE SME,Finshore Management,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,,,1,chittorgarh,100.0,chittorgarh,,,12.35,chittorgarh,12.35,chittorgarh,12.35,chittorgarh,12.35,chittorgarh,,,1,chittorgarh
INE00F301010,Ultra Wiring Connectivity System Ltd.,SME,UWCSL,,2018-10-12,2018-10-17,2018-10-26,35.00,4.82,Fixed Price,NSE SME,D&A Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K.K.Securities Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,33.10,chittorgarh,34.00,chittorgarh,31.50,chittorgarh,33.20,chittorgarh,"For Construction & Setting up of New Unit at Plot No. 300, Sector 68, IMT, Faridabad, by setting up a parallel production line for manufacture of Connector and New Line for manufacturing of Blade Fuse | Working Capital Requirement | General Corporate Purposes | Issue Expenses",chittorgarh,5,chittorgarh
INE01GN01025,IRIS Clothings Ltd.,SME,IRISDOREME,,2018-10-10,2018-10-12,2018-10-23,90.00,11.07,Fixed Price,NSE SME,VC Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choice Equity Broking Pvt.Ltd.,chittorgarh,11,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,92.00,chittorgarh,92.00,chittorgarh,89.00,chittorgarh,90.00,chittorgarh,Incremental Working Capital Requirement | Issue Expenses | General Corporate Purposes,chittorgarh,11,chittorgarh
INE00SW01015,BCPL Railway Infrastructure Ltd.,SME,BCPL,542057,2018-10-05,2018-10-19,2018-10-29,35.00,17.01,Fixed Price,BSE SME,Gretex Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gretex Share Broking Pvt.Ltd. NNM Securities Pvt.Ltd.,chittorgarh,14,chittorgarh,2,chittorgarh,11.8,chittorgarh,,,37.00,chittorgarh,37.80,chittorgarh,36.30,chittorgarh,36.30,chittorgarh,,,17,chittorgarh
INE00Q901014,S.M.Gold Ltd.,SME,,542034,2018-10-03,2018-10-10,2018-10-19,30.00,7.50,Fixed Price,BSE SME,First Overseas,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alacrity Securities Ltd.,chittorgarh,7,chittorgarh,1.00,chittorgarh,12.5,chittorgarh,,,30.60,chittorgarh,30.60,chittorgarh,28.60,chittorgarh,28.60,chittorgarh,Capital Expenditure for Business Expansion | Working Capital Loan requirement | General Corporate Purposes,chittorgarh,8,chittorgarh
INE647Z01025,Veeram Infra Engineering Ltd.,SME,,542046,2018-09-28,2018-10-12,2018-10-23,51.00,10.74,Fixed Price,BSE SME,First Overseas,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alacrity Securities Ltd.,chittorgarh,10,chittorgarh,1.00,chittorgarh,9.1,chittorgarh,,,53.00,chittorgarh,51.25,chittorgarh,48.75,chittorgarh,51.25,chittorgarh,To meet the Working Capital Requirements,chittorgarh,11,chittorgarh
