isin,company_name,type,cohort,instrument_type,nse_symbol,bse_script_code,ticker_ns,ticker_bo,open_date,close_date,listing_date,issue_price,issue_size_cr,issue_amount_cr,fresh_issue_cr,ofs_cr,ofs_pct,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,anchor_allocation_cr,lead_manager,market_maker,year,broad_sector,sector,industry,market_cap_cr,market_cap_class,pricing_method,listing_at,market_maker_src,fresh_issue_cr_src,ofs_cr_src,ofs_pct_src,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr_src,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src,confidence,confidence_reason,isin_xchg_check,ticker_needs_review,name_at_ipo,official_isin_name,name_isin_check
INE0W4K01013,BLT Logistics Ltd.,SME,boom,equity,,544474,,544474.BO,2025-08-04,2025-08-06,2025-08-11,75.00,10,9.72,9,1.00,10.0,81.8,668.9,637.4,504.4,20.0,99.95,72.94,2.69,Beeline Capital,Spread X Securities Pvt.Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,90.95,chittorgarh,95.49,chittorgarh,90.95,chittorgarh,95.49,chittorgarh,Funding capital expenditure requirement of our company towards purchase of trucks (“Vehicles”) and ancillary equipment (“Equipment”) | To Meet Working Capital Requirements | General Corporate Purpose,chittorgarh,chittorgarh,147.24,1380.65,2019.29,3547.18,71,True,3200,240000,6.8,4,49,11,,40,49,,9,10,,3,4,,8.9,11,,5,9,,7,7,,21,26,,3,3,8.16,44.44,0.78,49,4,Mar 2025,2,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,BLT Logistics Ltd.,BLT Logistics Ltd,match
INE1IBY01019,Essex Marine Ltd.,SME,boom,equity,,544475,,544475.BO,2025-08-04,2025-08-06,2025-08-11,54.00,23,23.01,22,1.00,4.3,0,0,0,0,5.56,100,72.07,,Khandwala Securities,Gretex Share Broking Pvt.Ltd.,2025,,,,,,Fixed Price,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,43.20,chittorgarh,43.20,chittorgarh,41.04,chittorgarh,41.04,chittorgarh,"Expansion of existing peeling capacity at existing processing unit at Shankarpur Road, Kaluya Sanda, Kuliyata, West Bengal 721441 | Setting up of “Ready-to-Cook” Section by adding blanching in the existing process at the existing processing unit at Shankarpur Road, Kaluya Sanda, Kuliyata, West Bengal 721441 | Funding of working capital requirements of the Company | Repayment/pre-payment, in full or in part, of certain borrowings availed by the Company | General corporate purposes",chittorgarh,chittorgarh,,,,,,False,4000,0,,4,37,3.6,22,19,37,6,5,9,2,2,4,1.8,1.7,3.6,11,13,16,12,9,16,41,34,47,8,5,-5,10.81,25.00,1.00,37,4,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Essex Marine Ltd.,Essex Marine Ltd,match
INE0VCK01011,Flysbs Aviation Ltd.,SME,boom,equity,FLYSBS,,FLYSBS.NS,,2025-08-01,2025-08-05,2025-08-08,225.00,103,102.53,97,6.00,5.8,0,0,0,0,66.67,44.08,32.47,29.16,Vivro Financial,Giriraj Stock Broking Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,427.50,chittorgarh,448.85,chittorgarh,427.50,chittorgarh,448.85,chittorgarh,"Funding capital expenditure towards acquisition of six new aircraft on long term dry lease basis | Repayment/prepayment, in full or part, certain outstanding borrowings availed by the company | General Corporate Purposes",chittorgarh,chittorgarh,3738.96,8246.37,9759.01,21744.34,210,True,1200,270000,8.8,28,194,25.5,34,106,194,5,15,41,3,11,28,5.3,11.7,22.3,12,66,150,0,1,8,20,77,192,4,1,0,14.43,18.67,0.05,194,28,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Flysbs Aviation Ltd.,FlySBS Aviation Limited,match
INE0WL201014,Cash Ur Drive Marketing Ltd.,SME,boom,equity,CUDML,,CUDML.NS,,2025-07-31,2025-08-04,2025-08-07,130.00,61,60.79,55,3,4.9,0,0,0,0,19.23,78.21,57.23,17.19,Narnolia Financial,Prabhat Financial Services Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,155.00,chittorgarh,160.00,chittorgarh,147.25,chittorgarh,157.45,chittorgarh,Investment in Technology | Capital expenditure | Funding the Working Capital requirement | General Coporate Purposes,chittorgarh,chittorgarh,873.63,1168.91,1257.93,3300.47,123,True,2000,260000,9.2,18,139,14.2,79,94,139,7,13,24,5,9,18,4.3,7.7,13.4,14,24,56,5,0,0,76,93,94,-0,24,-14,12.95,32.14,0.00,139,18,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Cash Ur Drive Marketing Ltd.,Cash Ur Drive Marketing Limited,match
INE0VZX01015,Renol Polychem Ltd.,SME,boom,equity,RNPL,,RNPL.NS,,2025-07-31,2025-08-04,2025-08-07,105.00,26,25.77,24,2.00,7.7,0,0,0,0,9.52,99.99,69.1,4.03,Corporate Makers,Asnani Stock Broker Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,105.00,chittorgarh,105.00,chittorgarh,99.75,chittorgarh,99.75,chittorgarh,Capital Expenditure in requirements for the purchase of Machinery | Repayment of certain borrowings | To meet out the Working Capital Requirements | General Corporate Purposes,chittorgarh,chittorgarh,22.68,26.81,90.01,139.51,100,True,2400,252000,11.5,5,62,9.1,,6,62,,2,7,,2,5,,2.8,9.1,,9,13,,0,0,,15,23,,1,-1,8.06,38.46,0.00,62,5,Mar 2025,2,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Renol Polychem Ltd.,Renol Polychem Limited,match
INE1LJ801017,B.D.Industries (Pune) Ltd.,SME,boom,equity,,544468,,544468.BO,2025-07-30,2025-08-01,2025-08-06,108.00,45,45.36,43,2.00,4.4,1.3,3,1.3,1.8,,100,70.44,12.91,Aryaman Financial,Aryaman Capital Markets Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,108.90,chittorgarh,109.00,chittorgarh,108.00,chittorgarh,108.15,chittorgarh,Repayment or Pre-payment of borrowings of the Company | Funding Working Capital Requirement of the Company | Repayment or Pre-payment of its borrowings | Purchase of Machinery | Funding Working Capital Requirement | General Corporate Purpose,chittorgarh,chittorgarh,10.94,25.97,19.93,56.84,102,True,2400,259200,14,8,82,7.7,,,82,,,16,,,8,,,8.2,,,21,,,10,,,68,,,10,9.76,38.10,0.48,82,8,Mar 2025,1,sharescart,sharescart,,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,B.D.Industries (Pune) Ltd.,B. D. Industries (Pune) Ltd,match
INE1KH601014,Mehul Colours Ltd.,SME,boom,equity,,544472,,544472.BO,2025-07-30,2025-08-01,2025-08-06,72.00,22,21.66,21,1.00,4.5,13.5,8.3,3.6,7.5,8.33,96.86,69.23,6.15,Seren Capital,Asnani Stock Broker Pvt.Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,85.00,chittorgarh,89.25,chittorgarh,85.00,chittorgarh,86.03,chittorgarh,Funding of capital expenditure towards setup of a new manufacturing facility | Funding of Working Capital Requirements | General Corporate Purpose,chittorgarh,chittorgarh,55.69,34.79,25.87,116.35,68,True,3200,230400,9.9,6,23,7.3,21,22,23,4,5,8,3,3,6,3.9,4.3,7.3,8,12,17,0,0,0,11,14,19,5,2,2,26.09,35.29,0.00,23,6,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Mehul Colours Ltd.,Mehul Colours Ltd,match
INE14OX01013,Takyon Networks Ltd.,SME,boom,equity,,544471,,544471.BO,2025-07-30,2025-08-01,2025-08-06,54.00,20,20.48,19,1.00,5.0,13.3,27.6,20.1,20.3,,100,73.52,5.77,Hem Securities,Hem Finlease Pvt.Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,55.85,chittorgarh,58.00,chittorgarh,53.06,chittorgarh,55.72,chittorgarh,To Meet Working Capital requirements | Repayment of a portion of certain borrowing availed by the Company | General Corporate Purpose,chittorgarh,chittorgarh,51.22,110.14,137.92,299.28,51,True,4000,216000,8.2,7,103,6.6,63,108,103,6,11,13,3,5,7,2.7,5,6.6,23,28,35,5,3,2,70,73,86,-14,4,8,6.80,20.00,0.06,103,7,Mar 2025,3,sharescart,sharescart,,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Takyon Networks Ltd.,Takyon Networks Ltd,match
INE13ZD01013,Kaytex Fabrics Ltd.,SME,boom,equity,KAYTEX,,KAYTEX.NS,,2025-07-29,2025-07-31,2025-08-05,180.00,70,69.81,54,12,17.1,0,0,0,0,11.67,100,73.61,16.79,Socradamus Capital,Gretex Share Broking Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,144.00,chittorgarh,151.20,chittorgarh,136.80,chittorgarh,150.60,chittorgarh,"Funding capital expenditure for construction of additional warehouse facility in Amritsa | Funding capital expenditure for construction of dedicated sales office in Amritsar | Funding capital expenditure towards purchase of advanced fabric processing system for existing printing, dyeing and processing unit in Amritsar | Funding the incremental working capital requirements | General Corporate Purposes | Total",chittorgarh,chittorgarh,349.08,632.33,1136.88,2118.30,171,True,1600,288000,12.2,17,153,14.7,99,125,153,13,23,31,6,11,17,4.9,9.8,14.7,21,34,50,16,18,15,73,95,124,7,1,13,11.11,34.00,0.30,153,17,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Kaytex Fabrics Ltd.,Kaytex Fabrics Limited,match
INE15WN01014,Repono Ltd.,SME,boom,equity,,544463,,544463.BO,2025-07-28,2025-07-30,2025-08-04,96.00,27,26.68,25,2.00,7.4,29,79.7,67.4,60.5,12.5,99.32,72.47,7.60,Wealth Mine Networks,JSK Securities & Services Pvt.Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,89.99,chittorgarh,89.99,chittorgarh,85.50,chittorgarh,87.09,chittorgarh,"Funding Capital Expenditure towards Purchase of Forklift, Hand Pallet Trolley, Reach stacker | Funding of capital expenditure requirements of the Company towards set up of Warehouse Racking System | Funding towards the Development of Software for Warehouse Management | Funding the working capital requirements of the Company | General Corporate Purpose",chittorgarh,chittorgarh,147.14,409.39,598.21,1154.74,91,True,2400,230400,13.9,5,51,6.9,13,34,51,1,6,9,1,4,5,0.8,5.6,6.9,5,9,14,2,1,1,8,18,26,-1,-0,0,9.80,35.71,0.07,51,5,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Repono Ltd.,Repono Ltd,match
INE1P1A01018,Umiya Mobile Ltd.,SME,boom,equity,,544464,,544464.BO,2025-07-28,2025-07-30,2025-08-04,66.00,25,24.88,24,1.00,4.0,0,0,0,0,6.06,100,73.48,,Smart Horizon Capital,Shreni Shares Ltd.,2025,,,,,,Fixed Price,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,69.00,chittorgarh,70.00,chittorgarh,66.00,chittorgarh,68.78,chittorgarh,"Repayment or prepayment, in full or in part, of borrowings availed by the Company from banks and financial institutions | General corporate purposes",chittorgarh,chittorgarh,,,,,,False,4000,0,,2,451,2.3,212,333,451,2,2,6,0,0,2,0.2,0.2,2.2,6,6,8,2,1,1,37,53,67,-5,-5,-7,0.44,25.00,0.12,451,2,Mar 2024,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Umiya Mobile Ltd.,Umiya Mobile Ltd,match
INE0IJF01013,Sellowrap Industries Ltd.,SME,boom,equity,SELLOWRAP,,SELLOWRAP.NS,,2025-07-25,2025-07-29,2025-08-01,83.00,30,30.28,29,1.00,3.3,0,0,0,0,12.05,92.18,67.71,8.59,Gretex Corporate,Gretex Share Broking Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,90.00,chittorgarh,94.50,chittorgarh,85.50,chittorgarh,94.50,chittorgarh,"Capital Expenditure towards purchase of Plant & Machinery, Infrastructure Development and Other Auxiliary Equipments | Funding the Working Capital Requirements of the Company | General Corporate Purposes | Total",chittorgarh,chittorgarh,107.62,513.83,713.64,1335.09,79,True,3200,265600,7.9,10,162,10.5,132,138,162,10,15,22,3,6,10,3,6.3,9.9,34,40,54,15,11,15,93,99,142,2,11,21,6.17,18.52,0.28,162,10,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Sellowrap Industries Ltd.,Sellowrap Industries Limited,match
INE0FMZ01045,Shree Refrigerations Ltd.,SME,boom,equity,,544458,,544458.BO,2025-07-25,2025-07-29,2025-07-31,125.00,117,117.33,89,23,19.7,167.3,145,195.1,174.2,64.0,56.6,44.59,33.41,Narnolia Financial,Mansi Share & Stock Broking Pvt.Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,169.85,chittorgarh,177.70,chittorgarh,161.50,chittorgarh,175.40,chittorgarh,Funding the Working Capital requirement | General Corporate Purposes | Issue Expense,chittorgarh,chittorgarh,3726.97,3279.26,7614.82,14621.06,119,True,2000,250000,25.5,13,99,4.9,51,80,99,13,26,27,3,10,13,1.3,4.2,4.5,45,61,114,5,5,6,94,124,186,-4,-5,-25,13.13,11.40,0.05,99,13,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Shree Refrigerations Ltd.,Shree Refrigerations Ltd,match
INE161701011,Patel Chem Specialities Ltd.,SME,boom,equity,,544460,,544460.BO,2025-07-25,2025-07-29,2025-08-01,84.00,59,58.80,56,3.00,5.1,105.3,175,173.1,155.6,14.29,95.13,68.36,16.69,Cumulative Capital,Globalworth Securities Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,110.00,chittorgarh,114.00,chittorgarh,104.50,chittorgarh,104.50,chittorgarh,Funding capital expenditure requirement of the Company | General corporate purposes,chittorgarh,chittorgarh,1175.76,1987.43,3390.05,6553.24,82,True,3200,268800,13.8,11,105,6.1,69,82,105,6,12,16,3,8,11,1.7,4.5,5.9,12,20,35,5,7,8,37,47,65,2,6,2,10.48,31.43,0.23,105,11,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Patel Chem Specialities Ltd.,Patel Chem Specialities Ltd,match
INE16VK01010,TSC India Ltd.,SME,boom,equity,TSC,,TSC.NS,,2025-07-23,2025-07-25,2025-07-30,70.00,26,25.89,25,1.00,3.8,0,0,0,0,14.29,87.04,,7.35,Expert Global,Prabhat Financial Services Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,68.00,chittorgarh,71.40,chittorgarh,64.60,chittorgarh,71.40,chittorgarh,Working Capital Requirements of the Company | General Corporate Purposes,chittorgarh,chittorgarh,197.27,493.57,574.78,1265.63,68,True,4000,280000,13.7,5,26,5.1,9,19,26,3,8,9,1,5,5,2.1,8.7,4.7,5,9,16,5,5,3,26,53,61,-1,-0,-13,19.23,31.25,0.19,26,5,Mar 2025,3,sharescart,sharescart,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,TSC India Ltd.,TSC India Limited,match
INE0V0L01028,Monarch Surveyors & Engineering Consultants Ltd.,SME,boom,equity,,544453,,544453.BO,2025-07-22,2025-07-24,2025-07-29,250.00,94,93.75,89,5.00,5.3,179,228.6,263,231.4,84.0,98.42,72.35,26.54,Beeline Capital,Spread X Securities Pvt.Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,421.25,chittorgarh,435.00,chittorgarh,400.20,chittorgarh,400.20,chittorgarh,Funding capital expenditure requirement for purchase of machinery | Funding Working Capital Requirement of the Company | General Corporate Purposes,chittorgarh,chittorgarh,3168.47,4228.24,8158.62,15555.33,237,True,1200,300000,7.5,35,154,33.5,72,139,154,13,45,53,9,30,35,8.3,28.8,33.5,44,74,109,4,10,11,64,102,148,5,35,24,22.73,32.11,0.10,154,35,Mar 2025,3,sharescart,sharescart,investorgain,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Monarch Surveyors & Engineering Consultants Ltd.,Monarch Surveyors and Engineering Consultants Ltd,match
INE0PTF01017,Swastika Castal Ltd.,SME,boom,equity,,544452,,544452.BO,2025-07-21,2025-07-23,2025-07-28,65.00,14,14.07,13,1.00,7.1,0,0,0,0,15.38,100,73.49,,Horizon Management,Horizon Financial Consultants Pvt.Ltd.,2025,,,,,,Fixed Price,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,67.00,chittorgarh,68.00,chittorgarh,63.65,chittorgarh,66.82,chittorgarh,Capital Expenditure for acquisition of Plant & Machinery and Construction of Shed & Building | Working Capital Requirements | General corporate purposes,chittorgarh,chittorgarh,,,,,,False,4000,0,,3,30,4.4,24,23,30,2,3,5,1,1,3,1,1.1,4.4,7,8,11,4,4,2,26,24,31,1,2,2,10.00,27.27,0.18,30,3,Mar 2025,3,sharescart,sharescart,investorgain,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Swastika Castal Ltd.,Swastika Castal Ltd,match
INE0UCN01017,Savy Infra & Logistics Ltd.,SME,boom,equity,SAVY,,SAVY.NS,,2025-07-21,2025-07-23,2025-07-28,120.00,70,69.98,66,4.00,5.7,0,0,0,0,20.0,86,,19.93,Unistone Capital,Globalworth Securities Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,136.50,chittorgarh,143.30,chittorgarh,136.50,chittorgarh,143.30,chittorgarh,Funding working capital requirements of the company | General Corporate Purposes,chittorgarh,chittorgarh,1236.30,1963.92,2132.21,5332.42,114,True,2400,288000,7.2,24,283,16.6,6,102,283,1,15,36,0,10,24,0.3,8.2,15.9,1,11,52,0,1,35,10,42,186,-0,-4,-18,8.48,46.15,0.67,283,24,Mar 2025,3,sharescart,sharescart,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Savy Infra & Logistics Ltd.,Savy Infra and Logistics Limited,match
INE0LCG01010,Monika Alcobev Ltd.,SME,boom,equity,,544451,,544451.BO,2025-07-16,2025-07-18,2025-07-23,286.00,166,165.63,125,29,17.5,2.5,6.2,2.9,3.8,3.5,79.96,62.1,46.06,Marwadi Chandarana Intermediaries,Bhansali Value Creations Pvt.Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,288.00,chittorgarh,289.95,chittorgarh,274.10,chittorgarh,288.00,chittorgarh,Funding working capital requirements of the Company | Pre-payment or repayment of certain outstanding borrowings availed by the Company | General Corporate Purposes,chittorgarh,chittorgarh,78.25,216.18,156.96,451.39,271,True,800,228800,20.6,23,236,13.9,140,189,236,26,35,49,13,17,23,9.3,10.4,13.9,17,59,96,32,15,21,128,216,324,-6,-54,-26,9.75,23.96,0.22,236,23,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Monika Alcobev Ltd.,Monika Alcobev Ltd,match
INE19QH01010,Spunweb Nonwoven Ltd.,SME,boom,equity,SPUNWEB,,SPUNWEB.NS,,2025-07-14,2025-07-16,2025-07-21,96.00,61,60.98,58,3.00,4.9,0,0,0,0,16.67,88.5,65.18,17.31,Vivro Financial,Rikhav Securities Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,151.00,chittorgarh,158.55,chittorgarh,151.00,chittorgarh,158.55,chittorgarh,"Funding the working capital requirements of the company | Investment in the wholly owned subsidiary, SIPL, for funding its working capital requirements | Repayment, in full or in part, of certain borrowings availed by the company | General Coporate Purposes",chittorgarh,chittorgarh,1915.23,3169.90,5103.15,10188.29,90,True,1200,115200,15.2,11,226,6.3,116,149,226,13,21,32,1,5,11,0.7,3.3,6.1,20,26,45,34,29,37,93,106,182,17,10,3,4.87,24.44,0.82,226,11,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Spunweb Nonwoven Ltd.,Spunweb Nonwoven Limited,match
INE0SJX01015,Asston Pharmaceuticals Ltd.,SME,boom,equity,,544445,,544445.BO,2025-07-09,2025-07-11,2025-07-16,123.00,28,27.56,26,2.00,7.1,85.8,261.7,172.1,173.5,8.13,69.07,50.66,7.81,Sobhagya Capital,JSK Securities & Services Pvt.Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,119.00,chittorgarh,124.95,chittorgarh,113.05,chittorgarh,124.95,chittorgarh,"Funding capital expenditure requirements towards acquiring machinery in the manufacturing unit | Funding the incremental working capital requirements of the Company | Repayment and/or prepayment, in part or full, of certain of the outstanding borrowings availed by the Company | General Corporate Purposes",chittorgarh,chittorgarh,448.32,1400.06,1579.44,3427.83,115,True,2000,246000,17.8,4,25,6.9,7,16,25,2,3,7,1,1,4,1.9,2.2,6.9,2,6,11,2,2,2,14,20,28,-0,-4,-0,16.00,36.36,0.18,25,4,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Asston Pharmaceuticals Ltd.,Asston Pharmaceuticals Ltd,match
INE0UMC01019,GLEN Industries Ltd.,SME,boom,equity,,544444,,544444.BO,2025-07-08,2025-07-10,2025-07-15,97.00,63,62.94,60,3.00,4.8,192.5,350.7,225.1,242.3,18.56,100,73,17.46,GYR Capital,Giriraj Stock Broking Pvt.Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,157.00,chittorgarh,164.85,chittorgarh,149.50,chittorgarh,152.37,chittorgarh,"Setting Up a new manufacturing facility at Purba Bardhaman, PS – Jamalpur, Gram Panchayat: Jougram, Mouza – Jaugram, JL no 114, West Bengal 713166 | General Corporate Purpose | Public Issue Expense",chittorgarh,chittorgarh,2249.15,4188.55,4601.45,11039.69,92,True,2400,232800,9.3,18,171,10.4,119,145,171,17,25,41,1,9,18,0.8,4.9,10.4,36,45,58,35,32,49,137,160,214,11,14,5,10.53,31.03,0.84,171,18,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,GLEN Industries Ltd.,Glen Industries Ltd,match
INE14GK01016,Smarten Power Systems Ltd.,SME,boom,equity,SMARTEN,,SMARTEN.NS,,2025-07-07,2025-07-09,2025-07-14,100.00,50,50.00,38,10,20.0,0,0,0,0,9.0,91.67,67.1,,Arihant Capital,Arihant Capital Markets Ltd.,2025,,,,,,Fixed Price,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,144.00,chittorgarh,151.20,chittorgarh,143.00,chittorgarh,151.20,chittorgarh,"Purchase of movable assets of the production line of battery manufacturing unit | To meet the working capital requirements | Repayment in full or in part, of the outstanding borrowings | Funding capital expenditure requirements | General corporate purposes",chittorgarh,chittorgarh,,,,,,False,2400,0,,13,202,8.5,180,195,202,8,17,18,5,11,13,3.4,7.5,8.5,14,26,39,0,1,2,76,79,97,-3,0,-3,6.44,33.33,0.05,202,13,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Smarten Power Systems Ltd.,Smarten Power Systems Limited,match
INE0VWL01017,Chemkart India Ltd.,SME,boom,equity,,544442,,544442.BO,2025-07-07,2025-07-09,2025-07-14,248.00,80,80.08,60,16,20.0,13.7,4.4,1.6,5.6,1.21,100,73.31,22.60,Smart Horizon Capital,Alacrity Securities Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,250.00,chittorgarh,262.00,chittorgarh,250.00,chittorgarh,259.45,chittorgarh,"Financing the capital expenditure towards setting up of the Manufacturing Facility through investment in the Wholly-Owned Subsidiary (WOS) Company, Easy Raw Materials Private Limited | Repayment/prepayment of all or certain of the borrowings availed of by the Company | General Corporate Purpose",chittorgarh,chittorgarh,207.03,68.88,43.75,319.65,236,True,1200,297600,9.7,24,203,25.5,131,132,203,11,22,35,8,15,24,8.1,15.3,25.6,14,29,53,0,0,0,37,54,86,0,-0,4,11.82,45.28,0.00,203,24,Mar 2025,3,sharescart,sharescart,investorgain,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Chemkart India Ltd.,Chemkart India Ltd,match
