isin,company_name,type,cohort,instrument_type,nse_symbol,bse_script_code,ticker_ns,ticker_bo,open_date,close_date,listing_date,issue_price,issue_size_cr,issue_amount_cr,fresh_issue_cr,ofs_cr,ofs_pct,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,anchor_allocation_cr,lead_manager,market_maker,year,broad_sector,sector,industry,market_cap_cr,market_cap_class,pricing_method,listing_at,market_maker_src,fresh_issue_cr_src,ofs_cr_src,ofs_pct_src,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr_src,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src,confidence,confidence_reason,isin_xchg_check,ticker_needs_review,name_at_ipo,official_isin_name,name_isin_check
INE0HOQ01053,Billionbrains Garage Ventures Ltd.,MB,boom,equity,GROWW,544603,GROWW.NS,544603.BO,2025-11-04,2025-11-07,2025-11-12,100.00,6632,6632.30,1060,5572,84.0,22,14.2,9.4,17.6,5,27.96,27.81,2984.54,Kotak Mahindra Capital,,2025,Financial Services,Financial Services,Stockbroking & Allied,115993.0,large,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,114.00,chittorgarh,134.34,chittorgarh,112.02,chittorgarh,130.94,chittorgarh,"Expenditure towards cloud infrastructure | Brand building and performance marketing activities | Investment in one of our Material Subsidiaries, GCS, an NBFC, for augmenting its capital base | Investment in one of our Material Subsidiaries, GIT, for funding its MTF business | Funding inorganic growth through unidentified acquisitions and general corporate purposes",chittorgarh,chittorgarh,43803.80,14128.99,6254.21,64187.00,95,True,150,15000,30.3,1824,3902,3.3,1142.0,2794.0,4061.0,399.0,743.0,2530.0,458.0,-805.0,1824.0,67.2,-118.2,9.98,3273.0,2499.0,4812.0,75.0,91.0,610.0,4808.0,8018.0,10076.0,548.0,885.0,-962.0,44.92,37.91,0.13,4061.0,1824.0,Mar 2025,3,sharescart,screener,sharescart,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Billionbrains Garage Ventures Ltd.,Billionbrains Garage Ventures Limited,match
INE956O01016,Lenskart Solutions Ltd.,MB,boom,equity,LENSKART,544600,LENSKART.NS,544600.BO,2025-10-31,2025-11-04,2025-11-10,402.00,7278,7278.02,2150,5128,70.5,40.3,18.2,7.5,28.3,2.5,19.9,17.57,3268.36,Kotak Mahindra Capital,,2025,Consumer Discretionary,Consumer Services,Speciality Retail,90962.0,large,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,390.00,chittorgarh,413.80,chittorgarh,355.70,chittorgarh,403.30,chittorgarh,"Capital expenditure towards set-up of new CoCo stores in India | Expenditure for lease/rent/license agreements related payments for our CoCo stores operated by the Company, in India | Investing in technology and cloud infrastructure | Brand marketing and business promotion expenses for enhancing brand awareness | Unidentified inorganic acquisitions and general corporate purposes",chittorgarh,chittorgarh,87909.71,19857.12,5472.68,113317.59,382,True,37,14874,223.3,297,6653,1.8,3788.0,5428.0,6653.0,264.0,680.0,977.0,-64.0,-10.0,297.0,-8.34,-2.26,3.83,5456.0,5482.0,5931.0,934.0,2343.0,2740.0,9462.0,9487.0,10390.0,95.0,487.0,1231.0,4.46,5.01,0.46,6653.0,297.0,Mar 2025,3,sharescart,screener,sharescart,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Lenskart Solutions Ltd.,Lenskart Solutions Limited,match
INE00Q601028,Studds Accessories Ltd.,MB,boom,equity,STUDDS,544599,STUDDS.NS,544599.BO,2025-10-30,2025-11-03,2025-11-07,585.00,455,455.49,,455,100.0,160,77,22.1,73.3,6,78.78,61.75,136.65,IIFL Capital,,2025,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1801.0,small,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,570.00,chittorgarh,585.00,chittorgarh,555.80,chittorgarh,560.45,chittorgarh,,,chittorgarh,14574.55,5259.92,3520.85,23355.31,557,True,25,14625,33.1,70,584,17.7,499.0,529.0,584.0,60.0,91.0,105.0,33.0,57.0,70.0,16.85,29.09,17.7,338.0,388.0,450.0,32.0,9.0,9.0,461.0,486.0,557.0,28.0,96.0,63.0,11.99,15.56,0.02,584.0,70.0,Mar 2025,3,sharescart,screener,sharescart,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Studds Accessories Ltd.,Studds Accessories Limited,match
INE16NZ01023,Orkla India Ltd.,MB,boom,equity,ORKLAINDIA,544595,ORKLAINDIA.NS,544595.BO,2025-10-29,2025-10-31,2025-11-06,730.00,1668,1667.54,,1668,100.0,117.6,54.4,7,48.7,9,90,75,499.60,ICICI Securities,,2025,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Food Products,8409.0,mid,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,751.50,chittorgarh,755.00,chittorgarh,693.35,chittorgarh,713.40,chittorgarh,,,chittorgarh,39179.93,13594.12,4108.17,56915.35,695,True,20,14600,39,256,2395,18.7,2172.0,2356.0,2395.0,312.0,341.0,396.0,339.0,226.0,256.0,275.04,168.99,186.65,2239.0,2806.0,2460.0,95.0,64.0,54.0,3102.0,3375.0,3171.0,190.0,296.0,392.0,10.69,10.41,0.02,2395.0,256.0,Mar 2025,3,sharescart,screener,sharescart,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Orkla India Ltd.,Orkla India Limited,match
INE0XAD01024,Midwest Ltd.,MB,boom,equity,MIDWESTLTD,544587,MIDWESTLTD.NS,544587.BO,2025-10-15,2025-10-17,2025-10-24,1065.00,451,451.10,250,201,44.6,139.9,168.1,24.3,87.9,9.4,88.07,77.13,135.00,Dam Capital,,2025,Consumer Discretionary,Consumer Durables,Granites & Marbles,4304.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,1165.10,chittorgarh,1189.50,chittorgarh,1123.60,chittorgarh,1141.10,chittorgarh,"Investment in Midwest Neostone, the wholly owned subsidiary, by way of a loan, towards funding capital expenditure for the Phase II Quartz Processing Plant | Capital expenditure for purchase of Electric Dump Trucks to be used by the Company and APGM, the Material Subsidiary | Capital expenditure for integration of solar energy at certain Mines of the Company | Pre-payment/re-payment of, in part or full, certain outstanding borrowings of the Company and APGM | General corporate purposes.",chittorgarh,chittorgarh,13221.80,11915.68,4013.30,29179.29,1014,True,14,14910,27,133,626,39.4,503.0,586.0,626.0,91.0,158.0,175.0,54.0,100.0,133.0,7278.6,999.17,36.2,409.74,495.0,619.0,151.0,124.0,242.0,656.0,757.0,1056.0,-52.0,128.0,87.0,21.25,21.49,0.39,626.0,133.0,Mar 2025,3,sharescart,screener,sharescart,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Midwest Ltd.,Midwest Limited,match
INE01TY01017,Canara HSBC Life Insurance Co.Ltd.,MB,boom,equity,CANHLIFE,544583,CANHLIFE.NS,544583.BO,2025-10-10,2025-10-14,2025-10-17,106.00,2518,2517.50,,2518,100.0,7.1,0.3,0.4,2.3,2.8,77,62,750.32,SBICAP,,2025,Financial Services,Financial Services,Life Insurance,13114.0,mid,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,106.00,chittorgarh,112.75,chittorgarh,105.95,chittorgarh,111.50,chittorgarh,,,chittorgarh,3528.68,124.60,363.83,4050.92,100,True,140,14840,88.3,117,7850,1.2,8435.0,11841.0,10710.0,-36.0,136.0,131.0,91.0,113.0,117.0,0.96,1.19,1.23,1353.0,1419.0,1517.0,0.0,0.0,0.0,31310.0,38751.0,42914.0,2592.0,2310.0,1208.0,1.09,7.71,0.0,10710.0,117.0,Mar 2025,3,sharescart,screener,sharescart,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Canara HSBC Life Insurance Co.Ltd.,Canara HSBC Life Insurance Company Limited,match
INE506V01022,Rubicon Research Ltd.,MB,boom,equity,RUBICON,544578,RUBICON.NS,544578.BO,2025-10-09,2025-10-13,2025-10-16,485.00,1378,1377.68,500,877,63.6,130.3,97.6,35.5,103.9,24.7,77.97,59.99,619.09,Axis Capital,,2025,Healthcare,Healthcare,Pharmaceuticals,16567.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,620.10,chittorgarh,639.00,chittorgarh,590.00,chittorgarh,627.45,chittorgarh,Prepayment or scheduled repayment of all or a portion of certain outstanding borrowings availed by the Company | Funding inorganic growth through unidentified acquisitions and other strategic initiatives and General corporate purposes,chittorgarh,chittorgarh,56559.14,21191.55,5134.48,82919.51,461,True,30,14550,55.1,134,1284,8.8,394.0,854.0,1284.0,18.0,155.0,256.0,-17.0,91.0,134.0,-33.31,5.98,8.72,286.0,385.0,541.0,320.0,425.0,418.0,750.0,1109.0,1451.0,-75.0,21.0,159.0,10.44,24.77,0.77,1284.0,134.0,Mar 2025,3,sharescart,screener,sharescart,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Rubicon Research Ltd.,Rubicon Research Limited,match
INE218I01013,Canara Robeco Asset Management Co.Ltd.,MB,boom,equity,CRAMC,544580,CRAMC.NS,544580.BO,2025-10-09,2025-10-13,2025-10-16,266.00,1326,1326.13,,1326,100.0,25.9,6.5,1.9,9.7,7.5,100,75,397.84,SBICAP,,2025,Financial Services,Financial Services,Asset Management Company,4902.0,mid,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,280.25,chittorgarh,318.00,chittorgarh,280.25,chittorgarh,300.25,chittorgarh,,,chittorgarh,6873.35,1283.77,886.44,9043.56,253,True,56,14896,27.7,191,404,9.6,205.0,318.0,404.0,113.0,201.0,264.0,79.0,151.0,191.0,15.85,30.29,9.56,329.0,455.0,600.0,17.0,17.0,16.0,378.0,517.0,674.0,68.0,107.0,157.0,47.28,31.83,0.03,404.0,191.0,Mar 2025,3,sharescart,screener,sharescart,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Canara Robeco Asset Management Co.Ltd.,Canara Robeco Asset Management Company Limited,match
INE324D01010,LG Electronics India Ltd.,MB,boom,equity,LGEINDIA,544576,LGEINDIA.NS,544576.BO,2025-10-07,2025-10-09,2025-10-14,1140.00,11607,11607.01,,11607,100.0,166.5,22.4,3.5,54,40.4,100,85,3474.90,Morgan Stanley,,2025,Consumer Discretionary,Consumer Durables,Household Appliances,103438.0,large,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,1715.00,chittorgarh,1736.40,chittorgarh,1650.05,chittorgarh,1689.40,chittorgarh,,,chittorgarh,385732.88,38997.79,14381.10,439294.90,1080,True,13,14820,35.1,2203,24367,32.5,19865.0,21352.0,24367.0,1901.0,2229.0,3115.0,1345.0,1511.0,2203.0,,,32.46,4356.0,3772.0,5970.0,318.0,370.0,428.0,8995.0,8498.0,11517.0,1871.0,1665.0,1654.0,9.04,36.9,0.07,24367.0,2203.0,Mar 2025,3,sharescart,screener,sharescart,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,LG Electronics India Ltd.,LG Electronics India Limited,match
INE1UA823019,Anantam Highways Trust InvIT,MB,boom,invit,ANANTAM,544579,ANANTAM.NS,544579.BO,2025-10-07,2025-10-09,2025-10-17,100.00,,400.00,,,,,,,5.62,,,,,Nuvama Wealth Management,,2025,Services,Services,"Road AssetsToll, Annuity, Hybrid-Annuity",2281.0,mid,Bookbuilding,"BSE, NSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.0,,,-0.0,,,,,,,,,,,,,,,,,,,0.0,-0.0,Mar 2025,1,nse,screener,,,chittorgarh_symbol,Chittorgarh nse_symbol (ISIN not in NSE exchange list),unchecked,,Anantam Highways Trust InvIT,,no_ref
INE976I01016,Tata Capital Ltd.,MB,boom,equity,TATACAP,544574,TATACAP.NS,544574.BO,2025-10-06,2025-10-08,2025-10-13,326.00,15512,15511.87,6846,8666,55.9,3.4,2,1.1,2,15.34,95.6,85.41,4641.83,Kotak Mahindra Capital,,2025,Financial Services,Financial Services,Non Banking Financial Company (NBFC),129851.0,large,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,330.00,chittorgarh,332.80,chittorgarh,326.15,chittorgarh,330.40,chittorgarh,Augmentation of the Company’s Tier –Icapital base to meet the Company’s future capital requirements including onward lending,chittorgarh,chittorgarh,10577.97,4598.79,5939.02,21230.12,310,True,46,14996,35.1,3655,28313,9.3,13631.0,18178.0,28324.0,,,,2946.0,3327.0,3655.0,8.51,8.41,9.64,17340.0,23417.0,33191.0,,,,135626.0,176694.0,248465.0,-23190.0,-37999.0,-29872.0,12.9,11.01,4.08,28324.0,3655.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Tata Capital Ltd.,Tata Capital Limited,match
INE085001019,WeWork India Management Ltd.,MB,boom,equity,WEWORK,544570,WEWORK.NS,544570.BO,2025-10-03,2025-10-07,2025-10-10,648.00,3000,3000.00,,3000,100.0,1.8,0.2,0.6,1.1,0.93,76.21,49.8,1348.26,JM Financial,,2025,Services,Services,Diversified Commercial Services,8243.0,mid,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,646.50,chittorgarh,649.45,chittorgarh,615.00,chittorgarh,624.75,chittorgarh,,,chittorgarh,1604.87,101.61,182.88,1896.59,615,True,23,14904,65.5,128,1949,9.9,1315.0,1665.0,1949.0,796.0,1047.0,1239.0,-147.0,-136.0,128.0,-26.79,-24.79,9.51,-292.0,-580.0,200.0,481.0,768.0,310.0,4414.0,4483.0,5392.0,942.0,1162.0,1290.0,6.57,64.0,1.55,1949.0,128.0,Mar 2025,3,sharescart,screener,ipocentral,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,WeWork India Management Ltd.,WeWork India Management Limited,match
INE1B0W01010,Advance Agrolife Ltd.,MB,boom,equity,ADVANCE,544562,ADVANCE.NS,544562.BO,2025-09-30,2025-10-03,2025-10-08,100.00,193,192.86,193,0.00,0.0,27.3,175.3,23.1,56.9,10.0,99.84,69.89,57.77,Choice Capital,,2025,Commodities,Chemicals,Pesticides & Agrochemicals,657.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,113.00,chittorgarh,113.00,chittorgarh,107.35,chittorgarh,108.23,chittorgarh,Funding Working Capital requirements of the Company. | General corporate purposes.,chittorgarh,chittorgarh,1051.56,5063.28,1554.00,7680.37,95,True,150,15000,17.5,26,502,5.7,,451.0,496.0,,40.0,49.0,,25.0,26.0,,54.96,5.7,,75.0,101.0,,45.0,80.0,,260.0,351.0,,15.0,6.0,5.24,25.74,0.79,496.0,26.0,Mar 2025,2,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Advance Agrolife Ltd.,Advance Agrolife Limited,match
INE1BZC01019,Om Freight Forwarders Ltd.,MB,boom,equity,OMFREIGHT,544564,OMFREIGHT.NS,544564.BO,2025-09-29,2025-10-03,2025-10-08,135.00,122,122.31,24,98,80.3,4,7.4,2.7,3.9,7.41,99.04,72.184,15.90,Smart Horizon Capital,,2025,Services,Services,Logistics Solution Provider,284.0,micro,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,82.50,chittorgarh,86.60,chittorgarh,82.50,chittorgarh,86.60,chittorgarh,Funding of the capital expenditure requirements of the company related to the acquisitionof commercial vehicleand heavy equipment | General corporate purposes,chittorgarh,chittorgarh,71.91,176.12,161.72,413.18,128,True,111,14985,19.6,22,490,6.9,471.0,410.0,489.0,34.0,12.0,38.0,27.0,10.0,22.0,2395.06,912.7,6.9,139.11,151.11,174.0,9.0,26.0,29.0,306.0,269.0,312.0,6.0,38.0,40.0,4.5,12.64,0.17,489.0,22.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Om Freight Forwarders Ltd.,Om Freight Forwarders Limited,match
INE0TQE01026,Glottis Ltd.,MB,boom,equity,GLOTTIS,544557,GLOTTIS.NS,544557.BO,2025-09-29,2025-10-01,2025-10-07,129.00,307,307.00,160,147,47.9,1.9,3,1.4,2.1,11.63,99.98,73.36,55.26,Pantomath Capital,,2025,Services,Services,Logistics Solution Provider,609.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,88.00,chittorgarh,93.00,chittorgarh,81.10,chittorgarh,83.85,chittorgarh,Funding of capital expenditure requirements of the Company towards purchase of commercial vehicles and containers; and | General Corporate Purposes,chittorgarh,chittorgarh,67.88,283.84,180.96,532.69,120,True,114,14706,18.4,56,941,7,479,497,941,34,43,80,23,31,56,2.8,3.9,7,10,42,99,32,0,2,72,81,156,25,7,1,5.95,56.57,0.02,941,56,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Glottis Ltd.,Glottis Limited,match
INE0HF201011,Fabtech Technologies Ltd.,MB,boom,equity,FABTECH,544558,FABTECH.NS,544558.BO,2025-09-29,2025-10-01,2025-10-07,191.00,230,230.30,230,0.00,0.0,2,2,2.1,2,18.32,94.61,68.94,,Unistone Capital,,2025,Healthcare,Healthcare,"Healthcare Research, Analytics & Technology",691.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,,191.00,chittorgarh,192.00,chittorgarh,181.45,chittorgarh,182.30,chittorgarh,Funding working capital requirements of the Company | Pursuing inorganic growth initiatives through acquisitions | General Corporate Purposes,chittorgarh,chittorgarh,231.39,67.66,167.23,468.38,181,True,75,14325,13.4,46,327,14.3,194.0,226.0,327.0,25.0,35.0,39.0,22.0,27.0,46.0,78.0,92.44,14.34,89.0,132.0,173.0,35.0,13.0,84.0,214.0,269.0,427.0,-14.0,60.0,-36.0,14.07,26.59,0.49,327.0,46.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Fabtech Technologies Ltd.,Fabtech Technologies Limited,match
INE0S3G01027,Pace Digitek Ltd.,MB,boom,equity,PACEDIGITK,544550,PACEDIGITK.NS,544550.BO,2025-09-26,2025-09-30,2025-10-06,219.00,819,819.15,819,0.00,0.0,1.6,2.9,1,1.6,12.33,84.07,69.5,245.14,Unistone Capital,,2025,Telecommunication,Telecommunication,Telecom - Infrastructure,4100.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,226.85,chittorgarh,231.00,chittorgarh,206.90,chittorgarh,217.50,chittorgarh,Funding the Capital Expenditure requirement. | General corporate purposes.,chittorgarh,chittorgarh,275.53,374.69,309.47,963.72,208,True,68,14892,13.4,279,2439,16.3,503.0,2434.0,2439.0,29.0,403.0,485.0,17.0,230.0,279.0,28.58,438.88,15.0,318.0,540.0,1170.0,192.0,494.0,162.0,840.0,2254.0,2649.0,-44.0,214.0,-176.0,11.44,23.85,0.14,2439.0,279.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Pace Digitek Ltd.,Pace Digitek Limited,match
INE0MWH01014,Trualt Bioenergy Ltd.,MB,boom,equity,TRUALT,544545,TRUALT.NS,544545.BO,2025-09-25,2025-09-29,2025-10-03,496.00,839,839.28,750,89,10.6,159.2,98.6,11,71.9,11.09,88.2,70.55,251.78,Dam Capital,,2025,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,4181.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,550.00,chittorgarh,550.00,chittorgarh,512.55,chittorgarh,530.85,chittorgarh,Funding capital expenditure towards setting- up multi-feed stock operations to pave- way for utilizing grains as an additional raw material in ethanol plant at TBL Unit 4 of 300 KLPD capacity. | Funding the working capital requirements. | General corporate purposes,chittorgarh,chittorgarh,27723.02,12971.93,3377.97,44072.91,472,True,30,14880,23.7,147,1908,20.9,762.0,1223.0,1908.0,105.0,188.0,309.0,35.0,32.0,147.0,5.81,5.21,20.76,240.0,265.0,769.0,1150.0,1685.0,1557.0,1856.0,2418.0,3030.0,233.0,35.0,329.0,7.7,19.12,2.02,1908.0,147.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Trualt Bioenergy Ltd.,TruAlt Bioenergy Limited,match
INE1FF001016,Jinkushal Industries Ltd.,MB,boom,equity,JKIPL,544547,JKIPL.NS,544547.BO,2025-09-25,2025-09-29,2025-10-03,121.00,116,116.15,105,12,10.3,35.7,146.4,47.1,65.1,42.98,100,74.99,34.83,GYR Capital,,2025,Industrials,Capital Goods,"Dealers-Commercial Vehicles, Tractors, Construction Vehicles",344.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,125.00,chittorgarh,128.00,chittorgarh,118.75,chittorgarh,121.60,chittorgarh,Funding the working capital requirements of the Company | General Corporate Purposes,chittorgarh,chittorgarh,828.99,2550.61,1915.00,5294.59,115,True,120,14520,19.5,19,381,6.2,,239.0,381.0,,23.0,23.0,,19.0,19.0,,1341.01,1315.83,,43.14,86.14,,46.0,55.0,,109.0,179.0,,-24.0,-11.0,4.99,22.06,0.64,381.0,19.0,Mar 2025,2,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Jinkushal Industries Ltd.,Jinkushal Industries Limited,match
INE0MLS01022,Epack Prefab Technologies Ltd.,MB,boom,equity,EPACKPEB,544540,EPACKPEB.NS,544540.BO,2025-09-24,2025-09-26,2025-10-01,204.00,504,504.00,300,204,40.5,5.1,3.7,1.7,3.1,9.31,87.27,64.54,151.20,Monarch Networth Capital,,2025,Industrials,Capital Goods,Industrial Products,1792.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,186.10,chittorgarh,197.75,chittorgarh,183.85,chittorgarh,191.10,chittorgarh,"Financing the capital expenditure requirements for setting up new manufacturing facility at Ghiloth Industrial Area, Shahjahanpur, Alwar in Rajasthan for manufacturing of continuous Sandwich Insulated Panels and pre- engineered steel building (“Project”) | Financing the capital expenditure towards expansion of existing manufacturing facility at Mambattu (Unit 4) in Andhra Pradesh for increasing the pre- engineered steel building capacity | Repayment and/or pre-payment, in full or part, of certain borrowings availed by the Company | General corporate purposes",chittorgarh,chittorgarh,513.34,286.84,307.52,1107.70,194,True,73,14892,26.5,59,1134,7.7,657.0,905.0,1134.0,52.0,87.0,116.0,24.0,43.0,59.0,61.85,110.85,7.65,126.0,169.0,353.0,109.0,150.0,216.0,432.0,614.0,931.0,2.0,72.0,62.0,5.2,16.71,0.61,1134.0,59.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Epack Prefab Technologies Ltd.,EPack Prefab Technologies Limited,match
INE965W01036,BMW Ventures Ltd.,MB,boom,equity,BMWVENTLTD,544543,BMWVENTLTD.NS,544543.BO,2025-09-24,2025-09-26,2025-10-01,99.00,232,231.66,232,0.00,0.0,3.1,3,1,1.5,4.04,100,73.02,,Sarthi Capital Advisors,,2025,Commodities,Metals & Mining,Trading - Metals,519.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,,80.00,chittorgarh,80.00,chittorgarh,76.00,chittorgarh,76.00,chittorgarh,Funding working capital requirements of the Company. | General Corporate Purposes. | Total,chittorgarh,chittorgarh,7.17,168.48,172.51,348.16,94,True,151,14949,19,33,2062,5.2,2015.0,1938.0,2062.0,65.0,70.0,83.0,33.0,30.0,33.0,20.63,4.73,5.18,157.0,186.0,210.0,288.0,395.0,428.0,482.0,646.0,676.0,-84.0,-53.0,50.0,1.6,15.71,2.04,2062.0,33.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,BMW Ventures Ltd.,BMW Ventures Limited,match
INE0YD401026,Jain Resource Recycling Ltd.,MB,boom,equity,JAINREC,544537,JAINREC.NS,544537.BO,2025-09-24,2025-09-26,2025-10-01,232.00,1250,1250.00,500,750,60.0,25.3,5.3,3.6,15.9,9.91,88.01,73.59,562.50,Dam Capital,,2025,Commodities,Metals & Mining,Diversified Metals,12891.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,265.25,chittorgarh,318.25,chittorgarh,247.80,chittorgarh,318.25,chittorgarh,Pre-payment or scheduled re-payment of a portion of certain outstanding borrowings availed by the Company. | General corporate purposes.,chittorgarh,chittorgarh,10000.35,1047.36,476.78,11524.49,220,True,64,14848,32.2,223,7126,7.2,3064.0,4428.0,7126.0,127.0,231.0,375.0,92.0,164.0,223.0,22.96,39.93,6.93,199.0,369.0,726.0,739.0,914.0,928.0,1116.0,1529.0,1836.0,11.0,33.0,4.0,3.13,30.72,1.28,7126.0,223.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Jain Resource Recycling Ltd.,Jain Resource Recycling Limited,match
INE549H01021,Anand Rathi Share & Stock Brokers Ltd.,MB,boom,equity,ARSSBL,544530,ARSSBL.NS,544530.BO,2025-09-23,2025-09-25,2025-09-30,414.00,746,745.64,746,0.00,0.0,43.8,28.6,4.78,20.66,7.0,,,220.50,Nuvama Wealth Management,,2025,Financial Services,Financial Services,Stockbroking & Allied,3387.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,432.10,chittorgarh,458.50,chittorgarh,432.00,chittorgarh,445.65,chittorgarh,Funding long-term working capital requirements of the Company | General corporate purposes,chittorgarh,chittorgarh,,,,,,,,,,,,,468.0,682.0,846.0,115.0,231.0,311.0,38.0,77.0,104.0,18.72,17.43,23.36,265.0,392.0,504.0,432.0,888.0,914.0,1629.0,2585.0,3365.0,15.0,187.0,692.0,12.29,20.63,1.81,846.0,104.0,Mar 2025,3,nse,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Anand Rathi Share & Stock Brokers Ltd.,Anand Rathi Share and Stock Brokers Limited,match
