isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src
INE0R7301013,Rulka Electricals Ltd.,SME,RULKA,,2024-05-16,2024-05-21,2024-05-24,235.00,26.40,Bookbuilding,NSE SME,Beeline Capital,2024,Sunflower Broking Pvt.Ltd.,chittorgarh,18,chittorgarh,7,chittorgarh,26.9,chittorgarh,7.50,chittorgarh,525.00,chittorgarh,551.25,chittorgarh,498.75,chittorgarh,498.75,chittorgarh,To Meet Working Capital Requirement | General corporate purposes,chittorgarh,26,chittorgarh,0,0,0,0,162.49,306.56,327.32,797.40,174.47,79.6,62.57,160,True,1600,272000,16.5,10,175,10.3,66,87,175,4,9,19,2,5,10,3.7,5.3,10.1,10,14,41,3,6,0,51,66,107,3,8,0,5.71,24.39,0.00,175,10,Mar 2025,3,sharescart,sharescart,investorgain,sharescart
INE0S6S01017,HOAC Foods India Ltd.,SME,HOACFOODS,,2024-05-16,2024-05-21,2024-05-24,48.00,5.54,Fixed Price,NSE SME,GYR Capital,2024,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,5,chittorgarh,1.00,chittorgarh,16.7,chittorgarh,,,147.00,chittorgarh,147.00,chittorgarh,139.65,chittorgarh,139.65,chittorgarh,Funding the working capital requirements of the company | General Corporate Purpose,chittorgarh,6,chittorgarh,0,1432.6,2556.5,2013.6,0.00,3971.17,7086.51,11163.62,302.08,100,27.55,48,False,3000,144000,7.1,2,26,6.8,,0,26,,0,4,,0,2,,0,6.5,,0,11,,0,1,,0,20,,0,-1,,,,0,0,Mar 2024,1,sharescart,sharescart,investorgain,sharescart
INE0TNW01017,Quest Laboratories Ltd.,SME,QUESTLAB,,2024-05-15,2024-05-17,2024-05-23,97.00,43.16,Bookbuilding,NSE SME,Shreni Shares,2024,Rikhav Securities Ltd.,chittorgarh,41,chittorgarh,2.00,chittorgarh,4.7,chittorgarh,11.99,chittorgarh,155.10,chittorgarh,159.00,chittorgarh,147.35,chittorgarh,147.35,chittorgarh,Funding of capital expenditure towards purchase of plant and machineries for expansion at the existing manufacturing facility | Funding Working Capital Requirements of the Company | General corporate purposes,chittorgarh,43,chittorgarh,57.2,184.1,57.6,85.3,1234.41,1191.89,870.58,3679.92,20.62,91.57,65.99,93,True,1200,116400,11.7,14,104,8.3,62,83,104,8,16,20,5,10,14,4.7,8.5,8.3,15,29,82,2,1,1,47,61,122,4,3,-23,12.05,34.48,0.03,83,10,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0RRU01016,Indian Emulsifiers Ltd.,SME,IEML,,2024-05-13,2024-05-16,2024-05-22,132.00,42.39,Bookbuilding,NSE SME,Ekadrisht Capital,2024,SS Corporate Securities Ltd.,chittorgarh,40,chittorgarh,2.00,chittorgarh,4.8,chittorgarh,12.01,chittorgarh,430.00,chittorgarh,451.50,chittorgarh,410.00,chittorgarh,451.50,chittorgarh,"Funding of capital expenditure requirements of the Company towards purchase of Plant & Machinery, Civil work and installation cost thereon | Funding Working Capital Requirements of the Company | General Corporate Purposes",chittorgarh,42,chittorgarh,176,779.6,484.7,460.1,3728.84,4956.72,7189.84,19500.16,181.82,98.13,78.43,125,True,1000,132000,11.6,13,101,11.4,,67,101,,15,21,,9,13,,9.8,10.9,,28,82,,13,7,,64,117,,0,-17,13.43,32.14,0.46,67,9,Mar 2024,1,sharescart,sharescart,investorgain,sharescart
INE0R3T01013,Mandeep Auto Industries Ltd.,SME,MANDEEP,,2024-05-13,2024-05-15,2024-05-21,67.00,25.25,Fixed Price,NSE SME,Jawa Capital,2024,Aftertrade Broking Pvt.Ltd.,chittorgarh,24,chittorgarh,1.00,chittorgarh,4.0,chittorgarh,,,62.25,chittorgarh,65.35,chittorgarh,59.15,chittorgarh,65.35,chittorgarh,"Expansion of the existing Manufacturing Facility located at Plot No 26, Nangla, Faridabad Haryana - 121001 by construction of the building on the land adjacent to our existing manufacturing unit, purchase of equipment/machineries, etc. | Repayment/prepayment of certain borrowings availed by our Company | Funding working capital requirements | General Corporate Purpose",chittorgarh,25,chittorgarh,0,61.5,90.6,77.2,0.00,776.81,1143.25,1949.72,14.93,100,86.36,67,False,2000,134000,47.9,1,32,1.4,,25,32,,4,2,,2,1,,3.2,1.4,,9,34,,5,2,,24,40,,-11,-7,8.00,22.22,0.56,25,2,Mar 2024,1,sharescart,sharescart,ipowatch,sharescart
INE0SRI01019,Veritaas Advertising Ltd.,SME,VERITAAS,,2024-05-13,2024-05-15,2024-05-21,114.00,8.48,Bookbuilding,NSE SME,Horizon Management,2024,Horizon Financial Consultants Pvt.Ltd.,chittorgarh,8,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,1.98,chittorgarh,275.00,chittorgarh,288.75,chittorgarh,261.25,chittorgarh,261.25,chittorgarh,"Funding the capital expenditure towards setting up of new Police Booths in West Bengal, Assam, Maharashtra and Delhi | Funding the capital expenditure in Pole Kiosks for setting up of traffic signal point display in Kolkata, Mumbai and Pune | General corporate purposes",chittorgarh,8,chittorgarh,102.4,629.6,989.4,621.6,434.30,800.95,2937.21,5272.33,8.77,88.74,88.74,109,True,1200,136800,21.9,1,15,5.2,8,10,15,1,3,4,0,2,1,2.3,8.2,5.2,1,4,12,0,1,1,5,10,23,0,-0,-1,20.00,50.00,0.25,10,2,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0QRV01016,ABS Marine Services Ltd.,SME,ABSMARINE,,2024-05-10,2024-05-15,2024-05-21,147.00,96.29,Bookbuilding,NSE SME,GYR Capital,2024,Giriraj Stock Broking Pvt.Ltd. Commodity Mandi Pvt.Ltd.,chittorgarh,90,chittorgarh,6.00,chittorgarh,6.2,chittorgarh,27.06,chittorgarh,294.00,chittorgarh,304.00,chittorgarh,279.30,chittorgarh,279.30,chittorgarh,Acquistion of offshore vessel | Funding the working capital requirements of the Company | General corporate purposes,chittorgarh,96,chittorgarh,109.3,270.9,110.2,144.4,5261.98,3913.12,3715.06,13907.41,8.84,86.5,63.42,140,True,1000,147000,12.9,27,180,11.4,112,135,180,30,45,55,10,25,27,5.3,13.1,11.1,94,117,230,29,27,139,171,175,424,5,11,45,18.52,21.37,0.23,135,25,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0CFG01012,Premier Roadlines Ltd.,SME,PRLIND,,2024-05-10,2024-05-14,2024-05-17,67.00,40.36,Bookbuilding,NSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,38,chittorgarh,2.00,chittorgarh,5.0,chittorgarh,11.48,chittorgarh,87.00,chittorgarh,91.35,chittorgarh,87.00,chittorgarh,91.35,chittorgarh,"Repayment and/or pre-payment, in full or part, of certain borrowings availed by the Compan | Purchase of vehicle for commercial purpose | Working Capital Requirement | General Corporate Purposes",chittorgarh,40,chittorgarh,90,180.3,106.5,117.6,1815.23,1091.26,1504.45,4745.22,14.93,100,75.94,63,True,2000,134000,9.4,16,289,7.1,,,289,,,24,,,16,,,6.9,,,89,,,10,,,145,,,-16,,,,,,,0,sharescart,sharescart,ipowatch,sharescart
INE0SCB01016,Aztec Fluids & Machinery Ltd.,SME,,544177,2024-05-10,2024-05-14,2024-05-17,67.00,24.12,Bookbuilding,BSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,23,chittorgarh,1.00,chittorgarh,4.2,chittorgarh,6.85,chittorgarh,90.00,chittorgarh,90.00,chittorgarh,85.50,chittorgarh,85.50,chittorgarh,Funding of the proposed acquisition of equity shares of Jet Inks Private Limited | Repayment of a portion of certain borrowing availed by the Company | General Corporate Purposes,chittorgarh,24,chittorgarh,107.9,341.9,228.4,218.4,1301.64,1237.14,1928.41,5267.33,37.31,100,,63,True,2000,134000,11.6,8,88,5.8,,,88,,,13,,,8,,,5.6,,,50,,,1,,,88,,,6,,,,,,,0,sharescart,sharescart,ipowatch,
INE0R4W01015,Piotex Industries Ltd.,SME,,544178,2024-05-10,2024-05-14,2024-05-17,94.00,14.47,Fixed Price,BSE SME,Beeline Capital,2024,Spread X Securities Pvt.Ltd.,chittorgarh,14,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,109.00,chittorgarh,114.45,chittorgarh,108.10,chittorgarh,114.30,chittorgarh,Funding the Working Capital Requirement | General Corporate Expenses,chittorgarh,14,chittorgarh,0,115.2,93.3,107.4,0.00,833.67,675.35,1554.90,26.6,100,69.83,94,False,1200,112800,13.6,3,134,6.9,86,118,134,5,4,5,3,3,3,11.7,8.4,6.6,4,9,26,4,3,0,18,36,32,-1,-2,-8,2.54,33.33,0.33,118,3,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0S1L01013,Energy-Mission Machineries (India) Ltd.,SME,EMMIL,,2024-05-09,2024-05-13,2024-05-16,138.00,41.15,Bookbuilding,NSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,39,chittorgarh,2.00,chittorgarh,4.9,chittorgarh,11.72,chittorgarh,366.00,chittorgarh,384.30,chittorgarh,350.30,chittorgarh,384.25,chittorgarh,"Funding of capital expenditure towards civil construction work at existing manufacturing unit located at Sanand, District Ahmedabad, Gujarat | Funding of capital expenditure towards installation of new plant & machineries | To meet working capital requirements | General Corporate Purpose",chittorgarh,41,chittorgarh,,,,,,,,,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,investorgain,
INE0SMU01015,TGIF Agribusiness Ltd.,SME,,544175,2024-05-08,2024-05-10,2024-05-15,93.00,6.39,Fixed Price,BSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,150.00,chittorgarh,156.80,chittorgarh,142.50,chittorgarh,142.50,chittorgarh,Purchase of agricultural equipments & irrigation system | To meet Working Capital requirements | General Corporate Purpose,chittorgarh,6,chittorgarh,0,35.4,32.9,37.1,0.00,113.03,105.26,237.43,32.26,100,52.76,93,False,1200,111600,13.9,2,3,6.7,,2,3,,1,2,,1,2,,3.5,6.7,,3,11,,0,0,,3,11,,1,1,50.00,33.33,0.00,2,1,Mar 2024,1,sharescart,sharescart,ipowatch,sharescart
INE0STN01015,Silkflex Polymers (India) Ltd.,SME,SILKFLEX,,2024-05-07,2024-05-10,2024-05-15,52.00,18.11,Fixed Price,NSE SME,Shreni Shares,2024,Shreni Shares Ltd.,chittorgarh,17,chittorgarh,1.00,chittorgarh,5.6,chittorgarh,,,60.00,chittorgarh,63.00,chittorgarh,57.00,chittorgarh,58.70,chittorgarh,Acquisition of land | Funding of capital expenditure requirements of the Company towards purchase of Plant and Machineries | Funding Working Capital Requirements of the Company | General corporate purposes,chittorgarh,18,chittorgarh,0,36.6,36,39.3,0.00,331.26,325.64,711.58,28.85,95.24,60.8,52,False,2000,104000,8.3,7,80,6.3,44,50,80,3,7,12,1,4,7,1,4.8,6,8,12,36,2,1,17,24,38,83,-1,9,-30,8.00,33.33,0.08,50,4,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE0QOQ01013,Finelistings Technologies Ltd.,SME,,544173,2024-05-07,2024-05-09,2024-05-14,123.00,13.53,Fixed Price,BSE SME,Fedex Securities,2024,Rikhav Securities Ltd.,chittorgarh,13,chittorgarh,1.00,chittorgarh,7.1,chittorgarh,,,127.00,chittorgarh,133.35,chittorgarh,127.00,chittorgarh,133.35,chittorgarh,Purchase of Software | To meet working capital requirements | General corporate purposes,chittorgarh,14,chittorgarh,0,29.9,39,37.4,0.00,201.94,263.56,506.56,16.26,71.65,49.98,123,False,1000,123000,-11.8,-4,19,-10.4,14,14,19,3,3,-3,2,2,-4,1.4,6.8,-10.4,3,5,14,0,0,0,10,8,15,-1,1,-8,14.29,40.00,0.00,14,2,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0S3D01016,Winsol Engineers Ltd.,SME,WINSOL,,2024-05-06,2024-05-09,2024-05-14,75.00,23.36,Bookbuilding,NSE SME,Beeline Capital,2024,Spread X Securities Pvt.Ltd.,chittorgarh,22,chittorgarh,1.00,chittorgarh,4.3,chittorgarh,6.62,chittorgarh,365.00,chittorgarh,383.25,chittorgarh,362.00,chittorgarh,383.25,chittorgarh,Working Capital Requirements | General Corporate Purposes | Total,chittorgarh,23,chittorgarh,207.2,1087.8,780.2,682.1,2420.86,3812.34,6379.60,15937.52,80.0,100,45.55,71,True,1600,120000,7.4,12,111,10.2,65,78,111,8,13,18,5,9,12,6.1,10.8,10.2,9,18,49,3,2,4,29,41,86,-0,3,-24,11.54,50.00,0.11,78,9,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0TNX01015,Refractory Shapes Ltd.,SME,REFRACTORY,,2024-05-06,2024-05-09,2024-05-14,31.00,18.60,Bookbuilding,NSE SME,Shreni Shares,2024,Shreni Shares Ltd.,chittorgarh,18,chittorgarh,1.00,chittorgarh,5.3,chittorgarh,5.27,chittorgarh,75.00,chittorgarh,78.75,chittorgarh,75.00,chittorgarh,78.75,chittorgarh,"Funding of Capital expenditure towards civil construction required for Expansion of existing manufacturing unit at the existing location situated at Wankaner, Gujarat; | Funding of Capital expenditure towards purchase of Plant and Machineries for Expanding existing manufacturing unit at the existing location situated at Wankaner, Gujarat; | Repayment/prepayment of all or certain of our borrowings availed of by our Company | Purchase of Commercial Vehicle | General Corporate Purpose",chittorgarh,19,chittorgarh,90.6,464.4,259.6,255.1,842.49,1295.76,1689.74,4744.49,16.13,100,37.89,27,True,4000,124000,10.7,6,59,2.9,38,41,59,5,9,11,2,4,6,1.2,2.6,2.9,17,21,46,12,12,10,49,52,70,4,-3,1,9.76,19.05,0.57,41,4,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0SMA01017,Slone Infosystems Ltd.,SME,SLONE,,2024-05-03,2024-05-07,2024-05-10,79.00,11.06,Fixed Price,NSE SME,Jawa Capital,2024,Aftertrade Broking Pvt.Ltd.,chittorgarh,11,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,118.50,chittorgarh,119.45,chittorgarh,112.60,chittorgarh,112.60,chittorgarh,"Capital Expenditure towards purchase of Laptops, Desktops, SSD and RAM. | Repayment/prepayment of certain borrowings availed by the Company | General Corporate Purpose",chittorgarh,11,chittorgarh,0,756.9,540.8,667.8,0.00,4185.55,2990.62,7385.98,18.99,100,58.23,79,False,1600,126400,5.4,7,211,14.5,30,61,211,2,7,12,1,4,7,2.5,10.8,14.1,2,13,39,3,2,0,12,21,58,1,-4,-9,6.56,30.77,0.15,61,4,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0RGM01016,Storage Technologies & Automation Ltd.,SME,,544171,2024-04-30,2024-05-03,2024-05-08,78.00,29.95,Bookbuilding,BSE SME,Oneview Corporate,2024,Nikunj Stock Brokers Ltd.,chittorgarh,28,chittorgarh,2.00,chittorgarh,6.7,chittorgarh,8.50,chittorgarh,148.20,chittorgarh,155.59,chittorgarh,148.20,chittorgarh,153.05,chittorgarh,To meet Working Capital requirements | General Corporate Expenses,chittorgarh,30,chittorgarh,,,,,,,,,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,investorgain,
INE0QSB01016,Amkay Products Ltd.,SME,,544169,2024-04-30,2024-05-03,2024-05-08,55.00,12.61,Bookbuilding,BSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,12,chittorgarh,1.00,chittorgarh,7.7,chittorgarh,3.58,chittorgarh,104.50,chittorgarh,109.72,chittorgarh,104.50,chittorgarh,109.72,chittorgarh,Funding Capital Expenditure towards installation of additional Machinery | To meet working capital requirements | General Corporate Purpose,chittorgarh,13,chittorgarh,173,987.3,973.1,748,1090.67,1866.96,4293.59,9429.67,45.45,100,70.52,52,True,2000,110000,13.8,3,38,4,28,31,38,4,5,5,2,3,3,2.4,4.1,3.9,8,10,24,3,1,1,16,18,30,1,-1,-0,9.68,30.00,0.10,31,3,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0QXT01018,Sai Swami Metals & Alloys Ltd.,SME,,544170,2024-04-30,2024-05-03,2024-05-08,60.00,15.00,Fixed Price,BSE SME,Swastika Investmart,2024,Sunflower Broking Pvt.Ltd.,chittorgarh,14,chittorgarh,1.00,chittorgarh,6.7,chittorgarh,,,114.00,chittorgarh,119.70,chittorgarh,114.00,chittorgarh,119.70,chittorgarh,To Meet Incremental Working Capital Requirements | To Invest in Subsidiary Company. | To Purchase of Machineries | General Corporate Purpose,chittorgarh,15,chittorgarh,0,533.8,529,543.7,0.00,4003.72,3967.57,8155.80,33.33,100,73.5,60,False,2000,120000,10.3,4,65,5.8,6,41,65,0,3,5,0,2,4,38.3,5.3,5.6,0,7,35,1,3,7,26,20,49,-5,-1,-21,4.88,28.57,0.43,41,2,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0SDC01012,Emmforce Autotech Ltd.,SME,,544166,2024-04-23,2024-04-25,2024-04-30,98.00,53.90,Bookbuilding,BSE SME,Beeline Capital,2024,Spread X Securities Pvt.Ltd.,chittorgarh,51,chittorgarh,3.00,chittorgarh,5.6,chittorgarh,15.35,chittorgarh,186.20,chittorgarh,195.51,chittorgarh,186.20,chittorgarh,195.51,chittorgarh,Investment in Subsidiary Company i.e. Emmforce Mobility Solutions Private Limited (EMSPL) in form of equity or debt for meeting the requirement of working capital and margin money for term loan of Subsidiary Company. | To Meet Working Capital Requirement of our Company | General Corporate Expenses,chittorgarh,54,chittorgarh,160.6,862,267.6,364.4,4327.32,6968.60,5048.28,19638.11,15.31,100,61.02,93,True,1200,117600,25.1,8,88,3.9,,40,88,,8,18,,4,8,,2.8,3.9,,19,80,,26,21,,82,130,,-26,-3,10.00,21.05,1.37,40,4,Mar 2024,1,sharescart,sharescart,ipowatch,sharescart
INE0SGR01013,Shivam Chemicals Ltd.,SME,,544165,2024-04-23,2024-04-25,2024-04-30,44.00,20.18,Fixed Price,BSE SME,Aryaman Financial,2024,Shreni Shares Ltd.,chittorgarh,19,chittorgarh,1.00,chittorgarh,5.0,chittorgarh,,,48.00,chittorgarh,50.40,chittorgarh,45.60,chittorgarh,47.40,chittorgarh,,,20,chittorgarh,0,4.3,8.9,6.6,0.00,43.70,89.61,133.41,4.55,100,31.74,44,False,3000,132000,33.8,2,224,1.3,157,147,224,6,4,6,4,1,2,3,1,1.2,14,15,35,7,5,4,31,41,58,9,5,-15,0.68,6.67,0.33,147,1,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0R6801013,Varyaa Creations Ltd.,SME,,544168,2024-04-22,2024-04-25,2024-04-30,150.00,20.10,Fixed Price,BSE SME,Inventure Merchant Banker,2024,Svcm Securities Pvt.Ltd.,chittorgarh,19,chittorgarh,1.00,chittorgarh,5.0,chittorgarh,,,285.00,chittorgarh,299.25,chittorgarh,270.75,chittorgarh,270.75,chittorgarh,To finance the establishment of new showroom a) Capital expenditure cost for the proposed new showroom Purchase of Inventory for the proposed new showroom | To finance the establishment of new showroom b) Purchase of Inventory | General Corporate Purpose,chittorgarh,20,chittorgarh,0,1.1,6.1,3.6,0.00,10.85,61.20,72.16,,100,72.02,150,False,1000,150000,166.7,0,31,0.9,5,21,31,1,4,1,1,3,0,2.3,8.8,0.9,1,4,24,0,0,0,20,9,26,4,-4,-19,14.29,75.00,0.00,21,3,Mar 2024,2,sharescart,sharescart,,sharescart
INE0Q9W01015,Faalcon Concepts Ltd.,SME,,544164,2024-04-19,2024-04-23,2024-04-26,62.00,12.09,Fixed Price,BSE SME,Navigant Corporate,2024,Alacrity Securities Ltd.,chittorgarh,11,chittorgarh,1.00,chittorgarh,8.3,chittorgarh,,,95.00,chittorgarh,95.00,chittorgarh,90.25,chittorgarh,90.25,chittorgarh,To finance the Capital Expenditure for purchase of façade Structural Equipments | To part finance the requirement of Working Capital | To meet General corporate purposes,chittorgarh,12,chittorgarh,0,93.3,47.2,71.3,0.00,563.82,285.14,861.78,8.06,100,51.4,62,False,2000,124000,15.5,3,29,4,13,19,29,3,3,5,2,2,3,5.6,4.2,3.9,3,7,22,1,2,4,13,18,39,0,-3,-7,10.53,28.57,0.29,19,2,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0RJH01010,Ramdevbaba Solvent Ltd.,SME,RBS,,2024-04-15,2024-04-18,2024-04-23,85.00,50.27,Bookbuilding,NSE SME,Choice Capital,2024,Choice Equity Broking Pvt.Ltd.,chittorgarh,48,chittorgarh,2.00,chittorgarh,4.0,chittorgarh,14.28,chittorgarh,112.00,chittorgarh,117.60,chittorgarh,111.00,chittorgarh,117.60,chittorgarh,"Setting up of new manufacturing facility | Repayment in full or in part, of certain of our outstanding borrowings | Funding the working capital requirements of our Company; and | General corporate purposes",chittorgarh,50,chittorgarh,66,314.5,80,126.2,1657.51,2370.98,1406.73,6344.02,23.53,81.01,,80,True,1600,136000,12.3,15,929,6.9,698,686,929,27,32,33,15,13,15,10.7,8,6.6,48,73,151,42,116,197,191,329,482,11,-23,-1,1.90,17.81,1.59,686,13,Mar 2024,2,sharescart,sharescart,ipowatch,
INE0PC901019,Grill Splendour Services Ltd.,SME,BIRDYS,,2024-04-15,2024-04-18,2024-04-23,120.00,16.47,Fixed Price,NSE SME,Inventure Merchant Banker,2024,Rikhav Securities Ltd.,chittorgarh,16,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,121.30,chittorgarh,127.35,chittorgarh,120.00,chittorgarh,127.35,chittorgarh,"Funding additional Working capital requirements | Pre-payment/Repayment, in full or part, of certain outstanding borrowings availed by our Company; and | General Corporate Purposes",chittorgarh,16,chittorgarh,0,4.6,12.8,8.7,0.00,37.81,105.27,142.99,6.67,100,28.78,120,False,1200,144000,-13.3,-5,10,-9,15,13,10,3,1,-5,2,-0,-5,13.2,-0.6,-9.1,2,4,23,2,3,3,8,22,28,2,-0,-3,-0.00,-0.00,0.75,13,-0,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0S0701019,Greenhitech Ventures Ltd.,SME,,544163,2024-04-12,2024-04-16,2024-04-22,50.00,6.30,Fixed Price,BSE SME,Beeline Capital,2024,Spread X Securities Pvt.Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,95.00,chittorgarh,99.75,chittorgarh,95.00,chittorgarh,99.75,chittorgarh,To Meet Working Capital Requirement | General Corporate Expenses,chittorgarh,6,chittorgarh,0,921.6,597.4,770,0.00,2903.04,1881.84,4850.69,30.0,100,73.19,50,False,3000,150000,15.6,2,20,3.2,,8,20,,2,3,,1,2,,3.4,3.2,,5,12,,1,0,,32,24,,-8,-5,12.50,20.00,0.20,8,1,Mar 2024,1,sharescart,sharescart,ipowatch,sharescart
INE0S8401018,DCG Cables & Wires Ltd.,SME,DCG,,2024-04-08,2024-04-10,2024-04-16,100.00,49.99,Fixed Price,NSE SME,Interactive Financial,2024,Nikunj Stock Brokers Ltd.,chittorgarh,47,chittorgarh,3.00,chittorgarh,6.0,chittorgarh,,,90.00,chittorgarh,90.00,chittorgarh,85.50,chittorgarh,85.50,chittorgarh,Capital Expenditure for building construction | Long term Working capital requirement | General corporate purposes,chittorgarh,50,chittorgarh,0,11.5,21.7,17,0.00,288.20,542.41,847.86,10.0,100,72.45,100,False,1200,120000,22.2,8,128,4.5,55,101,128,4,16,17,2,9,8,1.3,6.7,4.5,15,24,79,3,6,3,36,85,121,-15,4,-23,8.91,37.50,0.25,101,9,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0K6601012,Teerth Gopicon Ltd.,SME,TGL,,2024-04-08,2024-04-10,2024-04-16,111.00,44.40,Fixed Price,NSE SME,Interactive Financial,2024,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,42,chittorgarh,2.00,chittorgarh,4.5,chittorgarh,,,125.00,chittorgarh,131.25,chittorgarh,123.00,chittorgarh,131.25,chittorgarh,Funding the Working Capital requirement | General corporate purposes,chittorgarh,44,chittorgarh,0,97.1,44.3,75.5,0.00,2155.85,984.03,3353.64,9.01,96.5,64.33,111,False,1200,133200,10.2,13,118,10.9,,105,118,,18,28,,12,13,,14.5,10.7,,19,76,,7,12,,136,175,,4,-22,11.43,63.16,0.37,105,12,Mar 2024,1,sharescart,sharescart,ipowatch,sharescart
INE0STM01017,Aluwind Architectural Ltd.,SME,ALUWIND,,2024-03-28,2024-04-04,2024-04-09,45.00,29.70,Fixed Price,NSE SME,Corpwis,2024,NNM Securities Pvt.Ltd.,chittorgarh,28,chittorgarh,2.00,chittorgarh,6.7,chittorgarh,,,45.00,chittorgarh,47.25,chittorgarh,45.00,chittorgarh,47.25,chittorgarh,Funding of Working Capital requirements | General Corporate Expenses,chittorgarh,30,chittorgarh,0,5.2,10.7,8.2,0.00,77.67,159.04,243.24,22.22,98.22,72.13,45,False,3000,135000,13.6,8,109,3.3,49,83,109,5,12,13,3,8,8,1.5,4.1,3.3,17,25,60,1,1,1,41,60,113,1,-2,-18,9.64,32.00,0.04,83,8,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0R7401011,Creative Graphics Solutions India Ltd.,SME,CGRAPHICS,,2024-03-28,2024-04-04,2024-04-09,85.00,54.40,Bookbuilding,NSE SME,Corporate Capitalventures,2024,SS Corporate Securities Ltd.,chittorgarh,52,chittorgarh,2.00,chittorgarh,3.7,chittorgarh,15.50,chittorgarh,175.00,chittorgarh,183.75,chittorgarh,167.10,chittorgarh,176.25,chittorgarh,"To meet out the working capital requirements of our company “Creative graphics” | Repayment/prepayment, in part or full, of certain of our borrowings | To meet out the capital expenditure of our company “Creative graphics” | To meet out the inorganic growth through unidentified acquisition for company* | General Corporate Expenses",chittorgarh,54,chittorgarh,0,0,0,201.9,0.00,0.00,0.00,10981.18,77.65,100,30.43,80,True,1600,136000,9.4,21,251,9,90,132,251,16,23,38,9,11,21,5.2,6,8.6,19,36,107,11,15,16,66,105,218,5,3,-22,8.33,30.56,0.42,132,11,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
