isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src
INE0P4701011,Sahaj Solar Ltd.,SME,SAHAJSOLAR,,2024-07-11,2024-07-15,2024-07-19,180.00,52.52,Bookbuilding,NSE SME,Kunvarji Finstock,2024,Aftertrade Broking Pvt.Ltd.,chittorgarh,50,chittorgarh,3.00,chittorgarh,5.7,chittorgarh,14.83,chittorgarh,342.00,chittorgarh,359.10,chittorgarh,342.00,chittorgarh,359.10,chittorgarh,Working Capital Requirements of the Company | General Corporate Purposes | Total,chittorgarh,53,chittorgarh,214.3,862.4,535,507.2,5631.02,6798.77,9842.41,26658.96,55.56,100,66.72,171,True,800,144000,6.6,28,330,27.2,185,201,330,12,25,43,6,13,28,4.1,8.2,12.5,16,33,109,4,3,3,91,149,303,10,-35,-47,6.47,39.39,0.09,201,13,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0U9101019,Effwa Infra & Research Ltd.,SME,EFFWA,,2024-07-05,2024-07-09,2024-07-12,82.00,51.27,Bookbuilding,NSE SME,Shreni Shares,2024,Rikhav Securities Ltd.,chittorgarh,41,chittorgarh,8,chittorgarh,15.7,chittorgarh,14.34,chittorgarh,155.80,chittorgarh,163.55,chittorgarh,155.80,chittorgarh,163.55,chittorgarh,Funding working capital requirements of the company; | Funding of capital expenditure requirements of the company towards purchase of new office Equipments; | General corporate purposes;,chittorgarh,51,chittorgarh,166.6,477.3,323.8,313.7,4270.01,3670.66,5810.94,16081.76,73.17,66.24,,78,True,1600,131200,9.4,20,185,8.7,115,145,185,9,21,31,5,14,20,2.9,7.8,8.7,24,37,95,3,1,3,65,80,150,-5,4,-31,9.66,37.84,0.03,145,14,Mar 2024,2,sharescart,sharescart,ipowatch,
INE0R8C01018,Ganesh Green Bharat Ltd.,SME,GGBL,,2024-07-05,2024-07-09,2024-07-12,190.00,125.23,Bookbuilding,NSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,119,chittorgarh,6.00,chittorgarh,4.8,chittorgarh,35.29,chittorgarh,361.00,chittorgarh,379.05,chittorgarh,361.00,chittorgarh,379.05,chittorgarh,"Repayment in full or in part, of certain of the outstanding borrowings; | Funding Capital Expenditure towards installation of additional plant and machinery at the factory | Funding to meet working capital requirements | General Corporate Purpose",chittorgarh,125,chittorgarh,154.5,470.4,176.9,229.9,9673.94,8836.91,7752.68,28792.65,94.74,100,41.67,181,True,600,114000,14.5,30,318,13.1,90,170,318,14,37,52,8,22,30,4.5,10.9,12.2,35,57,205,10,17,14,88,150,339,-2,25,-29,12.94,38.60,0.30,170,22,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0M3I01029,Ambey Laboratories Ltd.,SME,AMBEY,,2024-07-04,2024-07-08,2024-07-11,68.00,44.68,Bookbuilding,NSE SME,Novus Capital,2024,Nikunj Stock Brokers Ltd.,chittorgarh,40,chittorgarh,2,chittorgarh,4.4,chittorgarh,12.73,chittorgarh,85.00,chittorgarh,89.25,chittorgarh,85.00,chittorgarh,89.25,chittorgarh,To meet out the Working Capital requirements | To meet out the General Corporate Purposes | Issue Expenses,chittorgarh,45,chittorgarh,61.9,324.02,194.18,172.67,,,,,32.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ipowatch,,ipowatch,
INE0SUN01013,Nephro Care India Ltd.,SME,NEPHROCARE,,2024-06-28,2024-07-02,2024-07-05,90.00,41.26,Bookbuilding,NSE SME,Corporate Capitalventures,2024,SS Corporate Securities Ltd.,chittorgarh,39,chittorgarh,2.00,chittorgarh,4.9,chittorgarh,11.15,chittorgarh,171.00,chittorgarh,179.55,chittorgarh,171.00,chittorgarh,179.55,chittorgarh,"Setting up a Multi Speciality Hospital in the name of “Vivacity Multi Specialty Hospital” (unit of Nephro Care) at Kolkata (Madhyamgaram), West Bengal | General Corporate Expenses",chittorgarh,41,chittorgarh,245.1,1787.2,634.1,715.8,5056.75,11059.85,9156.44,29530.22,194.44,85.02,,85,True,1600,144000,37.5,4,46,2.4,17,27,46,3,7,7,2,5,4,2.4,3.8,2.2,3,15,53,2,0,0,8,21,68,4,1,8,18.52,33.33,0.00,27,5,Mar 2024,2,sharescart,sharescart,investorgain,
INE0JRD01019,Diensten Tech Ltd.,SME,DTL,,2024-06-26,2024-06-28,2024-07-03,100.00,22.08,Bookbuilding,NSE SME,Corporate Professionals,2024,Share India Securities Ltd.,chittorgarh,21,chittorgarh,1.00,chittorgarh,4.5,chittorgarh,6.28,chittorgarh,240.00,chittorgarh,252.00,chittorgarh,240.00,chittorgarh,252.00,chittorgarh,"Payment of liability raised against outstanding payment of consideration for “Professional Services and Training Division” business acquired from J K Technosoft Limited, vide Business Transfer Agreement Dated April 30, 2022. | Working Capital Requirement | General Corporate Purposes | Issue Expenses",chittorgarh,22,chittorgarh,9.6,155,35.9,53.9,105.98,513.33,277.20,1191.00,30.0,95.5,69.97,95,True,1200,120000,-41.7,-2,65,-2.4,38,41,65,2,-2,2,0,-3,-2,0.3,-4.6,-2.6,4,2,19,0,19,23,16,37,56,-3,-8,-1,-7.32,-150.00,9.50,41,-3,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0PMR01017,Akiko Global Services Ltd.,SME,AKIKO,,2024-06-25,2024-06-27,2024-07-02,77.00,23.11,Bookbuilding,NSE SME,Novus Capital,2024,Nikunj Stock Brokers Ltd.,chittorgarh,22,chittorgarh,1.00,chittorgarh,4.3,chittorgarh,6.58,chittorgarh,98.00,chittorgarh,98.00,chittorgarh,93.10,chittorgarh,93.35,chittorgarh,"Implementation of ERP Solution and TeleCRM | Mobile Application for financial product solution | To meet working capital requirements | Enhancing visibility and awareness of our brands, including but not limited to “Akiko Global” or “Moneyfair” | General Corporate Purpose | Issue Expenses",chittorgarh,23,chittorgarh,10.2,48.1,45.6,35,117.99,166.58,368.63,808.01,6.49,92.77,66.91,73,True,1600,123200,10.1,8,76,7.6,,,76,,,12,,,8,,,6.9,,,44,,,1,,,64,,,-27,,,,,,,0,sharescart,sharescart,investorgain,sharescart
INE0SCO01019,Divine Power Energy Ltd.,SME,DPEL,,2024-06-25,2024-06-27,2024-07-02,40.00,22.75,Bookbuilding,NSE SME,Khambatta Securities,2024,Nikunj Stock Brokers Ltd.,chittorgarh,22,chittorgarh,1.00,chittorgarh,4.3,chittorgarh,6.48,chittorgarh,155.00,chittorgarh,162.75,chittorgarh,147.25,chittorgarh,152.30,chittorgarh,Working Capital Requirement including margin money | General Corporate Purpose,chittorgarh,23,chittorgarh,135.8,473.7,507.9,393.7,1545.86,1617.35,4046.25,8959.93,152.5,100,,36,True,3000,120000,8.9,9,342,4.5,151,222,342,10,15,20,3,6,9,1.8,4.1,3.9,19,26,86,7,4,24,73,89,184,-4,-3,-19,2.70,23.08,0.15,222,6,Mar 2024,2,sharescart,sharescart,investorgain,
INE998U01015,Petro Carbon & Chemicals Ltd.,SME,PCCL,,2024-06-25,2024-06-27,2024-07-02,171.00,113.16,Bookbuilding,NSE SME,GYR Capital,2024,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,,,106,chittorgarh,93.8,chittorgarh,31.72,chittorgarh,300.00,chittorgarh,315.00,chittorgarh,285.00,chittorgarh,315.00,chittorgarh,Achieve the benefits of listing the Equity Shares on the Stock Exchanges,chittorgarh,113,chittorgarh,94.5,129.9,74.3,92,5346.29,2205.11,2944.34,10411.94,29.82,100,,162,True,800,136800,45,9,296,3.8,,,296,,,17,,,9,,,3.8,,,171,,,60,,,417,,,12,,,,,,,0,sharescart,sharescart,ipowatch,
INE0T7B01010,Shivalic Power Control Ltd.,SME,SPCL,,2024-06-24,2024-06-26,2024-07-01,100.00,64.32,Bookbuilding,NSE SME,Corporate Capitalventures,2024,SS Corporate Securities Ltd.,chittorgarh,61,chittorgarh,3.00,chittorgarh,4.7,chittorgarh,18.29,chittorgarh,311.00,chittorgarh,326.55,chittorgarh,297.00,chittorgarh,326.55,chittorgarh,,,64,chittorgarh,170.3,436.4,230.1,257.2,5477.49,4210.10,5180.91,16545.68,170.0,96.63,70.86,95,True,1200,120000,18.2,12,132,5.5,82,102,132,13,20,20,7,11,12,4.2,6.3,5.2,25,41,113,9,5,4,58,90,129,4,-8,-9,10.78,26.83,0.12,102,11,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE01IH01015,Sylvan Plyboard (India) Ltd.,SME,SYLVANPLY,,2024-06-24,2024-06-26,2024-07-01,55.00,28.05,Fixed Price,NSE SME,Finshore Management,2024,Black Fox Financial Pvt.Ltd.,chittorgarh,27,chittorgarh,1.00,chittorgarh,3.6,chittorgarh,,,66.00,chittorgarh,69.30,chittorgarh,62.70,chittorgarh,69.30,chittorgarh,Funding Capital Expenditure towards purchase of additional plant and machinery | Working Capital Requirements | Issue Related Expenses | General Corporate Expenses,chittorgarh,28,chittorgarh,,,,,,,,,49.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,investorgain,
INE0SH001010,Mason Infratech Ltd.,SME,MASON,,2024-06-24,2024-06-26,2024-07-01,64.00,30.46,Bookbuilding,NSE SME,Expert Global,2024,Globalworth Securities Ltd.,chittorgarh,29,chittorgarh,1.00,chittorgarh,3.3,chittorgarh,8.65,chittorgarh,88.00,chittorgarh,92.40,chittorgarh,83.60,chittorgarh,92.40,chittorgarh,To meet the working capital requirements | General Corporate Purpose,chittorgarh,30,chittorgarh,13.4,50.2,36.6,32.9,204.11,229.39,390.14,1001.96,23.44,98.2,71.6,62,True,2000,128000,6.6,17,112,9.7,,94,112,,19,28,,12,17,,9.1,9.7,,22,66,,5,16,,78,157,,16,8,12.77,54.55,0.23,94,12,Mar 2024,1,sharescart,sharescart,ipowatch,sharescart
INE0BHK01012,Visaman Global Sales Ltd.,SME,VISAMAN,,2024-06-24,2024-06-26,2024-07-01,43.00,16.05,Fixed Price,NSE SME,Shreni Shares,2024,Shreni Shares Ltd.,chittorgarh,15,chittorgarh,1.00,chittorgarh,6.2,chittorgarh,,,45.10,chittorgarh,47.35,chittorgarh,45.10,chittorgarh,47.35,chittorgarh,"Funding of capital expenditure requirements of the Company towards setting up of a manufacturing facility at Rajkot, Gujarat, India | Funding Working Capital Requirements of the Company | General corporate purposes",chittorgarh,16,chittorgarh,0,0,0,42.2,0.00,0.00,0.00,677.21,30.23,100,75,43,False,3000,129000,25.3,2,266,1.7,408,308,266,7,8,8,1,1,2,1.2,1.3,1.6,10,11,28,7,9,1,59,72,99,-1,6,15,0.32,9.09,0.82,308,1,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0PE401018,Medicamen Organics Ltd.,SME,MEDIORG,,2024-06-21,2024-06-25,2024-06-28,34.00,10.54,Bookbuilding,NSE SME,GYR Capital,2024,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,10,chittorgarh,1.00,chittorgarh,9.1,chittorgarh,2.98,chittorgarh,137.85,chittorgarh,144.70,chittorgarh,130.95,chittorgarh,144.70,chittorgarh,Funding of expenses proposed to be incurred towards Product registration in the international markets | Plant updation and increase in production capacity | Funding working capital requirements of our Company | General corporate purpose,chittorgarh,11,chittorgarh,173,1343.8,1309.8,993.6,911.87,2124.60,4831.74,10472.12,14.71,100,42.49,32,True,4000,136000,9.2,4,38,3.7,,25,38,,6,7,,3,4,,3.1,3.5,,15,30,,0,0,,38,59,,-4,-5,12.00,20.00,0.00,25,3,Mar 2024,1,sharescart,sharescart,ipowatch,sharescart
INE0S6R01027,Dindigul Farm Product Ltd.,SME,,544201,2024-06-20,2024-06-24,2024-06-27,54.00,34.83,Bookbuilding,BSE SME,Beeline Capital,2024,Spread X Securities Pvt.Ltd.,chittorgarh,33,chittorgarh,2.00,chittorgarh,5.7,chittorgarh,9.90,chittorgarh,102.60,chittorgarh,107.73,chittorgarh,102.60,chittorgarh,107.73,chittorgarh,Funding Capital Expenditure | Working Capital Requirements | General Corporate Purposes | Public Issue Expenses,chittorgarh,35,chittorgarh,145.6,280.1,201.4,202.4,2535.97,1463.17,2455.65,7047.85,125.93,80.66,59.36,51,True,2000,108000,-21.6,-6,62,-2.5,82,86,62,10,13,0,5,9,-6,3.6,4.9,-2.3,-16,10,35,20,15,16,29,53,64,6,-8,-12,10.47,90.00,1.50,86,9,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE0S9101013,Winny Immigration & Education Services Ltd.,SME,WINNY,,2024-06-20,2024-06-24,2024-06-27,140.00,9.13,Fixed Price,NSE SME,Interactive Financial,2024,Aftertrade Broking Pvt.Ltd.,chittorgarh,9,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,240.00,chittorgarh,252.00,chittorgarh,240.00,chittorgarh,252.00,chittorgarh,Opening of new offices in India | Software Development | Repayment of Debt | Branding and Advertisement | General corporate purposes,chittorgarh,9,chittorgarh,0,109.7,190.7,154.7,0.00,500.44,870.17,1411.83,55.0,100,62.21,140,False,1000,140000,-6.1,-5,8,-23,12,11,8,3,1,-6,1,0,-5,9.5,2.6,-21.3,2,2,6,0,0,0,6,5,6,0,1,-3,0.00,0.00,0.00,11,0,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE0RUJ01013,GEM Enviro Management Ltd.,SME,,544199,2024-06-19,2024-06-21,2024-06-26,75.00,44.93,Bookbuilding,BSE SME,Share India Capital,2024,Share India Securities Ltd.,chittorgarh,9,chittorgarh,34,chittorgarh,75.6,chittorgarh,12.70,chittorgarh,142.50,chittorgarh,149.62,chittorgarh,142.50,chittorgarh,149.62,chittorgarh,To Meet Working Capital Requirements | General corporate purposes,chittorgarh,45,chittorgarh,160.2,462.9,240.3,265.1,3599.18,3119.51,3777.88,11911.76,96.0,99.94,73.52,71,True,1600,120000,27.8,6,59,2.7,43,34,59,14,15,8,10,11,6,4.8,5.4,2.7,24,34,49,0,0,0,36,42,59,8,4,-9,32.35,32.35,0.00,34,11,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE0OUW01013,Durlax Top Surface Ltd.,SME,DURLAX,,2024-06-19,2024-06-21,2024-06-26,68.00,40.80,Bookbuilding,NSE SME,Expert Global,2024,Globalworth Securities Ltd.,chittorgarh,27,chittorgarh,12,chittorgarh,29.3,chittorgarh,4.03,chittorgarh,109.00,chittorgarh,109.00,chittorgarh,103.55,chittorgarh,103.55,chittorgarh,Part finance to meet the working capital requirements | General corporate purposes,chittorgarh,41,chittorgarh,48.3,415.1,194,166.8,985.12,5927.06,1186.97,6805.03,22.06,95.44,60.35,65,True,2000,136000,14.2,7,123,4.8,67,91,123,8,10,16,2,4,7,1.7,3.2,4.5,17,22,58,17,21,7,77,106,115,4,-17,-7,4.40,18.18,0.95,91,4,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0PQK01013,Falcon Technoprojects India Ltd.,SME,FALCONTECH,,2024-06-19,2024-06-21,2024-06-26,92.00,13.69,Fixed Price,NSE SME,Kunvarji Finstock,2024,Nikunj Stock Brokers Ltd.,chittorgarh,13,chittorgarh,1.00,chittorgarh,7.1,chittorgarh,,,84.00,chittorgarh,88.20,chittorgarh,82.00,chittorgarh,88.20,chittorgarh,Working Capital Requirements of our Company | General Corporate Purposes,chittorgarh,14,chittorgarh,0,45,82.7,65.3,0.00,308.15,566.20,894.20,8.7,100,70.66,92,False,1200,110400,41.8,1,26,2.2,17,11,26,2,2,2,1,1,1,2.7,2.2,2.2,3,9,23,8,3,0,22,21,39,-1,1,-9,9.09,11.11,0.33,11,1,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0S7E01015,GP Eco Solutions India Ltd.,SME,GPECO,,2024-06-14,2024-06-19,2024-06-24,94.00,30.79,Bookbuilding,NSE SME,Corporate Capitalventures,2024,SS Corporate Securities Ltd.,chittorgarh,28,chittorgarh,3.00,chittorgarh,9.7,chittorgarh,8.30,chittorgarh,375.00,chittorgarh,393.75,chittorgarh,375.00,chittorgarh,393.75,chittorgarh,"To Meet Working Capital requirements of our Company “GP Eco Solutions” | Investment in our subsidiary, Invergy India Private Limited (“IIPL”) in relation to Purchase of Plant & Machineries and other Miscellaneous Assets; and also towards Construction / Civil Works for its facility | General Corporate Expenses",chittorgarh,31,chittorgarh,236.6,1824.9,793.2,856.2,3643.59,8429.37,8549.14,26366.47,192.55,100,36.7,90,True,1200,112800,10.6,10,246,8.9,103,138,246,6,12,18,3,7,10,4,8.7,8.9,7,23,65,1,4,3,48,64,162,3,-6,22,5.07,30.43,0.17,138,7,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE0S0I01011,United Cotfab Ltd.,SME,,544195,2024-06-13,2024-06-19,2024-06-24,70.00,36.29,Fixed Price,BSE SME,Beeline Capital,2024,Spread X Securities Pvt.Ltd.,chittorgarh,34,chittorgarh,2.00,chittorgarh,5.6,chittorgarh,,,75.00,chittorgarh,78.75,chittorgarh,75.00,chittorgarh,78.75,chittorgarh,To Meet Working Capital Requirements | General Corporate Purposes | Public Issue Expenses,chittorgarh,36,chittorgarh,0,114.7,77.2,107.2,0.00,2081.30,1401.08,3888.62,21.43,84.38,73.25,70,False,2000,140000,41.2,3,125,1.7,,40,125,,7,10,,2,3,,1.6,1.6,,14,51,,40,28,,82,108,,3,-18,5.00,14.29,2.86,40,2,Mar 2024,1,sharescart,sharescart,ipowatch,sharescart
INE0QUV01010,Sattrix Information Security Ltd.,SME,,544189,2024-06-05,2024-06-07,2024-06-12,121.00,21.78,Fixed Price,BSE SME,ISK Advisors,2024,Sunflower Broking Pvt.Ltd.,chittorgarh,21,chittorgarh,1.00,chittorgarh,4.5,chittorgarh,,,150.00,chittorgarh,157.50,chittorgarh,142.50,chittorgarh,157.50,chittorgarh,"Capital Expenditure: (a) To meet out expenses for Purchasing Furniture, fixture & air conditioning for new office at Ahmedabad | Capital Expenditure: (b) To purchase and Installation of IT equipment, computer hardware, server, SAN storage, CCTV cameras, video conferencing equipment, networking (LAN) and other equipment | Business Expansion Cost : (a) Development of New Product & Technology | Business Expansion Cost : (b) Other business expansion cost | Additional Working Capital Requirement | General Corporate Purpose",chittorgarh,22,chittorgarh,0,87.9,37.8,70.4,0.00,957.01,411.21,1534.18,16.53,56.67,33.96,121,False,1000,121000,19.2,4,45,6.3,35,40,45,6,3,7,4,2,4,7.5,3.6,6,12,14,37,0,0,0,27,24,54,4,11,-7,5.00,14.29,0.00,40,2,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0QZ901011,Magenta Lifecare Ltd.,SME,,544188,2024-06-05,2024-06-07,2024-06-12,35.00,7.00,Fixed Price,BSE SME,Fedex Securities,2024,Sunflower Broking Pvt.Ltd.,chittorgarh,7,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,45.00,chittorgarh,47.25,chittorgarh,45.00,chittorgarh,47.25,chittorgarh,Funding our working capital requirements | General corporate purposes,chittorgarh,7,chittorgarh,0,1145.8,778.4,983.2,0.00,4010.23,2724.43,6882.33,71.43,84.06,59.59,35,False,4000,140000,350,0,10,0.1,9,9,10,1,2,1,0,1,0,0.5,1.5,0.1,5,7,14,1,1,0,13,13,18,2,-1,-4,11.11,14.29,0.14,9,1,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0R7D01018,3C IT Solutions & Telecoms (India) Ltd.,SME,,544190,2024-06-04,2024-06-07,2024-06-12,52.00,11.44,Fixed Price,BSE SME,Kreo Capital,2024,Shreni Shares Ltd.,chittorgarh,8,chittorgarh,3,chittorgarh,27.3,chittorgarh,,,43.01,chittorgarh,45.16,chittorgarh,43.01,chittorgarh,45.16,chittorgarh,Funding Working Capital Requirements of our Company | Repayment/ Prepayment of Certain Borrowings availed by our Company | General Corporate Purpose,chittorgarh,11,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INE0N2D01013,TBI Corn Ltd.,SME,TBI,,2024-05-31,2024-06-04,2024-06-07,94.00,44.94,Bookbuilding,NSE SME,Swastika Investmart,2024,SS Corporate Securities Ltd.,chittorgarh,43,chittorgarh,2.00,chittorgarh,4.4,chittorgarh,12.77,chittorgarh,198.00,chittorgarh,207.90,chittorgarh,198.00,chittorgarh,207.90,chittorgarh,Expansion of Existing Unit | To Meet Incremental Working Capital Requirements | General Corporate Purpose,chittorgarh,45,chittorgarh,81.4,516.5,523.3,231.2,1829.28,3481.73,8230.83,10390.58,101.06,100,59.81,90,True,1200,112800,12.5,14,212,7.5,,158,212,,19,26,,10,14,,7.6,7.5,,43,101,,9,5,,102,180,,-3,-30,6.33,23.26,0.21,158,10,Mar 2024,1,sharescart,sharescart,ipowatch,sharescart
INE0RUV01018,Aimtron Electronics Ltd.,SME,AIMTRON,,2024-05-30,2024-06-03,2024-06-06,161.00,87.02,Bookbuilding,NSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,82,chittorgarh,5.00,chittorgarh,5.7,chittorgarh,24.73,chittorgarh,241.00,chittorgarh,253.05,chittorgarh,240.10,chittorgarh,253.05,chittorgarh,"Repayment in full or in part, of certain of the outstanding borrowings; | Funding Capital Expenditure towards installation of additional plant and machinery | Funding to meet working capital requirements | General Corporate Purpose",chittorgarh,87,chittorgarh,69.9,202.7,71.6,99.2,3042.56,2646.28,2181.26,8635.59,31.06,100,,153,True,800,128800,12.3,26,159,13.1,,93,159,,25,37,,14,26,,9.1,12.6,,52,155,,12,0,,93,230,,7,-19,15.05,26.92,0.23,93,14,Mar 2024,1,sharescart,sharescart,ipowatch,
INE0RIQ01013,Associated Coaters Ltd.,SME,,544183,2024-05-30,2024-06-03,2024-06-06,121.00,5.11,Fixed Price,BSE SME,Gretex Corporate,2024,Gretex Share Broking Pvt.Ltd.,chittorgarh,4,chittorgarh,1.00,chittorgarh,20.0,chittorgarh,,,142.00,chittorgarh,149.10,chittorgarh,134.90,chittorgarh,134.90,chittorgarh,Funding Capital Expenditure towards installation of Plant & Machinery in our existing premises | Working Capital Requirements | General Corporate Purposes,chittorgarh,5,chittorgarh,0,239.6,495,371.1,0.00,611.80,1263.76,1895.12,17.36,100,55.24,121,False,1000,121000,15.3,1,6,7.9,4,5,6,1,2,2,1,1,1,5.9,10.6,7.9,1,2,7,1,0,0,3,5,9,1,1,-0,20.00,50.00,0.00,5,1,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0ISZ01012,Z-Tech (India) Ltd.,SME,ZTECH,,2024-05-29,2024-05-31,2024-06-05,110.00,37.30,Bookbuilding,NSE SME,Narnolia Financial,2024,NVS Brokerage Pvt.Ltd.,chittorgarh,35,chittorgarh,2.00,chittorgarh,5.4,chittorgarh,10.61,chittorgarh,100.00,chittorgarh,105.00,chittorgarh,99.20,chittorgarh,105.00,chittorgarh,Working Capital Requirement | General Corporate Purposes | Issue Expenses,chittorgarh,37,chittorgarh,123.1,832.4,315.6,371.4,2296.01,4657.51,4120.38,13854.04,24.55,82.65,60.75,104,True,1200,132000,6.5,20,94,17,26,67,94,3,12,28,2,8,20,2.2,9,14.1,10,22,171,0,1,2,23,42,207,0,0,-91,11.94,36.36,0.05,67,8,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE639X01027,Beacon Trusteeship Ltd.,SME,BEACON,,2024-05-28,2024-05-30,2024-06-04,60.00,32.52,Bookbuilding,NSE SME,Beeline Capital,2024,Spread X Securities Pvt.Ltd.,chittorgarh,22,chittorgarh,9,chittorgarh,27.3,chittorgarh,9.25,chittorgarh,90.00,chittorgarh,94.50,chittorgarh,85.60,chittorgarh,94.50,chittorgarh,"Building Up Technology Infrastructure for the existing business. | Investment in Wholly owned subsidiary i.e. Beacon Investor Holdings Private Limited, to commence the services of Depository Participant and Registrar & Share Transfer Agent | Purchase of new offices premises | General Corporate Purpose",chittorgarh,33,chittorgarh,163.9,779.4,502.5,465.2,2664.36,3801.82,5719.34,15128.30,66.67,67.88,46.14,57,True,2000,120000,20,5,26,3,15,20,26,6,8,8,4,5,5,2.8,3.7,3,14,19,45,0,0,0,23,27,52,-1,6,-4,25.00,26.32,0.00,20,5,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0AZY01017,Vilas Transcore Ltd.,SME,VILAS,,2024-05-27,2024-05-29,2024-06-03,147.00,95.26,Bookbuilding,NSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,90,chittorgarh,5.00,chittorgarh,5.3,chittorgarh,27.12,chittorgarh,215.00,chittorgarh,225.75,chittorgarh,204.25,chittorgarh,225.75,chittorgarh,Funding for strategic investment and acquisitions | Funding Capital Expenditure towards construction of factory building | Funding capital expenditure towards acquisition and installation of additional plant and machinery | General Corporate Purposes,chittorgarh,95,chittorgarh,114.6,449.2,151.4,204.8,5460.07,6418.49,5048.28,19505.57,51.02,84.3,63.6,139,True,1000,147000,10.1,34,353,14.6,283,310,353,31,35,53,20,23,34,11.2,12.8,14,137,159,288,0,0,0,189,201,360,13,49,-35,7.42,14.47,0.00,310,23,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0SQY01018,GSM Foils Ltd.,SME,GSMFOILS,,2024-05-24,2024-05-28,2024-05-31,32.00,11.01,Fixed Price,NSE SME,Shreni Shares,2024,Shreni Shares Ltd.,chittorgarh,10,chittorgarh,1.00,chittorgarh,9.1,chittorgarh,,,32.00,chittorgarh,33.60,chittorgarh,30.50,chittorgarh,33.60,chittorgarh,Funding of capital expenditure towards purchase of Plant and Machineries | Funding Working Capital Requirements of the Company | General Corporate Purpose,chittorgarh,11,chittorgarh,0,259.5,247.1,257.3,0.00,1428.34,1360.04,2832.36,15.62,99.99,73.14,32,False,4000,128000,4.3,10,134,7.5,,41,134,,3,15,,1,10,,1.5,7.5,,11,31,,1,0,,20,61,,-13,-18,2.44,9.09,0.09,41,1,Mar 2024,1,sharescart,sharescart,ipowatch,sharescart
