scrip_id,Scrip_Name,ISIN_NUMBER,GROUP
PATRON,Patron Exim Ltd,INE0NPA01011,MT
SVJ,S. V. J. ENTERPRISES Ltd,INE0JZS01010,M
AMANAYA,Amanaya Ventures Ltd,INE0G1V01016,M
RESGEN,Resgen Ltd,INE0NYN01016,M
ITCONS,ITCONS E-Solutions Ltd,INE0O6A01019,MT
AIRAN,Airan Ltd,INE645W01026,B
DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS Ltd,INE753U01022,B
PCL,Prospect Consumer Products Ltd,INE0OKG01017,M
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,INF109KC10S8,B
SUDARSHAN,Sudarshan Pharma Industries Ltd,INE00TV01023,MT
GSLSU,Global Surfaces Ltd,INE0JSX01015,B
LABELKRAFT,Labelkraft Technologies Ltd,INE0NLJ01011,M
BRIGHT,Bright Outdoor Media Ltd,INE0OMI01019,M
COMMAND,Command Polymers Ltd,INE0LKQ01012,MT
DEVLAB,Dev Labtech Venture Ltd,INE0NIJ01025,MT
AXSENSEX,AXIS S&P BSE SENSEX ETF,INF846K010Q0,B
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,INF769K01JU9,B
JAFINANCE,J.A. Finance Ltd,INE825B01010,XT
USK,Udayshivakumar Infra Ltd,INE0N0Y01013,B
MAIDEN,Maiden Forgings Ltd,INE0O1T01010,M
EXHICON,Exhicon Events Media Solutions Ltd,INE0O8901016,M
AVALON,Avalon Technologies Ltd,INE0LCL01028,A
SANCODE,Sancode Technologies Ltd,INE0P7001013,MT
BLAL,BEML Land Assets Ltd,INE0N7W01012,B
RHL,Robust Hotels Ltd,INE508K01013,B
RETINA,Retina Paints Ltd,INE0NTC01019,M
MANKIND,Mankind Pharma Ltd,INE634S01028,A
INNOKAIZ,Innokaiz India Ltd,INE0LDI01022,MT
AVG,AVG Logistics Ltd,INE680Z01018,B
ATALREAL,Atal Realtech Ltd,INE0ALR01029,B
PIGL,Power and Instrumentation (Gujarat) Ltd,INE557Z01018,B
SWATIPRO,Swati Projects Ltd,INE210F01016,X
PAVNAIND,Pavna Industries Ltd,INE07S101038,T
HSIL,Hemant Surgical Industries Ltd,INE0GYI01028,MT
SIGMA,Sigma Solve Ltd,INE0A0S01028,B
GHCLTEXTIL,GHCL Textiles Ltd,INE0PA801013,B
MKPL,M. K. Proteins Ltd,INE964W01021,B
CFF,CFF Fluid Control Ltd,INE0NJ001013,M
COMRADE,Comrade Appliances Ltd,INE0NXA01015,M
IKIO,IKIO Technologies Ltd,INE0LOJ01019,B
SONALIS,Sonalis Consumer Products Ltd,INE0N5O01013,M
BIZOTIC,Bizotic Commercial Ltd,INE0OJ401014,MT
ASIAN,Asian Warehousing Ltd,INE04Z101016,X
COSMICCRF,Cosmic CRF Ltd,INE0ORA01015,M
HMAAGRO,HMA Agro Industries Ltd,INE0ECP01024,B
URAVIDEF,Uravi Defence and Technology Ltd,INE568Z01015,B
VEEFIN,Veefin Solutions Ltd,INE0Q0M01015,M
IDEAFORGE,Ideaforge Technology Ltd,INE349Y01013,T
CYIENTDLM,Cyient DLM Ltd,INE055S01018,B
MACIND,Machhar Industries Ltd,INE01BT01015,X
ITADD,DSP Nifty IT ETF,INF740KA1SX1,B
SENCO,Senco Gold Ltd,INE602W01027,A
ALPHAIND,Alphalogic Industries Ltd,INE0NZF01019,M
ACCELERATE,Acceleratebs India Ltd,INE0POP01017,MT
KAKA,Kaka Industries Ltd,INE0P3N01018,M
JIOFIN,Jio Financial Services Ltd,INE758E01017,A
AHASOLAR,Ahasolar Technologies Ltd,INE0NEV01011,M
UTKARSHBNK,Utkarsh Small Finance Bank Ltd,INE735W01017,B
ASARFI,Asarfi Hospital Ltd,INE0DN001027,M
BANKETF,Mirae Asset Nifty Bank ETF,INF769K01KR3,B
NETWEB,Netweb Technologies India Ltd,INE0NT901020,A
SENSEXADD,DSP BSE Sensex ETF,INF740KA1SZ6,A
PSUBANKADD,DSP Nifty PSU Bank ETF,INF740KA1SY9,B
PVTBANKADD,DSP Nifty Private Bank ETF,INF740KA1TA7,B
YATHARTH,Yatharth Hospital & Trauma Care Services Ltd,INE0JO301016,A
NIITMTS,NIIT Learning Systems Ltd,INE342G01023,A
KHAZANCHI,Khazanchi Jewellers Ltd,INE0OWC01011,M
ATL,Allcargo Terminals Ltd,INE0NN701020,B
TREL,Transindia Real Estate Ltd,INE0O3901029,B
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,INF109KC18V5,B
REDTAPE,Redtape Ltd,INE0LXT01019,B
VLEGOV,VL E-Governance & IT Solutions Ltd,INE03HW01020,T
SBFC,SBFC Finance Ltd,INE423Y01016,A
CONCORDBIO,Concord Biotech Ltd,INE338H01029,A
DPWIRES,D.P. Wires Ltd,INE864X01013,B
SHELTER,Shelter Pharma Ltd,INE013V01011,M
TVSSCS,TVS Supply Chain Solutions Ltd,INE395N01027,A
PYRAMID,Pyramid Technoplast Ltd,INE0MIS01010,B
SHOORA,Shoora Designs Ltd,INE0OJZ01019,MT
BONDADA,Bondada Engineering Ltd,INE0Q8P01029,M
AEROFLEX,Aeroflex Industries Ltd,INE024001021,B
VPRPL,Vishnu Prakash R Punglia Ltd,INE0AE001013,T
MIDCAPBETA,UTI NIFTY MIDCAP 150 ETF,INF789F1AYX9,B
SHRAAITECH,Shradha AI Technologies Ltd,INE489B01031,X
RISHABH,Rishabh Instruments Ltd,INE0N2P01017,B
RATNAVEER,Ratnaveer Precision Engineering Ltd,INE05CZ01011,B
KAHAN,Kahan Packaging Ltd,INE04T901017,M
JLHL,Jupiter Life Line Hospitals Ltd,INE682M01012,A
RRKABEL,R R Kabel Ltd,INE777K01022,A
QUESTFLOW,Quest Flow Controls Ltd,INE0OYE01013,MT
EMSLIMITED,EMS Ltd,INE0OV601013,B
SAMHI,Samhi Hotels Ltd,INE08U801020,A
ZAGGLE,Zaggle Prepaid Ocean Services Ltd,INE07K301024,A
SOUTHWEST,South West Pinnacle Exploration Ltd,INE980Y01015,B
NUVAMA,Nuvama Wealth Management Ltd,INE531F01023,A
KALAMANDIR,Sai Silks (Kalamandir) Ltd,INE438K01021,B
SIGNATURE,Signatureglobal (India) Ltd,INE903U01023,A
TECHKGREEN,Techknowgreen Solutions Ltd,INE0P4P01011,M
YATRA,Yatra Online Ltd,INE0JR601024,B
ARCL,ARCL Organics Ltd,INE372M01010,X
JSWINFRA,JSW Infrastructure Ltd,INE880J01026,A
MVGJL,Manoj Vaibhav Gems N Jewellers Ltd,INE0KNT01012,B
UDS,Updater Services Ltd,INE851I01011,B
ORGANICREC,Organic Recycling Systems Ltd,INE0MIO01019,M
VALIANTLAB,Valiant Laboratories Ltd,INE0JWS01017,T
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,INF769K01KT9,A
CCAL,City Crops Agro Ltd,INE0M7501019,MT
SUNITATOOL,Sunita Tools Ltd,INE0Q1S01010,MT
VIVAA,Vivaa Tradecom Ltd,INE0PA601017,M
PLAZACABLE,Plaza Wires Ltd,INE0INJ01017,T
IRMENERGY,IRM Energy Ltd,INE07U701015,B
ITETF,Mirae Asset Nifty IT ETF,INF769K01KV5,B
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,INF769K01KU7,B
MAXESTATES,Max Estates Ltd,INE03EI01018,B
BLUEJET,Blue Jet Healthcare Ltd,INE0KBH01020,A
VPL,Vrundavan Plantation Ltd,INE0Q6901013,M
CELLO,Cello World Ltd,INE0LMW01024,A
KKSHL,KK Shah Hospitals Ltd,INE0OH401016,M
HONASA,Honasa Consumer Ltd,INE0J5401028,A
MISHDESIGN,Mish Designs Ltd,INE0QI101019,M
ESAFSFB,ESAF Small Finance Bank Ltd,INE818W01011,B
PROTEAN,Protean eGov Technologies Ltd,INE004A01022,A
ASKAUTOLTD,ASK Automotive Ltd,INE491J01022,B
KALYANI,Kalyani Cast-Tech Ltd,INE0N6U01018,MT
ARROWHEAD,Arrowhead Seperation Engineering Ltd,INE0PP401015,M
IREDA,Indian Renewable Energy Development Agency Ltd,INE202E01016,A
FEDFINA,Fedbank Financial Services Ltd,INE007N01010,B
TATATECH,Tata Technologies Ltd,INE142M01025,A
GANDHAR,Gandhar Oil Refinery (India) Ltd,INE717W01049,B
FLAIR,Flair Writing Industries Ltd,INE00Y201027,B
SPL,Swashthik Plascon Ltd,INE0RDR01012,M
DEEPAKCHEM,Deepak Chemtex Ltd,INE0RDM01013,M
AMIC,Amic Forging Ltd,INE0P9J01013,M
BAJEL,Bajel Projects Ltd,INE0KQN01018,B
INDIASHLTR,India Shelter Finance Corporation Ltd,INE922K01024,A
DOMS,DOMS Industries Ltd,INE321T01012,A
INOXINDIA,INOX India Ltd,INE616N01034,A
SIYARAM,Siyaram Recycling Industries Ltd,INE0QSK01017,MT
BENCHMARK,Benchmark Computer Solutions Ltd,INE0Q2Z01013,M
MOTISONS,Motisons Jewellers Ltd,INE0FRK01020,B
SURAJEST,Suraj Estate Developers Ltd,INE843S01025,B
MUTHOOTMF,Muthoot Microfin Ltd,INE046W01019,B
SMARITIME,Sahara Maritime Ltd,INE0PSJ01011,M
HAPPYFORGE,Happy Forgings Ltd,INE330T01021,B
MUFTI,Credo Brands Marketing Ltd,INE220Q01020,B
SHANTIDENM,Shanti Spintex Ltd,INE0QZQ01019,M
RBZJEWEL,RBZ Jewellers Ltd,INE0PEQ01016,B
AZAD,Azad Engineering Ltd,INE02IJ01035,A
SUNCLAY,Sundaram-Clayton Ltd,INE0Q3R01026,B
INNOVACAP,Innova Captab Ltd,INE0DUT01020,B
AIKPIPES,AIK Pipes and Polymers Ltd,INE0QFT01015,MT
MCPL,Manoj Ceramic Ltd,INE0A6N01026,MT
SBVCL,Shri Balaji Valve Components Ltd,INE0RNZ01014,M
DIGIDRIVE,Digidrive Distributors Ltd,INE0PSC01024,B
SHILINDORE,Sayaji Hotels (Indore) Ltd,INE0MGS01014,X
JYOTICNC,Jyoti CNC Automation Ltd,INE980O01024,A
SWANAGRO,New Swan Multitech Ltd,INE0GEN01012,M
SHREE,Shree Marutinandan Tubes Ltd,INE0QIS01011,M
MEDIASSIST,Medi Assist Healthcare Services Ltd,INE456Z01021,A
SHPLPUNE,Sayaji Hotels (Pune) Ltd,INE07G501017,X
QLL,Qualitek Labs Ltd,INE0Q1R01012,M
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,INF0QA701722,B
BANKBETF,Bajaj Finserv Nifty Bank ETF,INF0QA701714,B
EUPHORIAIT,Euphoria Infotech (India) Ltd,INE0PYT01018,M
EPACK,EPACK Durable Ltd,INE0G5901015,A
NOVAAGRI,Nova Agritech Ltd,INE02H701025,B
BRISK,Brisk Technovision Ltd,INE0Q6L01014,M
ITBETA,UTI NIFTY IT ETF,INF789F1AZD8,B
HARSHDEEP,Harshdeep Hortico Ltd,INE0OLZ01015,M
MCFL,Mayank Cattle Food Ltd,INE0R5Z01015,M
BLSE,BLS E-Services Ltd,INE0NLT01010,B
GPSL,Gabriel Pet Straps Ltd,INE0QZF01012,M
HEALTHADD,DSP Nifty Healthcare ETF,INF740KA1UF4,B
HDFCPSUBK,HDFC Nifty PSU Bank ETF,INF179KC1HW4,B
PARKHOTELS,Apeejay Surrendra Park Hotels Ltd,INE988S01028,B
JGTL,Jasch Gauging Technologies Ltd,INE0QXV01014,X
SIGNPOST,Signpost India Ltd,INE0KGZ01021,B
JSFB,Jana Small Finance Bank Ltd,INE953L01027,A
RPTECH,Rashi Peripherals Ltd,INE0J1F01024,B
CAPITALSFB,Capital Small Finance Bank Ltd,INE646H01017,B
RUDRAGAS,Rudra Gas Enterprise Ltd,INE0OYK01010,M
ENTERO,Entero Healthcare Solutions Ltd,INE010601016,B
LICNMID100,LIC MF Nifty Midcap 100 ETF,INF767K01RN1,B
VSTL,Vibhor Steel Tubes Ltd,INE0QTF01015,B
JUNIPER,Juniper Hotels Ltd,INE696F01016,B
SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,INF769K01LC3,B
GPTHEALTH,GPT Healthcare Ltd,INE486R01017,B
EXICOM,Exicom Tele-Systems Ltd,INE777F01014,B
PLATIND,Platinum Industries Ltd,INE0PT501018,B
MUKKA,Mukka Proteins Ltd,INE0CG401037,B
RKSWAMY,R K Swamy Ltd,INE0NQ801033,B
JGCHEM,J.G.Chemicals Ltd,INE0MB501011,B
KOURA,Koura Fine Diamond Jewelry Ltd,INE0M8R01011,M
GOPAL,Gopal Snacks Ltd,INE0L9R01028,B
PESB,Pune E - Stock Broking Ltd,INE510U01018,MT
SCILAL,Shipping Corporation of India Land and Assets Ltd,INE0PB301013,B
ROYAL,Royal Sense Ltd,INE0QQG01019,M
PVSL,Popular Vehicles and Services Ltd,INE772T01024,B
KRYSTAL,Krystal Integrated Services Ltd,INE0QN801017,B
KPGEL,KP Green Engineering Ltd,INE0QVH01025,M
CHATHA,Chatha Foods Ltd,INE0AH901011,M
GCONNECT,Gconnect Logitech and Supply Chain Ltd,INE0QHY01011,M
VRUDDHI,Vruddhi Engineering Works Ltd,INE0OMZ01013,M
SRM,SRM Contractors Ltd,INE0R6Z01013,B
JAYKAILASH,Jay Kailash Namkeen Ltd,INE0MSS01019,MT
DPABHUSHAN,D.P. Abhushan Ltd,INE266Y01019,B
BHARTIHEXA,Bharti Hexacom Ltd,INE343G01021,A
GVL,Greenhitech Ventures Ltd,INE0S0701019,M
FAALCON,Faalcon Concepts Ltd,INE0Q9W01015,M
SHIVAM,Shivam Chemicals Ltd,INE0SGR01013,M
EMMFORCE,Emmforce Autotech Ltd,INE0SDC01012,M
JNKINDIA,JNK India Ltd,INE0OAF01028,B
VARYAA,Varyaa Creations Ltd,INE0R6801013,M
AMKAY,Amkay Products Ltd,INE0QSB01016,M
DKUAL,Dolphin Kitchen Utensils and Appliances Ltd,INE0QXT01018,M
STAL,Storage Technologies and Automation Ltd,INE0RGM01016,M
INDGN,Indegene Ltd,INE065X01017,A
FTL,Finelistings Technologies Ltd,INE0QOQ01013,MT
TBOTEK,TBO TEK Ltd,INE673O01025,A
TGIF,TGIF Agribusiness Ltd,INE0SMU01015,M
AADHARHFC,Aadhar Housing Finance Ltd,INE883F01010,A
AZTEC,Aztec Fluids & Machinery Ltd,INE0SCB01016,M
PIOTEX,Piotex Industries Ltd,INE0R4W01015,M
GODIGIT,Go Digit General Insurance Ltd,INE03JT01014,A
MIDSMALL,Mirae Asset Nifty Midsmallcap400 Momentum Quality 100 ETF,INF769K01LJ8,B
AWFIS,Awfis Space Solutions Ltd,INE108V01019,A
ASSOCIATED,Associated Coaters Ltd,INE0RIQ01013,M
BOROSCI,Borosil Scientific Ltd,INE02L001032,B
ADTECH,Adtech Systems Ltd,INE257C01014,X
TOTEM,Forbes Precision Tools and Machine Parts Ltd,INE0TT901016,X
KRONOX,Kronox Lab Sciences Ltd,INE0ATZ01017,B
MAGENTA,Magenta Lifecare Ltd,INE0QZ901011,M
SATTRIX,Sattrix Information Security Ltd,INE0QUV01010,MT
3CIT,3C IT Solutions and Telecoms (India) Ltd,INE0R7D01018,M
PURPLEFIN,Purple Finance Ltd,INE0CYK01015,X
IXIGO,Le Travenues Technology Ltd,INE0HV901016,A
MID150CASE,ZERODHA NIFTY MIDCAP 150 ETF,INF0R8F01059,B
TOP100CASE,ZERODHA NIFTY 100 ETF,INF0R8F01067,B
COTFAB,United Cotfab Ltd,INE0S0I01011,M
BBNPNBETF,Baroda BNP Paribas Nifty Bank ETF,INF251K01TL6,B
RETAIL,JHS Svendgaard Retail Ventures Ltd,INE03DD01011,B
DEEDEV,Dee Development Engineers Ltd,INE841L01016,T
GEMENVIRO,GEM Enviro Management Ltd,INE0RUJ01013,M
AFIL,Akme Fintrade (India) Ltd,INE916Y01027,T
DFPL,Dindigul Farm Product Ltd,INE0S6R01027,MT
STANLEY,Stanley Lifestyles Ltd,INE01A001028,B
ABDL,Allied Blenders and Distillers Ltd,INE552Z01027,A
VRAJ,Vraj Iron And Steel Ltd,INE0S2V01010,B
NPL,National Peroxide Ltd,INE0PO601011,XT
RELIABLE,Reliable Data Services Ltd,INE375Y01018,B
BANSALWIRE,Bansal Wire Industries Ltd,INE0B9K01025,B
EMCURE,Emcure Pharmaceuticals Ltd,INE168P01015,A
EVINDIA,Mirae Asset Nifty EV and New Age Automotive ETF,INF769K01LQ3,B
ACLD,Aelea Commodities Ltd,INE0T3401029,M
THREEMPAPE,Three M Paper Boards Ltd,INE0UK501010,M
SBINEQWETF,SBI NIFTY50 EQUAL WEIGHT ETF,INF200KB1282,B
OILIETF,ICICI Prudential Nifty Oil & Gas ETF,INF109KC18W3,B
SANSTAR,Sanstar Ltd,INE08NE01025,B
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,INF209KB19Z4,B
VVIPIL,VVIP Infratech Ltd,INE0MNP01016,M
CTLLAB,Clinitech Laboratory Ltd,INE0QMR01015,M
KIZI,Kizi Apparels Ltd,INE0RMR01013,M
AKUMS,Akums Drugs and Pharmaceuticals Ltd,INE09XN01023,B
CEIGALL,Ceigall India Ltd,INE0AG901020,B
AFCOM,Afcom Holdings Ltd,INE0OXY01013,M
OLAELEC,Ola Electric Mobility Ltd,INE0LXG01040,A
FIRSTCRY,Brainbees Solutions Ltd,INE02RE01045,A
UNIECOM,Unicommerce Esolutions Ltd,INE00U401027,B
METALIETF,ICICI Prudential Nifty Metal ETF,INF109KC19W1,B
SSDL,Saraswati Saree Depot Ltd,INE0PQ101010,B
BROACH,Broach Lifecare Hospital Ltd,INE0SFZ01018,M
INTERARCH,Interarch Building Solutions Ltd,INE00M901018,B
MFML,Mahalaxmi Fabric Mills Ltd,INE0US801024,B
GLOBALE,Globale Tessile Ltd,INE0URU01010,T
ORIENTTECH,Orient Technologies Ltd,INE0PPK01015,B
RAL,Resourceful Automobile Ltd,INE0SK201011,MT
RAPID,Rapid Multimodal logistics Ltd,INE0QA901010,MT
PREMIERENE,Premier Energies Ltd,INE0BS701011,A
ECOSMOBLTY,ECOS (India) Mobility & Hospitality Ltd,INE06HJ01020,B
RAYMONDLSL,Raymond Lifestyle Ltd,INE02ID01020,A
MULTICAP,Mirae Asset Nifty500 Multicap 50:25:25 ETF,INF769K01LX9,B
TRAVELS,Travels & Rentals Ltd,INE0SG001011,MT
STYLEBAAZA,Baazar Style Retail Ltd,INE01FR01028,T
GALAPREC,Gala Precision Engineering Ltd,INE0RE001014,B
NHL,Naturewings Holidays Ltd,INE0N4701016,M
RVTH,Revathi Equipment India Ltd,INE0DAB01012,B
TOP10ADD,DSP Nifty Top 10 Equal Weight ETF,INF740KA1UR9,B
MCEL,Mach Conferences And Events Ltd,INE0UYT01018,M
BALAJEE,Shree Tirupati Balajee Agro Trading Company Ltd,INE0S2G01011,B
SANOFICONR,Sanofi Consumer Healthcare India Ltd,INE0UOS01011,A
SSL,Share Samadhan Ltd,INE0LY301010,M
BAJAJHFL,Bajaj Housing Finance Ltd,INE377Y01014,A
KROSS,Kross Ltd,INE0O6601022,B
TOLINS,Tolins Tyres Ltd,INE0RWQ01014,B
PNGJL,P N Gadgil Jewellers Ltd,INE953R01016,B
SAFE,Sodhani Academy of Fintech Enablers Ltd,INE0Q3401017,M
WCIL,Western Carriers (India) Ltd,INE0CJF01024,B
PFL,Popular Foundations Ltd,INE0PZB01013,M
NORTHARC,Northern Arc Capital Ltd,INE850M01015,A
ARKADE,Arkade Developers Ltd,INE0QRL01017,B
MANBA,Manba Finance Ltd,INE939X01013,B
KRN,KRN Heat Exchanger And Refrigeration Ltd,INE0Q3J01015,T
DIFFNKG,Diffusion Engineers Ltd,INE184O01015,B
NEXXUS,Nexxus Petro Industries Ltd,INE0QUL01011,M
BANKPSU,Mirae Asset Nifty PSU Bank ETF,INF769K01LZ4,B
SUBAM,Subam Papers Ltd,INE0U6201010,M
METAL,Mirae Asset Nifty Metal ETF,INF769K01LY7,B
NPFL,Neopolitan Pizza And Foods Ltd,INE471R01019,M
KGVL,Khyati Global Ventures Ltd,INE0S9501014,M
GARUDA,Garuda Construction and Engineering Ltd,INE0JVO01026,B
SHIVTEXCHEM,Shiv Texchem Ltd,INE0YRO01015,MT
MGEL,Mangalam Global Enterprise Ltd,INE0APB01032,B
HYUNDAI,Hyundai Motor India Ltd,INE0V6F01027,A
VAL30IETF,ICICI Prudential Nifty200 Value 30 ETF,INF109KC16X5,B
DBEIL,Deepak Builders and Engineers India Ltd,INE0OPA01019,B
WAAREEENER,Waaree Energies Ltd,INE377N01017,A
OCCLLTD,OCCL Ltd,INE0PK601023,B
GODAVARIB,Godavari Biorefineries Ltd,INE497S01012,B
AFCONS,Afcons Infrastructure Ltd,INE101I01011,A
ABINFRA,A B Infrabuild Ltd,INE00YB01025,B
SAGILITY,Sagility Ltd,INE0W2G01015,A
ACMESOLAR,ACME Solar Holdings Ltd,INE622W01025,A
SWIGGY,Swiggy Ltd,INE00H001014,A
NIVABUPA,Niva Bupa Health Insurance Company Ltd,INE995S01015,A
MANGALCOMP,Mangal Compusolution Ltd,INE0RU901015,M
BLACKBUCK,Black Buck Ltd,INE0UIZ01018,A
NTPCGREEN,NTPC Green Energy Ltd,INE0ONG01011,A
EIEL,Enviro Infra Engineers Ltd,INE0LLY01014,A
RAJESH,Rajesh Power Services Ltd,INE0VN801010,M
ONESOURCE,Onesource Specialty Pharma Ltd,INE013P01021,A
SURAKSHA,Suraksha Diagnostic Ltd,INE877V01027,B
ROSSTECH,Rossell Techsys Ltd,INE0OJW01016,B
NISUS,Nisus Finance Services Co Ltd,INE0DQN01013,M
ODIGMA,Odigma Consultancy Solutions Ltd,INE054301028,B
INNOVANA,Innovana Thinklabs Ltd,INE403Y01018,B
TTC,Toss The Coin Ltd,INE0XAY01012,M
JUNGLECAMP,Jungle Camps India Ltd,INE0WCH01015,M
MOBIKWIK,One Mobikwik Systems Ltd,INE0HLU01028,B
SAILIFE,Sai Life Sciences Ltd,INE570L01029,A
VMM,Vishal Mega Mart Ltd,INE01EA01019,A
HILLTONE,Hilltone Software and Gases Ltd,INE168C01013,X
IKS,Inventurus Knowledge Solutions Ltd,INE115Q01022,A
YASHHV,Yash Highvoltage Ltd,INE00GK01023,M
IGIL,International Gemological Institute Ltd,INE0Q9301021,A
HAMPS,Hamps Bio Ltd,INE0QBD01018,MT
NACDAC,NACDAC Infrastructure Ltd,INE0LB101011,M
SANATHAN,Sanathan Textiles Ltd,INE0JPD01013,B
CEWATER,Concord Enviro Systems Ltd,INE037Z01029,B
DAMCAPITAL,DAM Capital Advisors Ltd,INE284H01025,B
TRANSRAILL,Transrail Lighting Ltd,INE454P01035,A
MAMATA,Mamata Machinery Ltd,INE0TO701015,B
SENORES,Senores Pharmaceuticals Ltd,INE0RB801010,B
CARRARO,Carraro India Ltd,INE0V7W01012,B
VENTIVE,Ventive Hospitality Ltd,INE781S01027,B
UNIMECH,Unimech Aerospace and Manufacturing Ltd,INE0U3I01011,B
CONSUMER,Mirae Asset Nifty India New Age Consumption ETF,INF769K01NS5,B
CITICHEM,Citichem India Ltd,INE0A8401016,M
ITCHOTELS,ITC Hotels Ltd,INE379A01028,A
ECAPINSURE,Edelweiss BSE Capital Markets & Insurance ETF,INF754K01TX4,B
TECHNICHEM,Technichem Organics Ltd,INE0ZHT01012,M
INDOFARM,Indo Farm Equipment Ltd,INE622H01018,B
VANDU,Leo Dryfruits & Spices Trading Ltd,INE0RH001011,M
PARMESHWAR,Parmeshwar Metal Ltd,INE0QQJ01021,MT
DAVIN,Davin Sons Retail Ltd,INE0Q2L01013,M
FABCLEAN,Fabtech Technologies Cleanrooms Ltd,INE0HSD01011,M
SETL,Standard Engineering Technology Ltd,INE0M4D01010,B
INDOBELL,Indobell Insulations Ltd,INE0FK501019,MT
BRGIL,B.R.Goyal Infrastructure Ltd,INE00ST01011,M
QUADFUTURE,Quadrant Future Tek Ltd,INE0LRY01011,B
AVAX,Avax Apparels and Ornaments Ltd,INE0NQ401024,MT
LAXMIDENTL,Laxmi Dental Ltd,INE0WO601020,B
RIKHAV,Rikhav Securities Ltd,INE0CFH01028,M
LGLL,Landmark Global Learning Ltd,INE12QA01010,M
STALLION,Stallion India Fluorochemicals Ltd,INE0RYC01010,B
CNINFOTECH,Capitalnumbers Infotech Ltd,INE0WXM01011,M
SHRIPISTON,Shriram Pistons & Rings Ltd,INE526E01018,A
DENTA,Denta Water and Infra Solutions Ltd,INE0R4L01018,B
RRECL,RDB Real Estate Constructions Ltd,INE0AK901016,X
CLN,CLN Energy Ltd,INE0WDX01010,M
GBLOGISTIC,GB Logistics Commerce Ltd,INE0RWU01016,M
HMEML,H.M. Electro Mech Ltd,INE0DZD01015,M
AGARWALEYE,Dr. Agarwals Health Care Ltd,INE943P01029,A
MALPANI,Malpani Pipes And Fittings Ltd,INE0YON01014,M
NEXT30ADD,DSP BSE Sensex Next 30 ETF,INF740KA1VE5,B
AMWILL,Amwill Health Care Ltd,INE0U2L01017,MT
SOLARIUM,Solarium Green Energy Ltd,INE0W0H01017,M
JUBLCPL,Jubilant Agri and Consumer Products Ltd,INE03CC01015,B
AJAXENGG,AJAX Engineering Ltd,INE274Y01021,B
COVANCE,Covance Softsol Ltd,INE0R8101016,XT
HEXT,Hexaware Technologies Ltd,INE093A01041,A
BAJAJINDEF,Indef Manufacturing Ltd,INE0O9T01021,B
SHANMUGA,Shanmuga Hospital Ltd,INE0TD301017,M
LKMEHTA,L.K.Mehta Polymers Ltd,INE0FFF01017,M
QPOWER,Quality Power Electrical Equipments Ltd,INE0SII01026,T
SWASTH,Swasth Foodtech India Ltd,INE0TIR01017,M
BEEZAASAN,Beezaasan Explotech Ltd,INE13VU01016,M
NUKLEUS,Nukleus Office Solutions Ltd,INE0VYX01018,M
VIKRAMAR,Vikram Aroma Ltd,INE0NR501012,X
SHREENATH,Shreenath Paper Products Ltd,INE0RXS01018,M
NAPSGLOBAL,NAPS Global India Ltd,INE0VNH01014,M
SELECTIPO,Mirae Asset BSE Select IPO ETF,INF769K01ON4,B
EQUAL200,Mirae Asset BSE 200 Equal Weight ETF,INF769K01OA1,B
PSPL,PDP Shipping & Projects Ltd,INE0ABU01016,M
PRABHA,Prabha Energy Ltd,INE0I0M01023,B
SUPERIRON,Super Iron Foundry Ltd,INE16IQ01014,MT
AXISVALUE,Axis Nifty500 Value 50 ETF,INF846KA1119,B
PPARIVAH,Paradeep Parivahan Ltd,INE0SMW01011,M
SBIBPB,SBI BSE PSU BANK ETF,INF200KB1712,B
SPECTRUM,Spectrum Electrical Industries Ltd,INE01EO01010,B
DESCO,Desco Infratech Ltd,INE0TGG01014,MT
IDENTIXWEB,Identixweb Ltd,INE0PA401012,M
ENRIN,Siemens Energy India Ltd,INE1NPP01017,B
RETAGGIO,Retaggio Industries Ltd,INE0KWJ01014,MT
SPINAROO,Spinaroo Commercial Ltd,INE10XX01012,MT
INFONATIVE,Infonative Solutions Ltd,INE12IB01015,M
EVIETF,ICICI Prudential Nifty EV & New Age Automotive ETF,INF109K1A153,B
STLNETWORK,STL Networks Ltd,INE1VXE01018,T
NPST,Network People Services Technologies Ltd,INE0FFK01017,B
ATHERENERG,Ather Energy Ltd,INE0LEZ01016,B
KENRIK,Kenrik Industries Ltd,INE0AOG01018,M
SRIGEE,Srigee Dlm Ltd,INE0RJ901010,M
MANOJJEWEL,Manoj Jewellers Ltd,INE0MV001018,M
EQUAL50,Mirae Asset Nifty50 Equal Weight ETF,INF769K01OO2,B
JASH,Jash Engineering Ltd,INE039O01029,B
ABLBL,Aditya Birla Lifestyle Brands Ltd,INE14LE01019,B
BORANA,Borana Weaves Ltd,INE16SF01016,B
BELRISE,Belrise Industries Ltd,INE894V01022,B
UNIFIED,Unified Data Tech Solutions Ltd,INE1ABX01018,M
