scrip_id,Scrip_Name,ISIN_NUMBER,GROUP
YOGISUNG,Yogi Sungwon (India) Ltd,INE429B01011,XT
HLEGLAS,HLE Glascoat Ltd,INE461D01028,B
GUJAPOLLO,Gujarat Apollo Industries Ltd,INE826C01016,B
TANAA,Taneja Aerospace & Aviation Ltd-$,INE692C01020,X
CONART,Conart Engineers Ltd-$,INE714D01020,X
MINALIND,Minal Industries Ltd,INE097E01028,X
SHIVAGR,Shivagrico Implements Ltd,INE092H01014,X
MMFL,MM Forgings Ltd-$,INE227C01017,B
MAYURUNIQ,Mayur Uniquoters Ltd-$,INE040D01038,B
CENLUB,Cenlub Industries Ltd,INE627F01011,X
RAJOOENG,Rajoo Engineers Ltd-$,INE535F01024,B
DOLPHIN,Dolphin Offshore Enterprises (India) Ltd-$,INE920A01037,B
VJLAXMIE,Veejay Lakshmi Engineering Works Ltd-$,INE466D01019,X
AHMDSTE,Ahmedabad Steelcraft Ltd,INE868C01018,XT
GVTD,GE Vernova T&D India Ltd,INE200A01026,A
RAMRAT,Ram Ratna Wires Ltd-$,INE207E01023,B
JAYNECOIND,Jayaswal Neco Industries Ltd,INE854B01010,B
KPIL,Kalpataru Projects International Ltd,INE220B01022,A
NMSGLOBAL,NMS Global Ltd,INE169F01014,X
CANDOUR,Candour Techtex Ltd,INE713D01055,X
TIGLOB,T & I Global Ltd,INE811B01010,X
CONTROLPR,Control Print Ltd-$,INE663B01015,B
BEMHY,Bemco Hydraulics Ltd,INE142E01022,X
ANSALBU,Ansal Buildwell Ltd-$,INE030C01015,X
WEIZMANIND,Weizmann Ltd,INE080A01014,B
BNRSEC,BN Rathi Securities Ltd,INE710D01028,X
RISHITECH,Rishi Techtex Ltd,INE989D01010,X
SINCLAIR,Sinclairs Hotels Ltd-$,INE985A01022,B
SAFARI,Safari Industries India Ltd,INE429E01023,A
ADSDIAG,A D S Diagnostics Ltd,,Y
ZBINTXPP,Binayak Tex Processors Ltd,INE626H01019,XT
JJFINCOR,JJ Finance Corporation Ltd,INE584C01011,X
COSMOFE,Cosmo Ferrites Ltd-$,INE124B01018,X
CROPSTER,Cropster Agro Ltd,INE293E01031,B
FUTURSEC,Futuristic Securities Ltd,INE425D01015,XT
SANCTRN,Sanco Trans Ltd,INE391G01012,X
THRIVE,Thrive Future Habitats Ltd,INE628D01014,X
EIHAHOTELS,EIH Associated Hotels Ltd-$,INE276C01014,B
MEDICAPQ,Medi Caps Ltd-$,INE442D01010,X
FOSECOC,Foseco Crucible (India) Ltd,INE599F01020,X
BAPACK,B&A Packaging India Ltd,INE00FM01013,X
KOKUYOCMLN,Kokuyo Camlin Ltd-$,INE760A01029,B
BHARATSE,Bharat Seats Ltd-$,INE415D01024,B
CONTPTR,Continental Petroleums Ltd,INE369D01023,X
NBFOOT,NB Footwear Ltd,INE006F01018,P
MACPLASQ,Machino Plastics Ltd-$,INE082B01018,X
PEARLPOLY,PEARL Polymers Ltd,INE844A01013,T
VENKEYS,Venkys (India) Ltd,INE398A01010,B
ADVANIHOTR,Advani Hotels & Resorts (India) Ltd,INE199C01026,B
SUPERHOUSE,Superhouse Ltd,INE712B01010,B
RAMAVISION,Rama Vision Ltd,INE763B01013,X
TCPLPACK,TCPL Packaging Ltd-$,INE822C01015,B
SHRIGANG,Shri Gang Industries & Allied Products Ltd,INE241V01018,X
PURITY,Purity Flexpack Ltd,INE898O01010,P
BALMLAWRIE,Balmer Lawrie & Company Ltd,INE164A01016,B
KOVAI,Kovai Medical Center & Hospital Ltd,INE177F01017,B
ELDEHSG,Eldeco Housing & Industries Ltd,INE668G01021,B
MICROSE,Microse India Ltd,INE809F01015,XT
STDSHOE,Standard Shoe Sole and Mould (India) Ltd,INE888N01013,P
DCMSHRIRAM,DCM Shriram Ltd,INE499A01024,A
DCMSRIND,DCM Shriram Industries Ltd-$,INE843D01027,B
MAWANASUG,Mawana Sugars Ltd,INE636A01039,T
MINID,Mini Diamonds India Ltd,INE281E01028,X
MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,INE843B01013,B
NILKAMAL,Nilkamal Ltd,INE310A01015,B
HOM,HOMRE Ltd,INE982C01033,XT
NAHARPOLY,Nahar Polyfilms Ltd,INE308A01027,B
3MINDIA,3M India Ltd,INE470A01017,A
BOSCH-HCIL,Bosch Home Comfort India Ltd,INE782A01015,B
JMFINANCIL,JM Financial Ltd-$,INE780C01023,A
ADCINDIA,ADC India Communications Ltd-$,INE833A01016,XT
TNTELE,Tamilnadu Telecommunications Ltd,INE141D01018,B
SUNRAJDI,Sunraj Diamond Exports Ltd,INE459D01014,XT
RIIL,Reliance Industrial Infrastructure Ltd,INE046A01015,B
SHARP,Sharp India Ltd,INE207B01011,XT
LINDEINDIA,Linde India Ltd,INE473A01011,A
INDBNK,Ind Bank Housing Ltd,INE969D01012,B
JAIMATAG,Jai Mata Glass Ltd,INE250C01027,XT
LOTUSCHO,Lotus Chocolate Company Ltd,INE026D01011,B
PACIFICI,Pacific Industries Ltd,INE883C01025,X
CMMHOSP,Chennai Meenakshi Multispeciality Hospital Ltd-$,INE889F01017,X
APMIN,APM Industries Ltd-$,INE170D01025,X
PRECWIRE,Precision Wires India Ltd,INE372C01037,B
KRYPTONQ,Krypton Industries Ltd,INE951B01014,X
SWISSMLTRY,Swiss Military Consumer Goods Ltd,INE010C01025,X
MARBU,Martin Burn Ltd,INE199D01016,X
FEL,Future Enterprises Ltd,INE623B01027,Z
INDTONER,Indian Toners & Developers Ltd-$,INE826B01018,X
KUNSTOFF,Kunststoffe Industries Ltd,INE638D01021,X
SCI,Shipping Corporation of India Ltd,INE109A01011,A
SIKA,Sika Interplant Systems Ltd,INE438E01032,B
ITI,ITI Ltd,INE248A01017,A
DREDGECORP,Dredging Corporation of India Ltd,INE506A01018,B
PHRMASI,Phaarmasia Ltd,INE486I01016,X
NFL,National Fertilizers Ltd,INE870D01012,B
IPRINGLTD,IP Rings Ltd-$,INE558A01019,X
PIIND,PI Industries Ltd,INE603J01030,A
PLASTIBLEN,Plastiblends India Ltd-$,INE083C01022,B
YASHINNO,Yash Innoventures Ltd,INE823D01011,X
KKPLASTICK,Kkalpana Plastick Ltd,INE465K01016,X
WATERBASE,Waterbase Ltd,INE054C01015,X
FLEXFO,Flex Foods Ltd-$,INE954B01018,X
GOLKUNDIA,Golkunda Diamonds & Jewellery Ltd,INE798D01015,X
APCOTEXIND,Apcotex Industries Ltd,INE116A01032,B
FORTISMLR,Fortis Malar Hospitals Ltd,INE842B01015,X
MASTEK,Mastek Ltd,INE759A01021,A
EIMCOELECO,Eimco Elecon (India) Ltd,INE158B01016,B
SAYAJIHOTL,Sayaji Hotels Ltd,INE318C01014,B
ASHIANA,Ashiana Housing Ltd-$,INE365D01021,B
SVAMSOF,Svam Software Ltd,INE119B01018,XT
ECOBOAR,Ecoboard Industries Ltd,INE866A01016,X
DVL,Dhunseri Ventures Ltd-$,INE477B01010,B
TIHIL,Trans India House Impex Ltd,INE502D01011,X
MAHEPC,Mahindra EPC Irrigation Ltd,INE215D01010,B
MITSHI,Mitshi India Ltd,INE844D01017,X
SHUKJEW,Shukra Jewellery Ltd,INE344E01016,P
MAZDA,Mazda Ltd-$,INE885E01042,B
VHLTD,Viceroy Hotels Ltd,INE048C01025,T
SOVERDIA,Sovereign Diamonds Ltd,INE959D01013,X
MENONBE,Menon Bearings Ltd-$,INE071D01033,B
MUKATPIP,Mukat Pipes Ltd-$,INE862C01029,XT
GUJRAFFIA,Gujarat Raffia Industries Ltd,INE610B01024,B
SIMPLEXINF,Simplex Infrastructures Ltd,INE059B01024,B
INNOVTEC,Innovative Tech Pack Ltd,INE965C01038,X
SUPTANERY,Super Tannery Ltd,INE460D01038,X
CONSTRONIC,Constronics Infra Ltd,INE537B01011,X
AXTEL,Axtel Industries Ltd,INE767C01012,X
GRANDOAK,Grand Oak Canyons Distillery Ltd,INE926B01016,B
EASTINDIA,East India Drums and Barrels Manufacturing Ltd,INE191C01023,XT
VRWODAR,VR Woodart Ltd,INE317D01014,XT
POONAWALLA,Poonawalla Fincorp Ltd,INE511C01022,A
KINGFA,Kingfa Science & Technology (India) Ltd-$,INE473D01015,B
PATIDAR,Patidar Buildcon Ltd,INE637N01014,X
RAMAPHO,Rama Phosphates Ltd,INE809A01032,B
VENLONENT,Venlon Enterprises Ltd,INE204D01022,X
PETPLST,Pet Plastics Ltd,INE704F01018,XT
POLYPLEX,Polyplex Corporation Ltd,INE633B01018,B
PANIDPR,Panther Industrial Products Ltd,INE181D01014,XT
ALBERTDAVD,Albert David Ltd-$,INE155C01010,B
HARLETH,Haryana Leather Chemicals Ltd,INE681F01018,X
CARYSIL,Carysil Ltd,INE482D01024,B
KABRAEXTRU,Kabra Extrusiontechnik Ltd,INE900B01029,B
VINYLINDIA,Vinyl Chemicals (India) Ltd,INE250B01029,B
PCCOSMA,Pee Cee Cosma Sope Ltd,INE417E01010,X
TCMLMTD,TCM Ltd,INE034F01010,X
IOLCP,IOL Chemicals & Pharmaceuticals Ltd,INE485C01029,B
KESARPE,Kesar Petroproducts Ltd,INE133C01033,X
VINATIORGA,Vinati Organics Ltd-$,INE410B01037,A
LACTOSE,Lactose India Ltd,INE058I01013,X
TEEAI,Teesta Agro Industries Ltd,INE757D01011,X
AARTIIND,Aarti Industries Ltd,INE769A01020,A
PNTKYOR,Pentokey Organy India Ltd,INE702E01015,X
WANBURY,Wanbury Ltd,INE107F01022,T
RESONANCE,Resonance Specialties Ltd-$,INE486D01017,X
GAEL,Gujarat Ambuja Exports Ltd,INE036B01030,B
RCF,Rashtriya Chemicals and Fertilizers Ltd,INE027A01015,A
GUJINJEC,Gujarat Inject Kerala Ltd,INE659F01014,XT
KOPRAN,Kopran Ltd,INE082A01010,B
AIMCOPEST,Aimco Pesticides Ltd,INE008B01013,X
GUJTERC,Gujarat Terce Laboratories Ltd,INE499G01013,X
KABRADG,Kabra Drugs Ltd,INE323K01017,X
SEYAIND,Seya Industries Ltd,INE573R01012,T
JAYAGROGN,Jayant Agro Organics Ltd,INE785A01026,B
BCLIND,BCL Industries Ltd-$,INE412G01024,B
SHHARICH,Shree Hari Chemicals Export Ltd,INE065E01017,X
INDOBORAX,Indo Borax & Chemicals Ltd-$,INE803D01021,B
AARTIDRUGS,Aarti Drugs Ltd,INE767A01016,B
BODALCHEM,Bodal Chemicals Ltd,INE338D01028,T
ORCHPHARMA,Orchid Pharma Ltd,INE191A01027,B
VIMTALABS,Vimta Labs Ltd-$,INE579C01029,B
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Ltd,INE829A01014,B
ISHITADR,Ishita Drugs & Industries Ltd,INE806D01016,X
MARKSANS,Marksans Pharma Ltd,INE750C01026,A
UNIVSTAR,Universal Starch Chem Allied Ltd,INE113E01015,X
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Ltd,INE198H01019,T
NORRIS,Norris Medicines Ltd,INE744C01029,X
ASINPET,Asian Petroproducts & Exports Ltd,INE810M01019,X
CAMEXLTD,Camex Ltd,INE198C01010,X
EVEXIA,Evexia Lifecare Ltd,INE313M01030,XT
INDOEURO,Indo Euro Indchem Ltd,INE319N01019,X
SYNCOMF,Syncom Formulations India Ltd-$,INE312C01025,B
RIDDHI,Riddhi Siddhi Gluco Biols Ltd-$,INE249D01019,X
SVCIND,SVC INDUSTRIES Ltd,INE038B01010,X
IPCALAB,Ipca Laboratories Ltd,INE571A01038,A
KILITCH,Kilitch Drugs India Ltd,INE729D01010,B
RAAJMEDI,Raaj Medisafe India Ltd,INE548H01015,P
CORALAB,Coral Laboratories Ltd,INE683E01017,X
TULASEEBIOE,Tulasee Bio Ethanol Ltd,INE276N01011,ZP
BACPHAR,Bacil Pharma Ltd,INE711D01018,X
KREBSBIO,Krebs Biochemicals & Industries Ltd-$,INE268B01013,B
KMCSHIL,KMC Speciality Hospitals (India) Ltd,INE879K01018,B
LAFFANSQ,Laffans Petrochemicals Ltd-$,INE919B01011,X
BHASKAGR,Bhaskar Agrochemicals Ltd,INE972C01018,XT
SUKHJITS,Sukhjit Starch & Chemicals Ltd-$,INE450E01029,B
SHARMEH,Sharma East India Hospitals & Medical Research Ltd,INE465H01012,X
NEULANDLAB,Neuland Laboratories Ltd,INE794A01010,A
GAYATRIBI,Gayatri BioOrganics Ltd,INE052E01015,XT
PODDARMENT,Poddar Pigments Ltd-$,INE371C01013,B
PHARMAID,Pharmaids Pharmaceuticals Ltd,INE117D01018,X
VIVIDIND,Vivid Global Industries Ltd,INE737C01023,X
PRIYALT,Priya Ltd-$,INE686C01014,X
TIRUSTA,Tirupati Starch & Chemicals Ltd,INE314D01011,X
HEMORGANIC,Hemo Organic Ltd,INE422G01015,XT
JAYSYNTH,Jaysynth Orgochem Ltd,INE263B01022,X
AEONXDIGI,Aeonx Digital Technology Ltd,INE994D01010,X
AKSHARCHEM,AksharChem India Ltd-$,INE542B01011,B
BANDARAM,Bandaram Pharma Packtech Ltd,INE875N01036,X
ADLINE,Adline Chem Lab Ltd,INE276T01018,P
BERLDRG,Beryl Drugs Ltd,INE415H01017,X
INDXTRA,IEL Ltd,INE056E01024,X
ISTRNETWK,iStreet Network Ltd,INE532B01020,XT
GAGAN,Gagan Gases Ltd,INE076D01016,XT
PARKERAC,Parker Agrochem Exports Ltd-$,INE750B01010,X
SHUKRAPHAR,Shukra Pharmaceuticals Ltd,INE551C01044,B
ALUFLUOR,Alufluoride Ltd,INE058F01019,X
OXYGENTAPH,Oxygenta Pharmaceutical Ltd,INE102E01018,X
ARCHITORG,Archit Organosys Ltd,INE078I01011,X
SIKOZY,Sikozy Realtors Ltd,INE528E01022,X
INDOAMIN,Indo Amines Ltd-$,INE760F01028,B
NATCAPSUQ,Natural Capsules Ltd,INE936B01015,B
WELCURE,Welcure Drugs & Pharmaceuticals Ltd,INE331C01025,X
BIBCL,Bharat Immunologicals & Biologicals Corporation Ltd-$,INE994B01014,B
SOTL,Savita Oil Technologies Ltd,INE035D01020,B
HESTERBIO,Hester Biosciences Ltd,INE782E01017,B
KABSON,Kabsons Industries Ltd,INE645C01010,XT
BASANTGL,Basant Agro Tech India Ltd-$,INE473E01021,X
SANDUPHQ,Sandu Pharmaceuticals Ltd,INE751D01014,X
NACLIND,NACL Industries Ltd,INE295D01020,B
VISTAPH,Vista Pharmaceuticals Ltd,INE427C01021,X
SUNPHARMA,Sun Pharmaceutical Industries Ltd,INE044A01036,A
TITANBIO,Titan Biotech Ltd,INE150C01029,XT
JENBURPH,Jenburkt Pharmaceuticals Ltd,INE354A01013,X
HIKAL,Hikal Ltd,INE475B01022,B
CAPLIPOINT,Caplin Point Laboratories Ltd,INE475E01026,A
FISCHER,Fischer Medical Ventures Ltd,INE771F01041,B
LINKPH,Link Pharma Chem Ltd,INE302F01011,X
DECIPHER,Decipher Labs Ltd,INE643N01012,X
EMMESSA,Emmessar Biotech & Nutrition Ltd,INE634B01016,X
NGLFINE,NGL Fine Chem Ltd,INE887E01022,B
EVERESTO,Everest Organics Ltd,INE334C01029,X
AUROPHARMA,Aurobindo Pharma Ltd,INE406A01037,A
PHYTO,Phyto Chem India Ltd,INE037C01010,X
NATCOPHARM,Natco Pharma Ltd,INE987B01026,A
DYNAMIND,Dynamic Industries Ltd-$,INE457C01010,X
PANAMAPET,Panama Petrochem Ltd,INE305C01029,B
BALPHARMA,Bal Pharma Ltd,INE083D01012,B
BDH,BDH Industries Ltd,INE278D01018,X
JAUSPOL,Jauss Polymers Ltd,INE593O01017,XT
GLOBUSCON,Globus Constructors & Developers Ltd,INE064L01015,X
CUBEXTUB,Cubex Tubings Ltd,INE144D01012,B
POLYCHMP,Polymechplast Machines Ltd,INE809B01014,X
STELLANT,Stellant Securities (India) Ltd,INE395F01023,XT
GALXBRG,Galaxy Bearings Ltd,INE020S01012,X
VINRKLB,Rekvina Laboratories Ltd,INE092O01028,XT
SCAGRO,SC Agrotech Ltd,INE895E01017,X
RALEGRA,Ravileela Granites Ltd,INE427E01027,X
UNRYLMA,Uniroyal Marine Exports Ltd,INE602H01010,X
KARANWO,Karan Woo Sin Ltd,INE327D01013,X
SHERVANI,Shervani Industrial Syndicate Ltd,INE011D01013,X
BNAGROCHEM,BN Agrochem Ltd,INE00HZ01011,T
SUPERTEX,Supertex Industries Ltd,INE881B01054,X
SHETR,Shetron Ltd,INE278C01010,X
TRABI,Transgene Biotek Ltd,INE773D01018,X
MPL,Mpl Plastics Ltd,INE343A01016,X
NIKHILAD,Nikhil Adhesives Ltd-$,INE926C01022,X
SPENTA,Spenta International Ltd,INE175C01018,X
MULTIBASE,Multibase India Ltd,INE678F01014,X
ANDREWYU,Andrew Yule & Company Ltd,INE449C01025,B
LUDLOWJUT,Ludlow Jute & Specialities Ltd,INE983C01015,XT
ASHRAM,Ashram Online.Com Ltd,INE293C01019,X
ROYALCU,Royal Cushion Vinyl Products Ltd-$,INE618A01011,X
SURJIND,Suraj Industries Ltd,INE170U01011,X
HITECHCORP,Hitech Corporation Ltd-$,INE120D01012,B
BLOOM,Bloom Dekor Ltd-$,INE253C01013,XT
FILATEX,Filatex India Ltd-$,INE816B01035,B
STDSFAC,Standard Surfactants Ltd,INE307D01015,X
MORGAN,Morgan Ventures Ltd,INE902C01015,X
AMRAPLIN,Amrapali Industries Ltd,INE762C01021,X
PREMEXPLN,Premier Explosives Ltd,INE863B01029,A
MIDEASTP,Mid East Portfolio Management Ltd,INE033E01015,XT
MOLDTECH,Mold-Tek Technologies Ltd,INE835B01035,B
CRSTCHM,Crestchem Ltd,INE293N01016,X
MPHASIS,Mphasis Ltd,INE356A01018,A
DIVSHKT,Divyashakti Ltd,INE410G01010,X
ORIENTLTD,Orient Press Ltd,INE609C01024,B
ADVMULT,Advance Multitech Ltd,INE875S01019,XT
SHREYASI,Shreyas Intermediates Ltd,INE115F01017,X
PANJON,Panjon Ltd,INE744D01019,X
NIRBHAYIND,Nirbhay Colours India Ltd,INE218T01010,Z
DUROPACK,Duro Pack Ltd,INE138B01018,X
SWARNSAR,Swarnsarita Jewels India Ltd,INE967A01012,X
GANESHHOU,Ganesh Housing Ltd-$,INE460C01014,A
NMDC,NMDC Ltd,INE584A01023,A
CINDHO,Cindrella Hotels Ltd-$,INE908C01012,X
PATINTLOG,Patel Integrated Logistics Ltd-$,INE529D01014,B
ALPHAGEO,Alphageo (India) Ltd-$,INE137C01018,B
HAMPTON,Hampton Sky Realty Ltd,INE299D01022,X
KKALPANAIND,Kkalpana Industries (India) Ltd,INE301C01028,X
OKPLA,OK Play India Ltd,INE870B01024,X
KRITI,Kriti Industries India Ltd-$,INE479D01038,T
WELTI,Welterman International Ltd,INE662D01013,XT
ASMTEC,ASM Technologies Ltd,INE867C01010,B
PERFEPA,Perfectpac Ltd,INE759I01024,X
AMBIT,Ambitious Plastomac Company Ltd,INE267C01013,X
VISIONCINE,Vision Cinemas Ltd,INE515B01025,X
AEIM,Artificial Electronics Intelligent Material Ltd,INE072B01027,X
INDRANIB,Indrayani Biotech Ltd,INE007C01021,XT
EUROLED,Euro Leder Fashion Ltd,INE940E01011,X
WINSOMBR,Winsome Breweries Ltd,INE391C01011,X
ELEFLOR,Elegant Floriculture & Agrotech India Ltd,INE152E01013,X
SKYIND,Sky Industries Ltd-$,INE765B01018,X
PHOENXINTL,Phoenix International Ltd,INE245B01011,X
BHUDEVI,Bhudevi Infra Projects Ltd,INE432N01010,XT
PRATIK,Pratik Panels Ltd,INE206C01029,X
RISHIROOP,Rishiroop Ltd,INE582D01013,X
PROMACT,Promact Plastics Ltd,INE818D01011,X
STRGRENWO,Sterling Green Woods Ltd,INE398F01019,X
SYSTMTXC,Systematix Corporate Services Ltd,INE356B01024,B
SHAHISHIP,Shahi Shipping Ltd-$,INE825D01016,X
ALPINEHOU,Alpine Housing Development Corporation Ltd,INE840D01015,X
WWALUM,Worldwide Aluminium Ltd,INE550D01010,X
IIRM,IIRM Holdings India Ltd,INE670C01026,X
SFPIL,Square Four Projects India Ltd,INE716K01020,X
SGLRES,SGL Resources Ltd,INE967B01028,XT
CHOKSILA,Choksi Laboratories Ltd,INE493D01013,XT
CCHHL,Country Club Hospitality & Holidays Ltd,INE652F01027,B
SALGUTI,Salguti Industries Ltd,INE159C01012,X
MIDWEST,Midwest Gold Ltd,INE519N01014,T
ENTRINT,Enterprise International Ltd,INE439G01019,X
TPLPLASTEH,TPL Plastech Ltd,INE413G01022,B
WIMPLAST,Wim Plast Ltd-$,INE015B01018,B
PHOTOQUP,Photoquip India Ltd,INE813B01016,X
LIBERTSHOE,Liberty Shoes Ltd,INE557B01019,B
LIPPISYS,Lippi Systems Ltd-$,INE845B01018,XT
ELECTHERM,Electrotherm (India) Ltd,INE822G01016,B
BLUEDART,Blue Dart Express Ltd,INE233B01017,A
EXPOEAPL,Expo Engineering And Projects Ltd,INE561D01025,X
NATPLAS,National Plastic Industries Ltd,INE233D01013,X
MFLINDIA,MFL India Ltd,INE244C01020,X
AJWAFUN,Ajwa Fun World & Resort Ltd,INE863E01015,P
TEXELIN,Texel Industries Ltd,INE594V01028,X
RAYALEMA,Royale Manor Hotels & Industries Ltd,INE008C01011,X
MIRZAINT,Mirza International Ltd,INE771A01026,B
TFCILTD,Tourism Finance Corporation of India Ltd,INE305A01023,B
THAKDEV,Thakkers Developers Ltd,INE403F01017,B
ARENTERP,Rajdarshan Industries Ltd,INE610C01014,B
BIL,Bhartiya International Ltd,INE828A01016,B
KAMATHOTEL,Kamat Hotels (India) Ltd,INE967C01018,B
TIRTPLS,Tirth Plastic Ltd,INE008N01018,X
KEEPLEARN,DSJ keep Learning Ltd,INE055C01020,B
ECOPLAST,Ecoplast Ltd-$,INE423D01010,X
ELEMARB,Elegant Marbles & Grani Industries Ltd,INE095B01010,X
BITS,Bits Ltd,INE839A01021,X
ADARSHPL,Adarsh Plant Protect Ltd,INE627D01016,X
HPBL,HCP Plastene Bulkpack Ltd,INE136C01044,XT
NICCOPAR,Nicco Parks & Resorts Ltd-$,INE653C01022,X
NTCIND,NTC Industries Ltd,INE920C01017,X
SANDESH,Sandesh Ltd,INE583B01015,B
GARNET,Garnet Construction Ltd,INE797D01017,X
GOLDIAM,Goldiam International Ltd,INE025B01025,A
BRIGHTBR,Bright Brothers Ltd-$,INE630D01010,X
SHAWGELTIN,Narmada Gelatines Ltd,INE869A01010,X
PGFOILQ,PG Foils Ltd,INE078D01012,X
GRATEXI,Gratex Industries Ltd,INE915E01013,X
VELHO,Velan Hotels Ltd,INE548D01014,X
HOWARHO,Howard Hotels Ltd,INE931B01016,X
VALIANT,Valiant Communications Ltd-$,INE760B01019,X
DRAGARWQ,Dr Agarwals Eye Hospital Ltd-$,INE934C01018,B
MHSGRMS,Mahasagar Travels Ltd,INE007G01014,ZP
GREENPLY,Greenply Industries Ltd,INE461C01038,B
SEAMECLTD,Seamec Ltd,INE497B01018,B
RAGHUNAT,Raghunath International Ltd,INE753B01014,X
CHEVIOT,Cheviot Company Ltd-$,INE974B01016,B
DAICHI,Dai-Ichi Karkaria Ltd-$,INE928C01010,B
RAJINFRA,Rajeswari Infrastructure Ltd,INE016C01014,Z
SPICEISLIN,Spice Islands Industries Ltd-$,INE882D01017,X
CONFIPET,Confidence Petroleum India Ltd,INE552D01024,B
SIPL,Shelter Infra Projects Ltd-$,INE413C01013,X
SHAKTIPR,Shakti Press Ltd,INE794C01016,XT
ASHSI,Ashirwad Steels & Industries Ltd,INE338C01012,X
BANARBEADS,Banaras Beads Ltd,INE655B01011,B
AREXMIS,Arex Industries Ltd,INE480H01011,X
BI,Bilcare Ltd-$,INE986A01012,B
ISFL,ISF Ltd,INE973B01026,X
RISHILASE,Rishi Laser Ltd,INE988D01012,X
JAINCO,Jainco Projects India Ltd,INE966C01010,X
KUMPFIN,Kumbhat Financial Services Ltd,INE795E01019,X
INTECCAP,Intec Capital Ltd,INE017E01018,X
RAJSEC,Rajasthan Securities Ltd,INE184D01026,X
SIDDHEGA,Siddheswari Garments Ltd,INE797C01019,X
63MOONS,63 Moons Technologies Ltd,INE111B01023,A
SHIKHAR,Shikhar Consultants Ltd,INE641B01011,XT
SARLAPOLY,Sarla Performance Fibers Ltd-$,INE453D01025,B
INDOCRED,Indo Credit Capital Ltd,INE147D01015,XT
MKTCREAT,Market Creators Ltd,INE944C01017,X
HFIL,Himalaya Food International Ltd,INE552B01010,X
SONALAD,Sonal Adhesives Ltd,INE344I01017,X
PADMAIND,Padmanabh Industries Ltd,INE743D01011,XT
21STCENMGM,Twentyfirst Century Management Services Ltd,INE253B01015,B
HRYNSHP,Hariyana Ship Breakers Ltd-$,INE400G01011,X
KALIND,Kalind Ltd,INE377D01018,XT
VAICC,Vaishno Cement Company Ltd,INE116E01018,P
TYROON,Tyroon Tea Company Ltd,INE945B01016,X
LAOPALA,La Opala RG Ltd,INE059D01020,B
STYLAMIND,Stylam Industries Ltd,INE239C01020,B
VENUSREM,Venus Remedies Ltd,INE411B01019,B
LASTMILE,Last Mile Enterprises Ltd,INE404B01022,XT
GUJCRAFT,Gujarat Craft Industries Ltd,INE372D01019,X
HEERAISP,Heera Ispat Ltd,INE025D01013,X
DHOOTIN,Dhoot Industrial Finance Ltd,INE313G01016,X
CRIMSON,Crimson Metal Engineering Company Ltd,INE318P01016,P
SHBAJRG,Shri Bajrang Alliance Ltd,INE402H01015,B
URJA,Urja Global Ltd,INE550C01020,B
ASHAPURMIN,Ashapura Minechem Ltd,INE348A01023,A
SHREEPAC,Shree Pacetronix Ltd,INE847D01010,X
GUJALKALI,Gujarat Alkalies and Chemicals Ltd,INE186A01019,B
INDIACEM,India Cements Ltd,INE383A01012,A
JKTYRE,JK Tyre & Industries Ltd,INE573A01042,A
SIL,Standard Industries Ltd,INE173A01025,B
JUBLPHARMA,Jubilant Pharmova Ltd,INE700A01033,A
THEINVEST,The Investment Trust Of India Ltd,INE924D01017,B
SAMYAKINT,Samyak International Ltd,INE607G01011,X
AADIIND,Aadi Industries Ltd,INE563D01013,X
SPARKLEGR,Sparkle Gold Rock Ltd,INE618F01010,X
ACKNIT,Acknit Industries Ltd,INE326C01017,X
TITANSEC,Titan Securities Ltd,INE090D01017,X
REALECO,Real Eco-Energy Ltd,INE055E01034,X
VIVANZA,Vivanza Biosciences Ltd,INE984E01035,X
YASHRAJC,Yashraj Containeurs Ltd,INE095C01018,XT
LORDSHOTL,Lords Ishwar Hotels Ltd,INE689J01013,X
CSLFINANCE,CSL Finance Ltd,INE718F01018,B
SANGHVIMOV,Sanghvi Movers Ltd,INE989A01032,B
ANTELOPUS,Antelopus Selan Energy Ltd-$,INE818A01017,B
PURETROP,Puretrop Fruits  Ltd,INE795D01011,X
FAZE3Q,Faze Three Ltd-$,INE963C01033,B
ANUPAM,Anupam Finserv Ltd,INE069B01023,X
RAJPACK,Raj Packaging Industries Ltd,INE639C01013,X
PRIVISCL,Privi Speciality Chemicals Ltd,INE959A01019,A
NATRAJPR,Natraj Proteins Ltd,INE444D01016,X
SAMRATPH,Samrat Pharmachem Ltd-$,INE103E01016,X
NPRFIN,NPR Finance Ltd,INE446D01011,X
NILE,Nile Ltd,INE445D01013,B
AMCOIND,Amco India Ltd-$,INE924B01011,X
OPTIEMUS,Optiemus Infracom Ltd,INE350C01017,B
KREONFIN,Kreon Finnancial Services Ltd,INE302C01018,X
GYANDEV,Gyan Developers & Builders Ltd,INE487G01018,XT
KISAN,Kisan Mouldings Ltd-$,INE017C01012,X
KERALAYUR,Kerala Ayurveda Ltd,INE817B01025,X
MONGIPA,Moongipa Capital Finance Ltd,INE153K01018,X
MOHITPPR,Mohit Paper Mills Ltd,INE388C01017,X
DAULAT,Daulat Securities Ltd,INE108C01019,X
ODYSSEY,Odyssey Technologies Ltd-$,INE213B01019,X
